time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/clip_range,train/value_loss,train/n_updates,train/explained_variance,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
22,5.0,104500,0.5841131100000001,940,111,0.1,0.0083736684328566,420,0.7769216448068619,-94.77415541013082,1e-05,0.031238072,0.012444409336670407,0.055035077035427094,0.002189554274082184,0.49538540306384676,,
23,5.0,109250,0.59006435,979,111,0.1,0.008463476173476212,440,0.7724224179983139,-94.77540203518338,1e-05,0.022329465,0.013768085619212635,0.05503334105014801,0.029759816825389862,0.4856944332727128,,
24,5.0,114000,0.5911672499999999,1018,111,0.1,0.008179979435263727,460,0.780795156955719,-94.77621845343174,1e-05,0.022372574,0.00847348044918611,0.055033594369888306,0.012016525492072105,0.44352562947150986,,
25,5.0,118750,0.5922582999999999,1056,112,0.1,0.008541338718637373,480,0.7812761813402176,-94.7745102853486,1e-05,0.017302215,0.008168577511552338,0.0550360381603241,0.04164715111255646,0.4313560499569796,,
26,5.0,123500,0.5926742500000001,1097,112,0.1,0.007805404970713426,500,0.7749395072460175,-94.7709110101064,1e-05,0.027970612,0.007965789719789557,0.05503961816430092,0.026120837777853012,0.4809531132816725,,
27,5.0,128250,0.58973216,1135,112,0.1,0.007919796943509331,520,0.7838283032178879,-94.76956512451171,1e-05,0.015352069,0.008004152710240551,0.05503886938095093,0.06070886552333832,0.42035832346572233,,
28,5.0,133000,0.5955623699999999,1174,113,0.1,0.007640635186163265,540,0.7949728220701218,-94.77005310058594,1e-05,0.019132864,0.00752607327554384,0.05503818020224571,0.034502048045396805,0.45662498929914797,,
29,5.0,137750,0.59383209,1212,113,0.1,0.007353089060493265,560,0.802769124507904,-94.77034579190341,1e-05,0.024670513,0.010555096887749665,0.0550387017428875,0.032863009721040726,0.4402424131364872,,
30,5.0,142500,0.59097152,1272,112,0.1,0.0067754818571054126,580,0.815905287861824,-94.76968189586293,1e-05,0.026975533,0.011681642912132442,0.05503955855965614,0.045087799429893494,0.43273483784022654,5.0,0.6364396815654239
31,5.0,147250,0.59190294,1311,112,0.1,0.006998659605492971,600,0.8052362203598022,-94.76787986755372,1e-05,0.028170941,0.011327150516297194,0.055041395127773285,0.03316207230091095,0.45738094087601416,,
32,5.0,152000,0.5957252900000001,1349,112,0.1,0.006973632231044273,620,0.808225691318512,-94.7688594636463,1e-05,0.021581916,0.011235771776391278,0.05503803491592407,0.060817088931798935,0.474523797265387,,
33,5.0,156750,0.5970278700000001,1388,112,0.1,0.006900069205134752,640,0.8124309182167053,-94.76945103236608,1e-05,0.020938085,0.005979296868660252,0.055041030049324036,0.027704671025276184,0.4666368941022527,,
34,5.0,161500,0.5959183700000001,1426,113,0.1,0.006873623795355811,660,0.8173244446516037,-94.76620571252072,1e-05,0.023406336,0.007812130602284782,0.05504288151860237,0.04823560640215874,0.4391060498811192,,
35,5.0,166250,0.59718725,1465,113,0.1,0.006791387076108632,680,0.8169426918029785,-94.76585986975468,1e-05,0.016054438,0.011538707390175032,0.05504204332828522,0.06133998930454254,0.4271136257995033,,
36,5.0,171000,0.5971008000000001,1502,113,0.1,0.006716442843233901,700,0.8200856298208237,-94.7653202238537,1e-05,0.011906146,0.004670633539861641,0.055043913424015045,0.08001081645488739,0.35571427619129065,,
37,5.0,175750,0.5956209100000001,1542,113,0.1,0.006677662438919975,720,0.820953369140625,-94.76428404914009,1e-05,0.027491653,0.00578362105732876,0.0550430491566658,0.031218692660331726,0.44830554384453636,,
38,5.0,180500,0.59915607,1581,114,0.1,0.0061313917945759995,740,0.8281068503856659,-94.76142510308159,1e-05,0.020692287,0.010587810174348665,0.055049218237400055,0.043287452310323715,0.45512221077664033,,
39,5.0,185250,0.59751561,1620,114,0.1,0.006340915513490992,760,0.8281397223472595,-94.75957258315313,1e-05,0.023192368,0.014507210024642204,0.05504549294710159,0.05980841815471649,0.4696368930085252,,
40,5.0,190000,0.59736403,1682,112,0.1,0.0060116814479919236,780,0.8334454447031021,-94.76176914033435,1e-05,0.02249044,0.01371851366141467,0.0550466850399971,0.03444516658782959,0.47142856015291595,5.0,0.6439128897282612
41,5.0,194750,0.59840054,1721,113,0.1,0.005989407526148069,800,0.8287262171506882,-94.76009574466282,1e-05,0.03125961,0.01556480074685533,0.055047813802957535,0.03409373015165329,0.4522013780764408,,
42,5.0,199500,0.6002349499999999,1760,113,0.1,0.005954231188322107,820,0.8373954445123672,-94.75949076334635,1e-05,0.014787123,0.006621830360447342,0.055047571659088135,0.039682433009147644,0.4072666552445541,,
43,5.0,204250,0.60034256,1799,113,0.1,0.005675732695898559,840,0.8419432193040848,-94.76087123023139,1e-05,0.02333018,0.013532874909124502,0.05504569783806801,0.03165879100561142,0.4762083211745549,,
44,5.0,209000,0.60250941,1839,113,0.1,0.006111829616323424,860,0.8392574340105057,-94.76353287696838,1e-05,0.04535812,0.007268823223658727,0.055043138563632965,-0.02036387100815773,0.4712239463008397,,
45,5.0,213750,0.5991785900000001,1878,113,0.1,0.005795022624431912,880,0.843837633728981,-94.76731812448213,1e-05,0.025499536,0.010889034022347812,0.055038753896951675,0.04392411559820175,0.48234847309350065,,
46,5.0,218500,0.5995766499999999,1916,114,0.1,0.005896484122301141,900,0.8400271683931351,-94.77000104464017,1e-05,0.026161158,0.00920633276625178,0.05503963679075241,0.0383627824485302,0.46742306587954935,,
47,5.0,223250,0.5982301999999999,1957,114,0.1,0.006289904856088537,920,0.8385919481515884,-94.77057996679235,1e-05,0.021511735,0.014234979674477977,0.05503704026341438,0.046597108244895935,0.469694432670561,,
48,5.0,228000,0.60538962,1997,114,0.1,0.005816380580007616,940,0.8468402028083801,-94.77134939829509,1e-05,0.024324069,0.008730664204082538,0.055038854479789734,0.03950076922774315,0.4547638767592919,,
49,5.0,232750,0.6003850300000001,2035,114,0.1,0.0053097010596603565,960,0.8517873883247375,-94.77064018249511,1e-05,0.028284414,0.013428107519322025,0.05503777414560318,0.048537254333496094,0.4679305432273799,,
50,5.0,237500,0.6046988600000001,2097,113,0.1,0.0056540142894456425,980,0.8469859063625336,-94.76953272138323,1e-05,0.03412481,0.006674889789587254,0.05504097044467926,0.018276140093803406,0.4716249879882006,5.0,0.6482022317646736
51,5.0,242250,0.6032869799999999,2137,113,0.1,0.005755319346984228,1000,0.8462668061256409,-94.76723108927409,1e-05,0.025688784,0.016835614630533055,0.055041611194610596,0.03397494554519653,0.4925333205331117,,
52,5.0,247000,0.60081131,2176,113,0.1,0.00554734665952209,1020,0.855236142873764,-94.76636767917209,1e-05,0.03383891,0.010729919910298343,0.055042631924152374,-0.018979061394929886,0.4671666554558194,,
53,5.0,251750,0.6106092799999999,2215,113,0.1,0.005313385718248107,1040,0.8576937317848206,-94.76666160352302,1e-05,0.025536047,0.010320726256950755,0.055041175335645676,0.04088224470615387,0.447257564571037,,
54,5.0,256500,0.60790179,2253,113,0.1,0.005690109549711148,1060,0.8600066602230072,-94.76575388590494,1e-05,0.013831557,0.00646545792134616,0.055044323205947876,0.06623277813196182,0.3920416560349986,,
55,5.0,261250,0.60397978,2292,113,0.1,0.005667896665787945,1080,0.8570235967636108,-94.76291020711263,1e-05,0.022140034,0.008322278998352103,0.055045925080776215,0.0664592906832695,0.426565465733542,,
56,5.0,266000,0.6067953,2330,114,0.1,0.005661584749450964,1100,0.8585833311080933,-94.7604586283366,1e-05,0.020244943,0.006093572682420156,0.055047765374183655,0.04308801889419556,0.43882574678088226,,
57,5.0,270750,0.60394416,2368,114,0.1,0.0051566538794542705,1120,0.8591515570878983,-94.76028602236794,1e-05,0.026117906,0.011171569087496315,0.05504714697599411,0.027006972581148148,0.4627559395196537,,
58,5.0,275500,0.60420349,2406,114,0.1,0.005565600106104587,1140,0.8561921566724777,-94.7604379526774,1e-05,0.014878296,0.010331457800308268,0.055047184228897095,0.05017746239900589,0.39636665540436905,,
59,5.0,280250,0.6058579199999999,2444,114,0.1,0.004901875734018782,1160,0.869327113032341,-94.76045354207356,1e-05,0.01865459,0.009748907856124445,0.055047228932380676,0.04360034316778183,0.4025648030935338,,
60,5.0,285000,0.6063605200000001,2505,113,0.1,0.004542608630391911,1180,0.8692168891429901,-94.76127243041992,1e-05,0.020761345,0.007445732762061224,0.05504591390490532,0.028839077800512314,0.44070453544881083,5.0,0.653763408326668
61,5.0,289750,0.60526287,2544,113,0.1,0.004854783551612248,1200,0.8741247057914734,-94.7611883799235,1e-05,0.024507359,0.010255758126205671,0.05504695326089859,0.05032248795032501,0.45388193293862666,,
62,5.0,294500,0.60705517,2583,114,0.1,0.005248938751174137,1220,0.867532342672348,-94.7602586110433,1e-05,0.018137619,0.005346127406889585,0.05504781752824783,0.046671196818351746,0.43311804448409624,,
63,5.0,299250,0.60903228,2621,114,0.1,0.005439994714900174,1240,0.8563760221004486,-94.7593490600586,1e-05,0.015923636,0.007816517193980601,0.0550486259162426,0.04873051866889,0.4209696859925647,,
64,5.0,304000,0.6067215399999999,2659,114,0.1,0.004727233699264212,1260,0.8711066246032715,-94.75585269927979,1e-05,0.03709027,0.015637969518912245,0.055054016411304474,0.013504788279533386,0.46634026571797826,,
65,5.0,308750,0.60830468,2698,114,0.1,0.004627918308798337,1280,0.8762646391987801,-94.75186545632103,1e-05,0.018110877,0.004926445154711437,0.055054932832717896,0.04212944954633713,0.4207348375454206,,
66,5.0,313500,0.6080149399999999,2737,114,0.1,0.004974640114232898,1300,0.868332102894783,-94.75171629163954,1e-05,0.020524355,0.012366128377053085,0.05505455285310745,0.030299291014671326,0.4697111001341707,,
67,5.0,318250,0.60905497,2776,114,0.1,0.0048939964405666945,1320,0.8737812340259552,-94.75251173361754,1e-05,0.023168506,0.011944231792850734,0.05505306273698807,0.035772904753685,0.4767179365783261,,
68,5.0,323000,0.61122546,2815,114,0.1,0.0046816338611862214,1340,0.8767643496394157,-94.75358929756361,1e-05,0.016885493,0.004237708252137113,0.05505317449569702,0.037030771374702454,0.43744870707607614,,
69,5.0,327750,0.61142667,2854,114,0.1,0.005304486053840568,1360,0.8704806417226791,-94.75531833224827,1e-05,0.01680389,0.007481039904405284,0.055050335824489594,0.04578361660242081,0.4655999873857945,,
70,5.0,332500,0.60945104,2915,114,0.1,0.00487982093084914,1380,0.8722677826881409,-94.75521314409045,1e-05,0.015712827,0.0075500468300863915,0.055053506046533585,0.04516957327723503,0.4332222113230576,5.0,0.6576311328102602
71,5.0,337250,0.6146398799999999,2952,114,0.1,0.004635069787467795,1400,0.8733846694231033,-94.7520918669524,1e-05,0.019109868,0.010237518933483108,0.05505531281232834,0.05859239026904106,0.4254166564059064,,
72,5.0,342000,0.61329192,2993,114,0.1,0.0050143162564684944,1420,0.8736797720193863,-94.75087231000265,1e-05,0.041418597,0.011478493804395834,0.055055297911167145,0.026826709508895874,0.4946354041002147,,
73,5.0,346750,0.6126459499999999,3031,114,0.1,0.005202405724364022,1440,0.873107448220253,-94.75215950012208,1e-05,0.014087887,0.003429959350086594,0.055053308606147766,0.039410755038261414,0.4116166560491547,,
74,5.0,351500,0.6125474399999999,3070,114,0.1,0.005097518908456923,1460,0.8706543743610382,-94.75378153874324,1e-05,0.026917139,0.006419282842161429,0.05505289509892464,0.035596057772636414,0.423980758828708,,
75,5.0,356250,0.61442798,3110,114,0.1,0.004554778050320844,1480,0.8790216371417046,-94.75492808024089,1e-05,0.03288419,0.009046729248482939,0.05505065247416496,-0.018633004277944565,0.41991665549834983,,
76,5.0,361000,0.61110767,3151,114,0.1,0.004848730673547835,1500,0.8795420229434967,-94.75828889211019,1e-05,0.028670864,0.018330675320709523,0.055046528577804565,0.017286337912082672,0.5296666538156569,,
77,5.0,365750,0.61662366,3190,114,0.1,0.004572519771635341,1520,0.8832715079188347,-94.76171634380634,1e-05,0.035425622,0.013541597399184304,0.05504629388451576,-0.001136641949415207,0.4827563983973307,,
78,5.0,370500,0.61340962,3229,114,0.1,0.004655582982684589,1540,0.8807822242379189,-94.7614572482639,1e-05,0.021252722,0.012574372375982867,0.05504647269845009,0.021371956914663315,0.46153887659518256,,
79,5.0,375250,0.6143126799999999,3268,114,0.1,0.004630853637178062,1560,0.8785169273614883,-94.76184206875888,1e-05,0.039792184,0.008021878540690105,0.05504564940929413,-0.0370495580136776,0.41364392854386206,,
80,5.0,380000,0.61528232,3329,114,0.1,0.004655732542204742,1580,0.883462443947792,-94.76120368761894,1e-05,0.019588856,0.010482597881847147,0.055048201233148575,0.050354912877082825,0.43457050212682824,5.0,0.6593963850695154
81,5.0,384750,0.61737514,3367,114,0.1,0.0049404432171617045,1600,0.8816359043121338,-94.75825410322709,1e-05,0.017471086,0.007697360826290222,0.055049970746040344,0.020668672397732735,0.4431893824910124,,
82,5.0,389500,0.61780128,3406,114,0.1,0.004786426017526537,1620,0.8840356990695,-94.75544174194336,1e-05,0.017111676,0.009245774226019661,0.05505334585905075,0.05809556692838669,0.43939998928612717,,
83,5.0,394250,0.6150840399999999,3445,114,0.1,0.00464398833638471,1640,0.8841865360736847,-94.75242629581028,1e-05,0.030948857,0.017251648215972207,0.05505504086613655,0.03557519614696503,0.4836319323525661,,
84,5.0,399000,0.6151961,3483,114,0.1,0.004565356761708649,1660,0.885967418551445,-94.74810576968723,1e-05,0.025697729,0.01371990659590947,0.05506054311990738,0.04365316033363342,0.48047220894885767,,
85,5.0,403750,0.6180201300000001,3522,114,0.1,0.004159107222927339,1680,0.8914566934108734,-94.74546291466915,1e-05,0.022917174,0.011057373459010922,0.055059149861335754,0.04780250042676926,0.4333484733576011,,
86,5.0,408500,0.61863894,3561,114,0.1,0.004661711686446021,1700,0.8827495351433754,-94.74824981689453,1e-05,0.027201006,0.008728433475992281,0.055055901408195496,0.03535741567611694,0.4194583233740802,,
87,5.0,413250,0.6189256000000001,3599,114,0.1,0.004732130882330239,1720,0.886192761361599,-94.75047027587891,1e-05,0.017091969,0.004128908708710031,0.05505571514368057,0.057675618678331375,0.4204499891710778,,
88,5.0,418000,0.61924064,3638,114,0.1,0.004783009540600082,1740,0.8817401602864265,-94.75116706848145,1e-05,0.021335503,0.010603105662772784,0.0550549253821373,0.03482915088534355,0.42351665657479315,,
89,5.0,422750,0.61646618,3677,114,0.1,0.004658392178437983,1760,0.8776093944907188,-94.75312472449409,1e-05,0.022148022,0.00914366816157882,0.05505196750164032,0.0339367538690567,0.44349304590529454,,
90,5.0,427500,0.61828349,3738,114,0.1,0.004259588771965354,1780,0.8904078453779221,-94.7560627746582,1e-05,0.02001568,0.011721430040406962,0.05504985898733139,0.030163804069161415,0.44467498837194097,5.0,0.659596267635935
91,5.0,432250,0.62042854,3777,114,0.1,0.004757357111925052,1800,0.881383903324604,-94.75836177402073,1e-05,0.01997569,0.007370260096673791,0.055048584938049316,0.03610297292470932,0.43247221174468803,,
92,5.0,437000,0.6228100400000001,3814,114,0.1,0.004828104848663012,1820,0.8866405710577965,-94.75792035420736,1e-05,0.01937863,0.009311331602020084,0.05505042523145676,0.029705030843615532,0.4396666554687545,,
93,5.0,441750,0.62168296,3854,114,0.1,0.004685089527629316,1840,0.8871811330318451,-94.75692601203919,1e-05,0.021413902,0.007782792853039888,0.05504973232746124,0.041926562786102295,0.46929686319393416,,
94,5.0,446500,0.6231729999999999,3892,114,0.1,0.004379075954859264,1860,0.8892712518572807,-94.75891923170823,1e-05,0.026078982,0.01162877253177823,0.05504727363586426,0.03682725131511688,0.48109614132330397,,
95,5.0,451250,0.6171987600000001,3933,114,0.1,0.004828025126347743,1880,0.8899528980255127,-94.75959534226803,1e-05,0.023173118,0.010332362625416307,0.05504816025495529,0.045926082879304886,0.4674999877328478,,
96,5.0,456000,0.6226852500000001,3971,114,0.1,0.004253666839407136,1900,0.8881541043519974,-94.75946016947428,1e-05,0.027542392,0.010789713616935502,0.05504786968231201,0.014145737513899803,0.42515832267701625,,
97,5.0,460750,0.62171371,4009,114,0.1,0.004550900846493967,1920,0.887998916208744,-94.76066133903734,1e-05,0.017522095,0.002188532791985016,0.05504690110683441,0.034517306834459305,0.3954318075271493,,
98,5.0,465500,0.62416276,4047,115,0.1,0.004388551310650214,1940,0.8886221945285797,-94.7615865534002,1e-05,0.012796131,0.008690340476977521,0.05504632741212845,0.06573063135147095,0.4114318079032907,,
99,5.0,470250,0.6246880499999999,4087,115,0.1,0.004240549714450026,1960,0.8858233615756035,-94.76279826164246,1e-05,0.034227367,0.011517934470527817,0.05504383146762848,-0.0007252674549818039,0.4714114465576131,,
100,5.0,475000,0.6225175199999999,4147,114,0.1,0.004450774664014933,1980,0.8875216394662857,-94.76451928274972,1e-05,0.0152402455,0.002983170763594279,0.055043816566467285,0.049484983086586,0.35246427635706606,5.0,0.6628474961378268
101,5.0,479750,0.6220656200000001,4186,114,0.1,0.0047695974186540415,2000,0.8900554552674294,-94.7639011285244,1e-05,0.019235656,0.0066093696479788975,0.05504506081342697,0.050417833030223846,0.4470833223110113,,
102,5.0,484500,0.62569792,4224,114,0.1,0.004229549299925566,2020,0.8919352442026138,-94.76245478312174,1e-05,0.027340388,0.006201314073183539,0.055045731365680695,0.032584015280008316,0.431299990429543,,
103,5.0,489250,0.62891013,4264,114,0.1,0.004285427130525932,2040,0.8933571726083755,-94.76157133919853,1e-05,0.023788372,0.008911577076617607,0.05504710227251053,0.022956088185310364,0.45569641657084936,,
104,5.0,494000,0.62084924,4303,114,0.1,0.004649012102228072,2060,0.8924240097403526,-94.76138575236003,1e-05,0.021797486,0.013280792814381617,0.05504562705755234,0.03158256411552429,0.4982722095824364,,
105,5.0,498750,0.62195716,4342,114,0.1,0.004804155438961018,2080,0.8866134807467461,-94.7633429754348,1e-05,0.016737431,0.0048885966365180885,0.05504423379898071,0.03914037346839905,0.458511892674003,,
106,5.0,503500,0.62629826,4380,114,0.1,0.004485548268227528,2100,0.891017459332943,-94.7639957110087,1e-05,0.01705211,0.005727963150438272,0.05504429340362549,0.04714692384004593,0.3852291570646533,,
107,5.0,508250,0.62705525,4419,115,0.1,0.004640527888356397,2120,0.885760061442852,-94.76563788519965,1e-05,0.016735317,0.007473165449394808,0.05504177510738373,0.06092812865972519,0.4547083214468633,,
108,5.0,513000,0.6280942799999999,4458,115,0.1,0.004512315654816727,2140,0.8884794488549232,-94.7674634806315,1e-05,0.011325181,0.0057114806434420936,0.05504120886325836,0.05290895700454712,0.3917916560266167,,
109,5.0,517750,0.62788975,4497,115,0.1,0.004682665269296521,2160,0.8810496032238007,-94.76576379629282,1e-05,0.01993396,0.0074508667067356565,0.0550447516143322,0.03372111916542053,0.4467435778906712,,
110,5.0,522500,0.6289256000000001,4559,114,0.1,0.004182688872186611,2180,0.890456035733223,-94.76265196188902,1e-05,0.036161035,0.00502510230688869,0.055046070367097855,0.020010773092508316,0.4543910143335756,5.0,0.6618640910684264
111,5.0,527250,0.62680559,4597,114,0.1,0.004144316153445592,2200,0.8912022635340691,-94.76165011088054,1e-05,0.022332126,0.014322978701800458,0.055046647787094116,0.04228581488132477,0.42199998976197095,,
112,5.0,532000,0.6300917900000002,4635,114,0.1,0.004038354096524982,2220,0.8936044052243233,-94.76077154910925,1e-05,0.021031005,0.012833934968061303,0.05504744499921799,0.04622112587094307,0.4574772611810741,,
113,5.0,536750,0.630201,4673,114,0.1,0.004516780070650081,2240,0.8890433982014656,-94.76138585408529,1e-05,0.043579787,0.011136936955267155,0.055045656859874725,-0.004829004406929016,0.44377498717202496,,
114,5.0,541500,0.63023064,4713,114,0.1,0.004115119624572496,2260,0.8974112942814827,-94.76513649834527,1e-05,0.02086831,0.011859791595558625,0.05504073575139046,0.05290678143501282,0.4559055442031887,,
115,5.0,546250,0.6299203299999999,4752,114,0.1,0.004648671677568927,2280,0.8853091299533844,-94.76953212420146,1e-05,0.020078793,0.009246273544150356,0.055038999766111374,0.04814679175615311,0.4682395719593236,,
116,5.0,551000,0.62719077,4791,114,0.1,0.004527285827789456,2300,0.8882656618952751,-94.76995383368597,1e-05,0.029882183,0.01375173261649292,0.05503945052623749,0.006734274327754974,0.48447776617378824,,
117,5.0,555750,0.6323945599999999,4829,115,0.1,0.0042061678193876465,2320,0.8932603895664215,-94.77030771428889,1e-05,0.027189048,0.011656158515660072,0.055038269609212875,0.03195802867412567,0.4342424120203677,,
118,5.0,560500,0.62728107,4869,115,0.1,0.004508994659865458,2340,0.8905194997787476,-94.77195157817766,1e-05,0.04621775,0.016333706779737316,0.0550357922911644,0.04984743148088455,0.5400293984925192,,
119,5.0,565250,0.62621315,4909,115,0.1,0.004443503376872589,2360,0.8922675624489784,-94.77608297438849,1e-05,0.042361278,0.008270706314130316,0.055032163858413696,0.016970302909612656,0.4787083209558789,,
120,5.0,570000,0.6308649,4971,114,0.1,0.00439643463032553,2380,0.8950971886515617,-94.7824550628662,1e-05,0.025082046,0.011902990106228247,0.05502492934465408,0.03627520427107811,0.48921352910110727,5.0,0.6612864685089046
121,5.0,574750,0.6320825400000001,5011,114,0.1,0.004416549220817008,2400,0.8938064053654671,-94.78756200472513,1e-05,0.028929114,0.008962893232833684,0.05502331629395485,0.03325960785150528,0.49705207121830125,,
122,5.0,579500,0.6305974000000001,5049,114,0.1,0.004606802624184638,2420,0.8922272399067879,-94.78820182800293,1e-05,0.012794174,0.007069852390751231,0.055024124681949615,0.05844869464635849,0.40416665764835974,,
123,5.0,584250,0.6321591799999999,5089,114,0.1,0.0042377101383560024,2440,0.8971786201000214,-94.78691319359673,1e-05,0.03588451,0.01290008423057872,0.05502494424581528,0.02477598562836647,0.4721597101241868,,
124,5.0,589000,0.63259809,5128,114,0.1,0.004687619064047578,2460,0.8886718526482582,-94.78706864856538,1e-05,0.03291227,0.01416577314814605,0.05502406507730484,0.013174429535865784,0.47895236815148523,,
125,5.0,593750,0.63195918,5169,114,0.1,0.004388295126790624,2480,0.89460389316082,-94.78538691202799,1e-05,0.02445372,0.012564308094645522,0.05502808094024658,0.013291824609041214,0.4599226068672059,,
126,5.0,598500,0.62987448,5208,114,0.1,0.004269670224748552,2500,0.8939638137817383,-94.78333623250326,1e-05,0.023460196,0.01492735698208766,0.05502760782837868,0.019432593137025833,0.46404998841281564,,
127,5.0,603250,0.63077626,5247,114,0.1,0.004545251329869239,2520,0.8945673480629921,-94.78294681972928,1e-05,0.017105011,0.008519939436441446,0.05502857267856598,0.055702704936265945,0.43804860014934094,,
128,5.0,608000,0.6331233099999999,5286,115,0.1,0.004331067160334593,2540,0.8944637849926949,-94.78414265314738,1e-05,0.017778555,0.005206450811380938,0.055025648325681686,0.04584932699799538,0.447197905301194,,
129,5.0,612750,0.6344735600000001,5326,115,0.1,0.004301220084986805,2560,0.8955607712268829,-94.78371667861938,1e-05,0.041402094,0.005107298647036869,0.05502961948513985,0.0428251214325428,0.49364582113242556,,
130,5.0,617500,0.63342036,5386,114,0.1,0.004264580122253392,2580,0.8943160697817802,-94.78053404490153,1e-05,0.035520677,0.00334719929397338,0.055030569434165955,-0.0347735732793808,0.38738540667885296,5.0,0.6602063007208168
131,5.0,622250,0.63460269,5424,114,0.1,0.004420362861344108,2600,0.8987391293048859,-94.78047878124096,1e-05,0.02281017,0.009166377300752062,0.055029917508363724,0.02037881314754486,0.3866203597298375,,
