time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/std,eval/mean_ep_length,eval/mean_reward
14,1090,64,70000,5.0,0.6790652899999999,0.1407632989063859,260,-1.424419641494751,0.01871000082464889,-31.10301100730896,0.08859246969223022,1e-06,0.0014027274,0.1,-0.004774646208212374,0.055021632462739944,,
15,1166,64,75000,5.0,0.68302788,0.13941398274153471,280,-1.4874687194824219,0.008310000358615071,-31.10267174720764,0.09822572022676468,1e-06,0.0011889434,0.1,-0.003804425463636445,0.055022820830345154,,
16,1241,64,80000,5.0,0.67826915,0.13216345064342022,300,-1.4237422943115234,0.018850000865058975,-31.102367305755614,0.08365605771541595,1e-06,0.0012882968,0.1,-0.004909486170320578,0.05502326786518097,,
17,1317,64,85000,5.0,0.6724226899999999,0.12658824104815722,320,-1.3814783096313477,0.01814000085229054,-31.101953229904176,0.08740802109241486,1e-06,0.0013082089,0.1,-0.00387518314422028,0.05502494424581528,,
18,1393,64,90000,5.0,0.6830583999999998,0.1227201110124588,340,-1.361790657043457,0.010970000505913048,-31.10149564743042,0.083806611597538,1e-06,0.0012521808,0.1,-0.003530659518901994,0.055025599896907806,,
19,1468,64,95000,5.0,0.6792434900000001,0.12022752765566111,360,-1.3385202884674072,0.0064700003038160505,-31.101380443573,0.07881726324558258,1e-06,0.0010420482,0.1,-0.003333583572863539,0.0550256110727787,,
20,1564,63,100000,5.0,0.6881731499999998,0.11503436572849751,380,-1.2627522945404053,0.016110000688349828,-31.101409463882447,0.08448286354541779,1e-06,0.001341179,0.1,-0.004156973231119175,0.05502548813819885,5.0,0.6915377492359804
21,1640,63,105000,5.0,0.6847014299999999,0.11161411531269551,400,-1.2974944114685059,0.008900000435533002,-31.101206617355345,0.08257153630256653,1e-06,0.0010119064,0.1,-0.0033145764544054578,0.055026713758707047,,
22,1716,64,110000,5.0,0.6816020200000001,0.10666648361831904,420,-1.240163803100586,0.009680000428343192,-31.10106125831604,0.07983088493347168,1e-06,0.001022099,0.1,-0.0038351851838424444,0.05502603203058243,,
23,1792,64,115000,5.0,0.6787556299999999,0.10705145660787821,440,-1.2397866249084473,0.006360000285785645,-31.101063594818115,0.07839508354663849,1e-06,0.0010344984,0.1,-0.0036931606676961605,0.05502687394618988,,
24,1868,64,120000,5.0,0.68144011,0.10105519618839026,460,-1.1394238471984863,0.013070000545121729,-31.10087656021118,0.07513231784105301,1e-06,0.0012547132,0.1,-0.003919401806470546,0.05502695217728615,,
25,1944,64,125000,5.0,0.67524642,0.0988185552880168,480,-1.0905685424804688,0.008820000446867197,-31.100970010757447,0.06576050817966461,1e-06,0.0011365765,0.1,-0.00358026487612229,0.05502638965845108,,
26,2019,64,130000,5.0,0.6899137500000001,0.0961030512675643,500,-1.086942434310913,0.008760000437032432,-31.10101212501526,0.07120653986930847,1e-06,0.001199428,0.1,-0.0039202165559946425,0.055026765912771225,,
27,2096,64,135000,5.0,0.68153466,0.09278289262205362,520,-0.9834694862365723,0.007890000375919044,-31.101002750396727,0.07065758854150772,1e-06,0.0010397434,0.1,-0.003406870319962021,0.05502638965845108,,
28,2172,64,140000,5.0,0.6802428200000001,0.09633556693792343,540,-1.1013398170471191,0.0032500001520384104,-31.100938987731933,0.07232201099395752,1e-06,0.00088493363,0.1,-0.0033468714311402437,0.05502716824412346,,
29,2247,64,145000,5.0,0.6817548300000003,0.08659810148179531,560,-0.8765337467193604,0.010390000549377873,-31.100719299316406,0.06823908537626266,1e-06,0.0012854724,0.1,-0.004143215886295204,0.05502748489379883,,
30,2342,64,150000,5.0,0.6829400700000001,0.08865166507661343,580,-0.9265905618667603,0.01391000062925741,-31.10047448158264,0.06544652581214905,1e-06,0.0013494435,0.1,-0.0042682755107858305,0.0550285205245018,5.0,0.6843425135694409
31,2418,64,155000,5.0,0.68719473,0.08409726012498141,600,-0.8271417617797852,0.003970000186236575,-31.100451097488403,0.06609922647476196,1e-06,0.00093328924,0.1,-0.003091170056457688,0.05502748489379883,,
32,2494,64,160000,5.0,0.6916103800000001,0.08531911198049784,620,-0.8988527059555054,0.011840000533265994,-31.10060646057129,0.07193039357662201,1e-06,0.0011308164,0.1,-0.003652426291631805,0.05502789467573166,,
33,2570,64,165000,5.0,0.6844170799999999,0.07986851666122675,640,-0.7464537620544434,0.008970000406261534,-31.10024676322937,0.06613592803478241,1e-06,0.001146021,0.1,-0.0039268767732117205,0.05502930283546448,,
34,2645,64,170000,5.0,0.6835710500000002,0.0783339923620224,660,-0.7504558563232422,0.008910000481409951,-31.100001440048217,0.0652381032705307,1e-06,0.0012464123,0.1,-0.0037548868576149984,0.05502903088927269,,
35,2719,64,175000,5.0,0.6841766499999999,0.07382625428959727,680,-0.6381329298019409,0.012900000613881276,-31.100020694732667,0.06271500140428543,1e-06,0.0011362636,0.1,-0.0038540659864081494,0.055029336363077164,,
36,2794,64,180000,5.0,0.68744923,0.07347758149728179,700,-0.634368896484375,0.008780000425176696,-31.099811725616455,0.0622708685696125,1e-06,0.0010507818,0.1,-0.003766529282037103,0.055030159652233124,,
37,2869,64,185000,5.0,0.68376787,0.0724648629128933,720,-0.5971680879592896,0.01395000061369501,-31.09953886985779,0.05755666270852089,1e-06,0.0013298098,0.1,-0.0038073805862558173,0.05503064766526222,,
38,2943,64,190000,5.0,0.68773917,0.07183134444057941,740,-0.6063588857650757,0.01074000051477924,-31.09950945854187,0.060050513595342636,1e-06,0.0011482546,0.1,-0.004054101286397609,0.05503031238913536,,
39,3018,64,195000,5.0,0.6844644599999999,0.07060841090977192,760,-0.5907232761383057,0.006530000334605574,-31.09973278045654,0.056114569306373596,1e-06,0.0011425912,0.1,-0.003852021694214729,0.05502949655056,,
40,3111,64,200000,5.0,0.6816542699999999,0.06803946049883962,780,-0.5208356380462646,0.018410000735893845,-31.099791221618652,0.06306740641593933,1e-06,0.001314831,0.1,-0.0040399902057108375,0.05503014102578163,5.0,0.6761726773250245
41,3186,64,205000,5.0,0.6892408400000001,0.06467240741476417,800,-0.4602518081665039,0.011750000549945981,-31.099715566635133,0.055515971034765244,1e-06,0.0012783164,0.1,-0.004110225906420747,0.055029790848493576,,
42,3261,64,210000,5.0,0.6908821700000002,0.06390644572675228,820,-0.43487584590911865,0.009920000487472862,-31.099677209854125,0.05569783225655556,1e-06,0.0011234687,0.1,-0.0033495222692832625,0.05503037944436073,,
43,3335,64,215000,5.0,0.6921549200000001,0.0629645275324583,840,-0.4024021625518799,0.014420000592945143,-31.09942852973938,0.05251055210828781,1e-06,0.0012854167,0.1,-0.004137416410548234,0.05503109097480774,,
44,3410,64,220000,5.0,0.6824450700000001,0.06084432253614068,860,-0.3614802360534668,0.01344000056036748,-31.09933114051819,0.052707165479660034,1e-06,0.0012814174,0.1,-0.003953590162348657,0.055030856281518936,,
45,3484,64,225000,5.0,0.68040811,0.062036483343690635,880,-0.4053729772567749,0.009360000449232757,-31.09926697731018,0.05515154078602791,1e-06,0.0012355028,0.1,-0.004026813231636695,0.055031441152095795,,
46,3558,64,230000,5.0,0.6841833999999999,0.05951768254861236,900,-0.34460198879241943,0.012630000634817406,-31.099021978378296,0.05901559814810753,1e-06,0.0011215158,0.1,-0.0037715343264763403,0.055032167583703995,,
47,3630,64,235000,5.0,0.68071724,0.05919255863875151,920,-0.3315703868865967,0.004700000208104029,-31.098909273147584,0.05711110681295395,1e-06,0.00084010576,0.1,-0.0029336299890399477,0.055031999945640564,,
48,3703,64,240000,5.0,0.6926640499999999,0.05422430260106921,940,-0.22930610179901123,0.010670000452082605,-31.098920230865478,0.053726885467767715,1e-06,0.0010321068,0.1,-0.0036219989514280158,0.055032145231962204,,
49,3776,64,245000,5.0,0.6863653300000001,0.053644727375358345,960,-0.20734667778015137,0.020530000816797837,-31.098874950408934,0.046991974115371704,1e-06,0.0014811471,0.1,-0.0048684940660227395,0.055032242089509964,,
50,3869,64,250000,5.0,0.6857252799999999,0.053556481450796126,980,-0.21335017681121826,0.0057700002542696895,-31.09899408340454,0.05128378048539162,1e-06,0.000976181,0.1,-0.0033531410669914406,0.05503145232796669,5.0,0.6816282935315623
51,3942,64,255000,5.0,0.68963526,0.0518436523899436,1000,-0.17942607402801514,0.01411000062013045,-31.099096174240113,0.046720877289772034,1e-06,0.0013778277,0.1,-0.004038544536664741,0.05503179505467415,,
52,4015,64,260000,5.0,0.6864,0.05123174225911498,1020,-0.15478718280792236,0.011480000520823524,-31.09902216911316,0.04636594280600548,1e-06,0.0010692115,0.1,-0.0041811730066863536,0.055031731724739075,,
53,4088,64,265000,5.0,0.6862587699999999,0.050159665383398534,1040,-0.13600826263427734,0.012520000584190711,-31.099287118911743,0.042854033410549164,1e-06,0.0014348439,0.1,-0.004196391110391024,0.05503034219145775,,
54,4161,64,270000,5.0,0.6827426099999999,0.047930322848260404,1060,-0.08287656307220459,0.006720000302884728,-31.099483642578125,0.044360626488924026,1e-06,0.00095779623,0.1,-0.003437169870335204,0.05503091588616371,,
55,4234,64,275000,5.0,0.6848325599999998,0.04689853163436055,1080,-0.06896090507507324,0.014150000674417242,-31.099358654022218,0.04578737914562225,1e-06,0.0014056695,0.1,-0.004017997931883324,0.055030856281518936,,
56,4307,64,280000,5.0,0.68192842,0.048105105869472024,1100,-0.09046447277069092,0.009770000440767035,-31.099500675201416,0.047020263969898224,1e-06,0.0012918487,0.1,-0.0034791575725723867,0.05503024533390999,,
57,4380,65,285000,5.0,0.68813122,0.044980757702142,1120,-0.02511310577392578,0.016940000720787794,-31.09965539932251,0.04166056960821152,1e-06,0.0013675469,0.1,-0.004338968014202931,0.05502999946475029,,
58,4453,65,290000,5.0,0.68352291,0.04412802159786224,1140,0.008028805255889893,0.01971000081161037,-31.09961488723755,0.04715263471007347,1e-06,0.0016110247,0.1,-0.004790920443658506,0.05503055080771446,,
59,4526,65,295000,5.0,0.6914930899999999,0.04455216767266393,1160,-0.012456536293029785,0.018680000780150294,-31.09961866378784,0.04518342763185501,1e-06,0.0014215141,0.1,-0.00428980645415109,0.05502984672784805,,
60,4618,64,300000,5.0,0.69064659,0.0427398774959147,1180,0.03664445877075195,0.006530000308994204,-31.10002604484558,0.043006569147109985,1e-06,0.0010469334,0.1,-0.0035920885255419322,0.05502839386463165,5.0,0.6792440643077429
61,4691,65,305000,5.0,0.6883319900000001,0.041479633916169406,1200,0.062056005001068115,0.0030200001271441577,-31.10014636039734,0.04426991939544678,1e-06,0.0008410802,0.1,-0.0030708280179220183,0.05502936989068985,,
62,4764,65,310000,5.0,0.68056711,0.040266571883112195,1220,0.08459097146987915,0.014150000598747284,-31.099841775894166,0.03825054317712784,1e-06,0.0014984487,0.1,-0.0041987991461786825,0.05502987653017044,,
63,4837,65,315000,5.0,0.6858943600000003,0.038459655418992045,1240,0.12610065937042236,0.005220000251429155,-31.099920892715453,0.0444183275103569,1e-06,0.0009912245,0.1,-0.0034069232286633253,0.05502890422940254,,
64,4910,65,320000,5.0,0.6871936200000001,0.03931165661662817,1260,0.1101311445236206,0.01640000075567514,-31.099951400756837,0.04115233197808266,1e-06,0.0014050496,0.1,-0.00424283879571636,0.05502989888191223,,
65,4983,65,325000,5.0,0.6895098500000002,0.03786082684993744,1280,0.14152806997299194,0.007520000308286399,-31.099470653533935,0.04612218588590622,1e-06,0.0010107717,0.1,-0.003547938760059024,0.055031344294548035,,
66,5056,65,330000,5.0,0.6845471300000001,0.03742050128057599,1300,0.15467244386672974,0.010570000557927416,-31.09907444000244,0.043617330491542816,1e-06,0.0010229412,0.1,-0.003937974671569473,0.0550319142639637,,
67,5130,65,335000,5.0,0.68354425,0.037980322670191524,1320,0.14263027906417847,0.0147200006688945,-31.098873023986815,0.044505298137664795,1e-06,0.001355665,0.1,-0.0044164747424796326,0.05503251403570175,,
68,5203,65,340000,5.0,0.6851527499999999,0.034917953889817,1340,0.20689153671264648,0.015700000722426923,-31.098805198669435,0.03637336567044258,1e-06,0.0013887191,0.1,-0.00411703633651709,0.055032163858413696,,
69,5277,65,345000,5.0,0.6918813499999998,0.036177144395187495,1360,0.1838068962097168,0.01142000061343424,-31.098791913986204,0.03912854194641113,1e-06,0.0011183193,0.1,-0.004196326536550749,0.05503269284963608,,
70,5369,65,350000,5.0,0.69320479,0.03525846967473626,1380,0.20746123790740967,0.012600000646198168,-31.098852815628053,0.044378526508808136,1e-06,0.0013410279,0.1,-0.004077271623200627,0.055031776428222656,5.0,0.6919015979656918
71,5442,65,355000,5.0,0.6851037600000002,0.035675665587186815,1400,0.18853908777236938,0.01803000071668066,-31.09928297996521,0.04307752475142479,1e-06,0.0014692949,0.1,-0.004599776636370354,0.05503039062023163,,
72,5515,65,360000,5.0,0.69072457,0.03224727346561849,1420,0.2765302062034607,0.0121100005984772,-31.09962614059448,0.040292974561452866,1e-06,0.0011524515,0.1,-0.004014104076825431,0.05503007024526596,,
73,5587,65,365000,5.0,0.68840411,0.03324409058317542,1440,0.24702614545822144,0.02028000091901049,-31.099691343307494,0.03927382826805115,1e-06,0.0016159633,0.1,-0.00453892025539119,0.05503007024526596,,
74,5660,65,370000,5.0,0.6888477100000001,0.0317520219553262,1460,0.2813326120376587,0.010060000439407303,-31.099726581573485,0.03661041706800461,1e-06,0.001087276,0.1,-0.0038123581457273482,0.055029790848493576,,
75,5733,65,375000,5.0,0.6915370200000001,0.03158433187752962,1480,0.2818284034729004,0.016530000735074282,-31.099938259124755,0.0380236878991127,1e-06,0.0013089644,0.1,-0.003843795307568314,0.05502897500991821,,
76,5806,65,380000,5.0,0.6922621800000002,0.031069530472159386,1500,0.29925161600112915,0.015280000638449564,-31.100124797821046,0.03565919026732445,1e-06,0.0013739412,0.1,-0.0037943667952555237,0.05502886697649956,,
77,5880,65,385000,5.0,0.6924535799999998,0.03054976066574454,1520,0.31292086839675903,0.01548000068636611,-31.100090713500975,0.039133038371801376,1e-06,0.001418901,0.1,-0.004523408548986935,0.05502917245030403,,
78,5953,65,390000,5.0,0.6865036900000001,0.030996888242661953,1540,0.30383002758026123,0.019030000772327183,-31.099959526062012,0.036520034074783325,1e-06,0.0014317277,0.1,-0.004456156373438538,0.05502958223223686,,
79,6026,65,395000,5.0,0.69124291,0.02984393307939172,1560,0.3222871422767639,0.013300000653835013,-31.099708595275878,0.03566816449165344,1e-06,0.0012249871,0.1,-0.003907657475736927,0.05503042787313461,,
80,6118,65,400000,5.0,0.6925819299999999,0.02853742437437177,1580,0.35412299633026123,0.009810000498546287,-31.099390592575073,0.03923586755990982,1e-06,0.0012275341,0.1,-0.0037874049069248628,0.05503128468990326,5.0,0.6796779429079456
81,6191,65,405000,5.0,0.6875619099999999,0.029128624415025114,1600,0.347805380821228,0.01045000048703514,-31.09925241470337,0.039352063089609146,1e-06,0.00134395,0.1,-0.0037826397874022354,0.05503105744719505,,
82,6264,65,410000,5.0,0.6921482999999999,0.028246037662029266,1620,0.3641583323478699,0.01604000064311549,-31.099060754776,0.03566371649503708,1e-06,0.001566337,0.1,-0.004219811718618587,0.0550324022769928,,
83,6338,65,415000,5.0,0.6888432800000001,0.028656919244676827,1640,0.3563135862350464,0.021020000856369733,-31.098607854843138,0.03706684336066246,1e-06,0.001389386,0.1,-0.004314740809763569,0.05503330007195473,,
84,6411,65,420000,5.0,0.68691106,0.02824562625028193,1660,0.3641255497932434,0.014320000547450036,-31.098507432937623,0.03925793990492821,1e-06,0.0013266843,0.1,-0.0037636783572192554,0.05503293499350548,,
85,6484,65,425000,5.0,0.6883608699999998,0.027075043153017758,1680,0.3932751417160034,0.0067000003205612306,-31.098728437423706,0.03618619218468666,1e-06,0.0011458857,0.1,-0.003582480894055111,0.055032167583703995,,
86,6558,65,430000,5.0,0.6950719200000001,0.026195542551577092,1700,0.4086441993713379,0.013300000553717837,-31.098869771957396,0.03491688147187233,1e-06,0.0012747172,0.1,-0.004123643758080142,0.05503230541944504,,
87,6631,65,435000,5.0,0.6893330799999998,0.025720621459186077,1720,0.42338311672210693,0.02635000112000853,-31.098730964660646,0.03563973307609558,1e-06,0.001686763,0.1,-0.004625831145524745,0.055032890290021896,,
88,6705,65,440000,5.0,0.6918783800000001,0.025749766854569315,1740,0.42227691411972046,0.021440000917064026,-31.098774404525756,0.036674145609140396,1e-06,0.0014387027,0.1,-0.004379808559458933,0.055031850934028625,,
89,6778,65,445000,5.0,0.6902550099999999,0.026021393267437815,1760,0.41774982213974,0.015000000623986124,-31.09909728050232,0.038195252418518066,1e-06,0.001469473,0.1,-0.004535962821337236,0.055031392723321915,,
90,6870,65,450000,5.0,0.6963821,0.02483784089796245,1780,0.441389799118042,0.020910000852309166,-31.099115514755248,0.03792179375886917,1e-06,0.0014738508,0.1,-0.004093885288202373,0.055031754076480865,5.0,0.691531910978879
91,6943,65,455000,5.0,0.69840643,0.02453426571562886,1800,0.4530216455459595,0.010250000465894117,-31.0990278339386,0.036280930042266846,1e-06,0.0011509913,0.1,-0.003278139546440091,0.05503178387880325,,
92,7017,65,460000,5.0,0.69359419,0.023864069376140832,1820,0.46643000841140747,0.017350000735605137,-31.09906593322754,0.03506750613451004,1e-06,0.001333449,0.1,-0.003966729813624826,0.05503147840499878,,
93,7090,65,465000,5.0,0.6948111999999999,0.024485874120146037,1840,0.4512712359428406,0.016100000730948524,-31.098944120407104,0.03377890586853027,1e-06,0.0013880146,0.1,-0.004316269063451585,0.05503258854150772,,
94,7162,65,470000,5.0,0.69329192,0.023898066421970725,1860,0.4660604000091553,0.018440000818809494,-31.098500785827635,0.034790512174367905,1e-06,0.0014082311,0.1,-0.0040855888693780784,0.055033743381500244,,
95,7236,65,475000,5.0,0.6960451999999999,0.023239978682249786,1880,0.48348039388656616,0.00745000033872202,-31.098272161483763,0.035351965576410294,1e-06,0.0011090453,0.1,-0.0034565504372174784,0.05503372848033905,,
96,7310,65,480000,5.0,0.69386201,0.022898184470832347,1900,0.49045252799987793,0.015010000672191381,-31.098360261917115,0.03657656908035278,1e-06,0.0014279851,0.1,-0.0042365204221567684,0.05503334850072861,,
97,7384,65,485000,5.0,0.6934272400000002,0.022849417440593243,1920,0.48974841833114624,0.01633000066387467,-31.098581781387328,0.0401332713663578,1e-06,0.0013627239,0.1,-0.004387033966792622,0.055032502859830856,,
98,7457,65,490000,5.0,0.6930446199999999,0.02340854157693684,1940,0.4789772629737854,0.013550000626128166,-31.098925704956056,0.03515631705522537,1e-06,0.0014773383,0.1,-0.004349111795520112,0.055031582713127136,,
99,7529,65,495000,5.0,0.6971551300000001,0.022355654668062927,1960,0.4994313716888428,0.025500001091277227,-31.09901672363281,0.036786921322345734,1e-06,0.0016641407,0.1,-0.004465454247572431,0.05503213033080101,,
100,7622,65,500000,5.0,0.6943908000000001,0.02159953698515892,1980,0.5178551077842712,0.011630000541917979,-31.099060316085815,0.03533441945910454,1e-06,0.0013546506,0.1,-0.0037965623355474955,0.0550311878323555,5.0,0.6949520864716685
101,7696,65,505000,5.0,0.69612998,0.021441537542268633,2000,0.525462806224823,0.016150000693742186,-31.099334449768065,0.037043314427137375,1e-06,0.0014924873,0.1,-0.003566604464400225,0.05503077805042267,,
102,7769,65,510000,5.0,0.69891146,0.020989974346011877,2020,0.5346778929233551,0.0210200008074753,-31.09953311920166,0.035860639065504074,1e-06,0.001371604,0.1,-0.0042140375406948035,0.05503011494874954,,
103,7841,65,515000,5.0,0.69504158,0.020960662793368102,2040,0.5336841344833374,0.020340000817086548,-31.099556941986084,0.035968877375125885,1e-06,0.0015038613,0.1,-0.004002768719796639,0.05503077805042267,,
104,7915,65,520000,5.0,0.6941727300000001,0.020347956139594316,2060,0.5497506260871887,0.01642000074731186,-31.09935387611389,0.036306820809841156,1e-06,0.0012422691,0.1,-0.004039299433103683,0.05503110587596893,,
105,7988,65,525000,5.0,0.6979693,0.019908287981525063,2080,0.5580549538135529,0.01007000045850873,-31.099353075027466,0.032100170850753784,1e-06,0.0011468255,0.1,-0.003716933141152019,0.0550306998193264,,
106,8061,65,530000,5.0,0.69279537,0.019498851587995886,2100,0.5692522525787354,0.02416000098455697,-31.099389820098878,0.03282693773508072,1e-06,0.0015112873,0.1,-0.004453860461368075,0.05503106117248535,,
107,8134,65,535000,5.0,0.6976484500000001,0.019545071511529385,2120,0.5661593675613403,0.01492000066442415,-31.09941159248352,0.03182628005743027,1e-06,0.001354204,0.1,-0.004029214665843916,0.05503043159842491,,
108,8208,65,540000,5.0,0.6965382000000001,0.01992453352548182,2140,0.5592896044254303,0.012060000565834344,-31.099673652648924,0.035503923892974854,1e-06,0.0011897581,0.1,-0.0038287894459742944,0.055029768496751785,,
109,8281,65,545000,5.0,0.69929188,0.019979732744395733,2160,0.5597350895404816,0.008580000407528132,-31.0997141456604,0.03125794231891632,1e-06,0.0011238933,0.1,-0.0032547143646559553,0.055030256509780884,,
110,8374,65,550000,5.0,0.7017353000000002,0.019401790965348484,2180,0.5696004629135132,0.017490000703837723,-31.09939736366272,0.030738767236471176,1e-06,0.0013832784,0.1,-0.0037987448112548703,0.05503135919570923,5.0,0.7041264582216916
111,8447,65,555000,5.0,0.69992092,0.01916068198159337,2200,0.577627032995224,0.020800000873859973,-31.09922785758972,0.03285527974367142,1e-06,0.0015217596,0.1,-0.004415738420555009,0.055031079798936844,,
112,8521,65,560000,5.0,0.69948569,0.018466397058218717,2220,0.5931265950202942,0.01596000071731396,-31.099254331588746,0.03149295970797539,1e-06,0.0011839512,0.1,-0.004524820214768735,0.05503132939338684,,
113,8594,65,565000,5.0,0.7008954600000001,0.01855562615208328,2240,0.5916993916034698,0.013490000675665215,-31.098826236724854,0.033943139016628265,1e-06,0.0013994435,0.1,-0.0035420541790011128,0.05503344535827637,,
114,8667,65,570000,5.0,0.7011068899999998,0.01894965723156929,2260,0.5842086970806122,0.013510000582318753,-31.098565797805787,0.036055538803339005,1e-06,0.0013976858,0.1,-0.0038221908360433466,0.05503241717815399,,
115,8741,65,575000,5.0,0.69758546,0.018179504447616637,2280,0.6009667813777924,0.018460000741761178,-31.098812217712403,0.02952376939356327,1e-06,0.0014389893,0.1,-0.004186284315384104,0.055032264441251755,,
116,8814,65,580000,5.0,0.7003194300000003,0.017646735007874666,2300,0.6118554472923279,0.01879000073065981,-31.098823556900026,0.033651627600193024,1e-06,0.0016092714,0.1,-0.0041595564350155635,0.05503241717815399,,
117,8887,65,585000,5.0,0.69912246,0.017885669590905307,2320,0.6075288653373718,0.022530000867554918,-31.098632011413574,0.028219083324074745,1e-06,0.0016994484,0.1,-0.004611011954352557,0.05503331124782562,,
118,8960,65,590000,5.0,0.6943422499999999,0.01675368263851851,2340,0.6333352029323578,0.028110001189634203,-31.098531274795533,0.034217119216918945,1e-06,0.0017979691,0.1,-0.004712736417430658,0.05503273755311966,,
119,9033,65,595000,5.0,0.6948066700000001,0.016817518211901188,2360,0.6304611563682556,0.018800000831251964,-31.098754692077637,0.029149342328310013,1e-06,0.0014903909,0.1,-0.004411022182298918,0.05503228306770325,,
120,9126,65,600000,5.0,0.70035455,0.017688781144097446,2380,0.6130538284778595,0.012680000605760142,-31.09913330078125,0.03291918337345123,1e-06,0.0012512553,0.1,-0.0034962960976379163,0.055030688643455505,5.0,0.7068019995556578
121,9199,65,605000,5.0,0.6945846000000002,0.016381328050047158,2400,0.6426187455654144,0.035840001525357365,-31.09944456100464,0.03041859157383442,1e-06,0.0017083168,0.1,-0.0051473114884078445,0.05503091588616371,,
122,9270,65,610000,5.0,0.7030429100000001,0.017128193047828973,2420,0.6245636641979218,0.018330000778660177,-31.099586448669434,0.03000415861606598,1e-06,0.0014600164,0.1,-0.004205479888133423,0.055029626935720444,,
123,9342,65,615000,5.0,0.6983228899999999,0.016552376924082637,2440,0.6384975016117096,0.021250000848667697,-31.09968587875366,0.03256990760564804,1e-06,0.001567889,0.1,-0.004233492221499606,0.05503062531352043,,
124,9414,65,620000,5.0,0.7060364299999999,0.016431201482191682,2460,0.64280104637146,0.018640000791056082,-31.099471340179445,0.03309928625822067,1e-06,0.0016412782,0.1,-0.004270366285237224,0.055030595511198044,,
125,9485,65,625000,5.0,0.70207017,0.015892152735032142,2480,0.6553396582603455,0.01807000074535608,-31.099557037353517,0.030528530478477478,1e-06,0.0014535068,0.1,-0.004442602675132359,0.055030129849910736,,
126,9557,65,630000,5.0,0.70247858,0.01602399756666273,2500,0.6495881378650665,0.020290000789100305,-31.099775552749634,0.030469903722405434,1e-06,0.0015185903,0.1,-0.004023715367305503,0.05502954125404358,,
127,9628,65,635000,5.0,0.69996389,0.015763380713760853,2520,0.65955850481987,0.013260000640293583,-31.099881200790406,0.031229883432388306,1e-06,0.0013447223,0.1,-0.004229045187055002,0.05502954497933388,,
