time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/std,eval/mean_ep_length,eval/mean_reward
237,17711,66,1185000,5.0,0.7814669,0.00569103624438867,4720,0.8993217349052429,0.05537000237149187,-31.138851041793824,0.02290789969265461,1e-06,0.0017837976,0.1,-0.0050270703800681105,0.05492758750915527,,
238,17783,66,1190000,5.0,0.78166293,0.0053647293429821725,4740,0.9050263613462448,0.03531000134651549,-31.139292573928834,0.028599200770258904,1e-06,0.0015214354,0.1,-0.0037571982254203506,0.05492514744400978,,
239,17854,66,1195000,5.0,0.7790361,0.005329773386474699,4760,0.9061097130179405,0.050050001956988124,-31.14006890296936,0.026121295988559723,1e-06,0.0017786229,0.1,-0.004571607140023102,0.054923783987760544,,
240,17947,66,1200000,5.0,0.7830440200000001,0.005317812433931976,4780,0.9066314697265625,0.05066000215825625,-31.14057981491089,0.02633618749678135,1e-06,0.0018343233,0.1,-0.0045080433105234175,0.054922446608543396,5.0,0.8093268510419416
241,18018,66,1205000,5.0,0.78722254,0.005056484153028578,4800,0.9116119667887688,0.04316000180551782,-31.14118152618408,0.03222835063934326,1e-06,0.001420848,0.1,-0.004043600389188881,0.05492055043578148,,
242,18090,66,1210000,5.0,0.7848293600000001,0.005305048848967999,4820,0.9069195538759232,0.04682000201544725,-31.141597700119018,0.027813883498311043,1e-06,0.0016824151,0.1,-0.004150568895315009,0.05492037907242775,,
243,18161,66,1215000,5.0,0.78825937,0.005387050209101289,4840,0.9056981652975082,0.045030001745326446,-31.141863765716554,0.027638470754027367,1e-06,0.0015576644,0.1,-0.003905638120438155,0.05491901561617851,,
244,18233,66,1220000,5.0,0.78432592,0.005100328845437616,4860,0.9110629335045815,0.04983000223874114,-31.14238063812256,0.028809111565351486,1e-06,0.0019343246,0.1,-0.004377494589509006,0.054917722940444946,,
245,18304,66,1225000,5.0,0.78678345,0.005081924814730882,4880,0.9114479944109917,0.0632600028172601,-31.142791118621826,0.025060832500457764,1e-06,0.0017427912,0.1,-0.005042479016938284,0.054916881024837494,,
246,18376,66,1230000,5.0,0.7884990599999999,0.004967243000864982,4900,0.9135800451040268,0.03548000133014284,-31.14301802635193,0.028599731624126434,1e-06,0.0016481485,0.1,-0.0035677271081166317,0.05491653084754944,,
247,18447,66,1235000,5.0,0.78841873,0.004999262690544129,4920,0.9132093489170074,0.03771000150125474,-31.143342704772948,0.0318724550306797,1e-06,0.001544716,0.1,-0.0037810568145645895,0.05491521954536438,,
248,18519,66,1240000,5.0,0.7918495100000001,0.005004131922032684,4940,0.9131572395563126,0.0426300018792972,-31.143764333724974,0.023051798343658447,1e-06,0.001737416,0.1,-0.0041505682826472245,0.05491430684924126,,
249,18591,66,1245000,5.0,0.7883612199999999,0.00532321484060958,4960,0.9080852642655373,0.03935000163270161,-31.14411883354187,0.02655778080224991,1e-06,0.0014651465,0.1,-0.0037530490556941486,0.054913442581892014,,
250,18682,66,1250000,5.0,0.7857852399999998,0.005079243078362197,4980,0.9118156731128693,0.042170001834165305,-31.14495746612549,0.029443832114338875,1e-06,0.0016467418,0.1,-0.003913947230064814,0.05490972846746445,5.0,0.8131912684934115
251,18754,66,1255000,5.0,0.79030805,0.0049814148689620195,5000,0.9141778200864792,0.053630002409918234,-31.14595522880554,0.028250114992260933,1e-06,0.0017711251,0.1,-0.004549395607895903,0.05490848049521446,,
252,18825,66,1260000,5.0,0.7927219999999998,0.005039475613739341,5020,0.9132005497813225,0.05287000212236308,-31.14676591873169,0.024149959906935692,1e-06,0.0017826217,0.1,-0.004702982701668965,0.054905228316783905,,
253,18897,66,1265000,5.0,0.79370288,0.004870102012064308,5040,0.9165479764342308,0.056990002570673826,-31.147660484313963,0.022038938477635384,1e-06,0.0019125041,0.1,-0.004481025675239359,0.05490405485033989,,
254,18969,66,1270000,5.0,0.7922404200000002,0.0049915798753499985,5060,0.9141991958022118,0.05739000268746167,-31.148037843704223,0.028073083609342575,1e-06,0.0017633687,0.1,-0.004829874190788175,0.054903168231248856,,
255,19041,66,1275000,5.0,0.7948302599999999,0.005040774464141577,5080,0.913330540060997,0.07093000330030919,-31.148398084640505,0.0300812479108572,1e-06,0.0020275465,0.1,-0.005734906223001665,0.054902173578739166,,
256,19113,66,1280000,5.0,0.79316867,0.004896960412152112,5100,0.9161987975239754,0.050420002145692706,-31.14885527610779,0.02836225926876068,1e-06,0.0017972563,0.1,-0.004521513529910255,0.054900795221328735,,
257,19185,66,1285000,5.0,0.7919994,0.00495567983482033,5120,0.9149564802646637,0.03439000137615949,-31.149448442459107,0.030189387500286102,1e-06,0.0015365274,0.1,-0.0032489431421681347,0.05489904806017876,,
258,19256,66,1290000,5.0,0.7947028199999998,0.004541731714271009,5140,0.9224758744239807,0.04072000170592219,-31.150028648376466,0.026818493381142616,1e-06,0.0015448775,0.1,-0.003710113353320485,0.05489775165915489,,
259,19328,66,1295000,5.0,0.7944945900000002,0.004804519540630281,5160,0.918038547039032,0.042600001773098486,-31.150526790618898,0.028341643512248993,1e-06,0.0016248241,0.1,-0.004016424563271173,0.054896458983421326,,
260,19421,66,1300000,5.0,0.79180396,0.004812496843514964,5180,0.9179694205522537,0.04475000177975744,-31.151295557022095,0.028316477313637733,1e-06,0.0016784086,0.1,-0.003962646892050685,0.05489363148808479,5.0,0.8216949004101536
261,19493,66,1305000,5.0,0.7917943700000001,0.004626799795078114,5200,0.9211841523647308,0.06855000304989517,-31.152160329818727,0.03045271709561348,1e-06,0.002096267,0.1,-0.005340659876239595,0.05489208549261093,,
262,19565,66,1310000,5.0,0.79713026,0.00489492452936247,5220,0.9164950996637344,0.036980001477058974,-31.152429990768432,0.028517235070466995,1e-06,0.001507397,0.1,-0.0037497316244446744,0.0548921562731266,,
263,19637,66,1315000,5.0,0.7971141500000001,0.004669604562222957,5240,0.9207135662436485,0.06007000270532444,-31.15257875442505,0.026535650715231895,1e-06,0.002072637,0.1,-0.005244503774782423,0.05489123985171318,,
264,19709,66,1320000,5.0,0.80342996,0.004920870994683355,5260,0.9163818284869194,0.052280002381885425,-31.152700119018554,0.026804566383361816,1e-06,0.0018684006,0.1,-0.004224940209930868,0.054891668260097504,,
265,19781,66,1325000,5.0,0.79800736,0.004430787891615182,5280,0.9248687699437141,0.041200001769466324,-31.1526842880249,0.025950660929083824,1e-06,0.0014960179,0.1,-0.003411712520004908,0.05489117279648781,,
266,19853,66,1330000,5.0,0.7980818199999998,0.004687223964137957,5300,0.9205779284238815,0.036810001330450176,-31.15302812576294,0.027100199833512306,1e-06,0.0015322221,0.1,-0.0037602097140444113,0.05488989129662514,,
267,19925,66,1335000,5.0,0.79938004,0.004585155450040474,5320,0.9224710687994957,0.0368100014119409,-31.153652725219725,0.026267053559422493,1e-06,0.0014702012,0.1,-0.0034097878402736814,0.054887931793928146,,
268,19997,67,1340000,5.0,0.7964223999999999,0.004710973133333027,5340,0.9202099815011024,0.06624000308918766,-31.154403581619263,0.023616058751940727,1e-06,0.0020317591,0.1,-0.005392140712166187,0.05488608777523041,,
269,20068,67,1345000,5.0,0.8012133299999998,0.004436242799274623,5360,0.9249820485711098,0.04490000192192383,-31.155287885665892,0.02871646173298359,1e-06,0.001571595,0.1,-0.003931367828790382,0.05488324165344238,,
270,20160,66,1350000,5.0,0.8019069699999999,0.00463348273653537,5380,0.9217098206281662,0.03651000131736509,-31.156120271682738,0.028327425941824913,1e-06,0.0014765387,0.1,-0.0033342554732239725,0.05488177761435509,5.0,0.8231089527945181
271,20231,66,1355000,5.0,0.80072269,0.004531319264788181,5400,0.9236252456903458,0.03723000129568391,-31.156600551605223,0.029094994068145752,1e-06,0.0014294594,0.1,-0.0034545814452722114,0.054880671203136444,,
272,20303,66,1360000,5.0,0.8038086499999999,0.004513046081410721,5420,0.924128033220768,0.0409100016427692,-31.157027311325074,0.026003096252679825,1e-06,0.0016263779,0.1,-0.003809230938906705,0.05487947165966034,,
273,20375,66,1365000,5.0,0.8003570399999999,0.004314968038816005,5440,0.9275442287325859,0.041740001651924104,-31.157528676986693,0.028870899230241776,1e-06,0.0016951228,0.1,-0.0034314312824405492,0.054878123104572296,,
274,20447,67,1370000,5.0,0.8032536099999997,0.0044792469230014835,5460,0.9245582818984985,0.04685000212979503,-31.15811782836914,0.02787061035633087,1e-06,0.0021459814,0.1,-0.0036364050465965024,0.05487639084458351,,
275,20519,67,1375000,5.0,0.8040837500000001,0.004569524651160463,5480,0.9234033226966858,0.03724000149290077,-31.15872799873352,0.027553627267479897,1e-06,0.0016806644,0.1,-0.003848199701375279,0.054874978959560394,,
276,20591,67,1380000,5.0,0.80530263,0.004601590655511245,5500,0.9228307753801346,0.03797000125981867,-31.159193525314333,0.02850569784641266,1e-06,0.0014706684,0.1,-0.0036571612423411714,0.05487394332885742,,
277,20664,67,1385000,5.0,0.80560023,0.00443705210229382,5520,0.9257745817303658,0.05541000250726938,-31.159642086029052,0.027380775660276413,1e-06,0.0017663521,0.1,-0.004210490480136402,0.05487260967493057,,
278,20736,67,1390000,5.0,0.8043819399999999,0.004364657328696921,5540,0.9271410033106804,0.04235000162036158,-31.160191802978517,0.027621226385235786,1e-06,0.0016043624,0.1,-0.004136439240561209,0.054871026426553726,,
279,20809,67,1395000,5.0,0.80216414,0.004220187354367227,5560,0.9297309964895248,0.04574000169290229,-31.160889787673952,0.030100850388407707,1e-06,0.0017951651,0.1,-0.003513008739651705,0.05486900731921196,,
280,20901,66,1400000,5.0,0.80729316,0.004301806627772749,5580,0.9280729591846466,0.044900001793866974,-31.161301879882814,0.030253715813159943,1e-06,0.00159789,0.1,-0.0037204273020448307,0.054868970066308975,5.0,0.8290760609628153
281,20973,66,1405000,5.0,0.80405916,0.004444524033460766,5600,0.9258145466446877,0.04375000157742761,-31.161345453262328,0.02439633384346962,1e-06,0.0014335299,0.1,-0.0037753404660098933,0.05486868694424629,,
282,21046,66,1410000,5.0,0.80758601,0.004322763135423884,5620,0.9280744567513466,0.038350001466460525,-31.161597452163697,0.027726083993911743,1e-06,0.0014057613,0.1,-0.0037009749076321796,0.05486761033535004,,
283,21118,67,1415000,5.0,0.80945296,0.004129864233545959,5640,0.931318074464798,0.045380001763114707,-31.162017736434937,0.027590028941631317,1e-06,0.0018056335,0.1,-0.00399902569399778,0.054866526275873184,,
284,21190,67,1420000,5.0,0.8072357,0.004187773826997727,5660,0.9304717257618904,0.03751000153599307,-31.162446718215943,0.0305015929043293,1e-06,0.0015478604,0.1,-0.0033349409093829862,0.054865382611751556,,
285,21262,67,1425000,5.0,0.8077784600000001,0.004185393599327653,5680,0.9305542334914207,0.041150001814821736,-31.162885475158692,0.028936192393302917,1e-06,0.0016578278,0.1,-0.0039357667332796,0.05486423894762993,,
286,21334,67,1430000,5.0,0.8073206999999999,0.003999186652945355,5700,0.9338878616690636,0.03619000136852264,-31.163084821701048,0.02876148372888565,1e-06,0.0015683372,0.1,-0.003597946944589494,0.05486438423395157,,
287,21407,67,1435000,5.0,0.8120794200000002,0.004143845806829631,5720,0.931422583758831,0.04848000194411725,-31.16352457046509,0.029036441817879677,1e-06,0.0015940785,0.1,-0.003998096383064476,0.05486169829964638,,
288,21479,67,1440000,5.0,0.8066760000000001,0.004156582886353135,5740,0.9317450597882271,0.04306000169948675,-31.164282741546632,0.02808014675974846,1e-06,0.0016458927,0.1,-0.003824233496360638,0.0548606738448143,,
289,21551,67,1445000,5.0,0.8092232799999999,0.004324848541291431,5760,0.9283698499202728,0.04678000180749223,-31.164677610397337,0.026004325598478317,1e-06,0.0016723947,0.1,-0.004000759974461862,0.054859600961208344,,
290,21643,66,1450000,5.0,0.80826534,0.003991045739967376,5780,0.9344830363988876,0.044920001676073296,-31.165158767700195,0.02605319768190384,1e-06,0.0018058313,0.1,-0.004021256590550839,0.054858215153217316,5.0,0.8313488199010433
291,21715,67,1455000,5.0,0.81297138,0.004015455025946722,5800,0.9335967004299164,0.04677000186289661,-31.16573311805725,0.03169887885451317,1e-06,0.0017738164,0.1,-0.003929971354976401,0.054856568574905396,,
292,21787,67,1460000,5.0,0.8132288799999999,0.004036585834110156,5820,0.93364417552948,0.03205000112415291,-31.16636137008667,0.02851569838821888,1e-06,0.0014390303,0.1,-0.0031234630530997975,0.05485489219427109,,
293,21859,67,1465000,5.0,0.81264476,0.004172693251166493,5840,0.9314179494976997,0.07296000304748304,-31.1668102645874,0.0256356131285429,1e-06,0.0018885884,0.1,-0.005379164216423398,0.054854314774274826,,
294,21932,67,1470000,5.0,0.81256948,0.004167275911895558,5860,0.9315406009554863,0.04015000152634457,-31.16701421737671,0.03011520393192768,1e-06,0.0015474188,0.1,-0.003392076577918726,0.05485370755195618,,
295,22004,67,1475000,5.0,0.8122231000000001,0.003947389748645946,5880,0.935189962387085,0.042240001630270856,-31.167635107040404,0.02661437913775444,1e-06,0.0015329121,0.1,-0.0036356213255550073,0.05485092103481293,,
296,22076,67,1480000,5.0,0.8086149,0.004067164555890485,5900,0.9333687648177147,0.030520001071272417,-31.168785171508787,0.03407943993806839,1e-06,0.001291783,0.1,-0.003164323354516778,0.05484796687960625,,
297,22148,67,1485000,5.0,0.8143800200000001,0.004126599109731614,5920,0.9324883073568344,0.02728000113624148,-31.169652662277223,0.02849285677075386,1e-06,0.0013295372,0.1,-0.0027850637487841067,0.05484640225768089,,
298,22220,67,1490000,5.0,0.8109806800000001,0.004100634370697662,5940,0.9328386783599854,0.042780001850333066,-31.170139694213866,0.022481804713606834,1e-06,0.0017028019,0.1,-0.0037758844203328755,0.05484532192349434,,
299,22292,67,1495000,5.0,0.8150526299999998,0.003919775329995901,5960,0.9360119104385376,0.04825000197743066,-31.170500650405884,0.02743782103061676,1e-06,0.0017300375,0.1,-0.004478912898868544,0.05484453961253166,,
300,22384,67,1500000,5.0,0.8158737700000002,0.004112631058087572,5980,0.9328353404998779,0.05475000246427953,-31.170931606292726,0.027413276955485344,1e-06,0.0015754988,0.1,-0.004470184670623159,0.054843056946992874,5.0,0.8342022944678229
301,22456,67,1505000,5.0,0.8178547,0.003915002902504057,6000,0.9361113682389259,0.06304000252275728,-31.171345319747925,0.02414787746965885,1e-06,0.0016425122,0.1,-0.004993534323720539,0.05484245717525482,,
302,22528,67,1510000,5.0,0.8119046900000001,0.004087448643986136,6020,0.9331464394927025,0.03570000150823034,-31.17165364265442,0.02729739248752594,1e-06,0.0013843356,0.1,-0.0033221685501650454,0.054841309785842896,,
303,22599,67,1515000,5.0,0.8154412600000001,0.003949454167159274,6040,0.9356592670083046,0.03351000135182403,-31.172196369171143,0.030276181176304817,1e-06,0.0015076676,0.1,-0.002851581307466049,0.05483977124094963,,
304,22671,67,1520000,5.0,0.81397764,0.003994081217097118,6060,0.935023233294487,0.041040001703659075,-31.172539901733398,0.02733190730214119,1e-06,0.0015186594,0.1,-0.0035464905402350934,0.054839491844177246,,
305,22744,67,1525000,5.0,0.81886164,0.004050554514396936,6080,0.9339744299650192,0.039880001503042876,-31.172864055633546,0.02816072106361389,1e-06,0.0014299529,0.1,-0.0036444689746362967,0.054837942123413086,,
306,22816,67,1530000,5.0,0.8174074699999998,0.0038517231261357664,6100,0.9374729618430138,0.048890002029947935,-31.173338956832886,0.023933231830596924,1e-06,0.0017462914,0.1,-0.003955818700245572,0.054837148636579514,,
307,22888,67,1535000,5.0,0.8214673699999997,0.003815387561917305,6120,0.9381108619272709,0.03636000138358213,-31.173654985427856,0.026084184646606445,1e-06,0.001483512,0.1,-0.003299978720587706,0.05483613908290863,,
308,22960,67,1540000,5.0,0.81718444,0.003954200209118425,6140,0.9360496327280998,0.04135000171372667,-31.173948411941527,0.02861199341714382,1e-06,0.0015777656,0.1,-0.003764954271600445,0.054835736751556396,,
309,23032,67,1545000,5.0,0.82047583,0.0038746201863978057,6160,0.9369868040084839,0.03286000131163746,-31.174240894317627,0.025999177247285843,1e-06,0.0015157117,0.1,-0.003300750540855013,0.05483457073569298,,
310,23124,67,1550000,5.0,0.8164801600000001,0.003686748379841447,6180,0.9403692483901978,0.04350000185193494,-31.174831466674803,0.029780946671962738,1e-06,0.0016925132,0.1,-0.003834391247727673,0.05483260750770569,5.0,0.8359512417759603
311,23196,67,1555000,5.0,0.81827086,0.0038147883478086442,6200,0.9381882399320602,0.051750002263579516,-31.175622673034667,0.028753753751516342,1e-06,0.001785793,0.1,-0.004407629672560134,0.05483055114746094,,
312,23267,67,1560000,5.0,0.8201014499999998,0.0037821904255542905,6220,0.9387139640748501,0.047930001954082396,-31.176179609298707,0.02721346542239189,1e-06,0.0018331874,0.1,-0.004304598856360169,0.05482970178127289,,
313,23339,67,1565000,5.0,0.8187402100000001,0.0036390110827051103,6240,0.9412173181772232,0.04650000209454447,-31.176706285476683,0.02189853973686695,1e-06,0.0017613171,0.1,-0.003693692525935912,0.05482776463031769,,
314,23411,67,1570000,5.0,0.8176155999999999,0.003796022670576349,6260,0.9386520087718964,0.04061000165878795,-31.177212896347047,0.03039253130555153,1e-06,0.0013651091,0.1,-0.0034693875977798074,0.05482711270451546,,
315,23483,67,1575000,5.0,0.82142151,0.0036081744893454015,6280,0.9417237415909767,0.060330002731643614,-31.177611532211305,0.02465016394853592,1e-06,0.0018815045,0.1,-0.004442240496088114,0.05482569709420204,,
316,23555,67,1580000,5.0,0.8222171700000002,0.0039043809415306896,6300,0.937062457203865,0.0441600018623285,-31.17790421485901,0.024659983813762665,1e-06,0.0016433963,0.1,-0.003909417845890815,0.0548255555331707,,
317,23627,67,1585000,5.0,0.8195032599999998,0.0037504792911931873,6320,0.939469788223505,0.04692000193987042,-31.17804352760315,0.032150302082300186,1e-06,0.0015803056,0.1,-0.0037645001360387376,0.05482495576143265,,
318,23699,67,1590000,5.0,0.8210873,0.003637666805880144,6340,0.94148113951087,0.03511000135098584,-31.178081340789795,0.027582935988903046,1e-06,0.0015379059,0.1,-0.003127523490178864,0.05482541024684906,,
319,23770,67,1595000,5.0,0.8165668700000001,0.0035564912611152975,6360,0.9428752362728119,0.055490002360893416,-31.178118267059325,0.028524523600935936,1e-06,0.0018886148,0.1,-0.004300849832800236,0.05482470616698265,,
320,23860,67,1600000,5.0,0.82193725,0.0037266544974409043,6380,0.9401573427021503,0.0372400014649611,-31.178247337341308,0.02489173226058483,1e-06,0.0014736388,0.1,-0.0035569367589770805,0.05482475087046623,5.0,0.8376128865798034
321,23932,67,1605000,5.0,0.8205397999999998,0.003615110917016864,6400,0.9420161843299866,0.05458000231999904,-31.17847231864929,0.026885291561484337,1e-06,0.0018073872,0.1,-0.004177390413209992,0.05482344329357147,,
322,24004,67,1610000,5.0,0.81979901,0.003665611114120111,6420,0.9410888813436031,0.05361000248929486,-31.17896894454956,0.02206992916762829,1e-06,0.0017252696,0.1,-0.00446775905631146,0.05482219532132149,,
323,24076,67,1615000,5.0,0.82011111,0.003537835794268176,6440,0.9433055929839611,0.04827000208199024,-31.179629955291748,0.02374321222305298,1e-06,0.0016196303,0.1,-0.004022363051969533,0.05482010170817375,,
324,24148,67,1620000,5.0,0.82188044,0.003666571849025786,6460,0.9413870796561241,0.04176000151783228,-31.180277214050292,0.027385039255023003,1e-06,0.0014584344,0.1,-0.0036508194158782993,0.05481874570250511,,
325,24220,67,1625000,5.0,0.82422921,0.0034651904564816506,6480,0.9446121864020824,0.03530000138329342,-31.180988445281983,0.026792362332344055,1e-06,0.0015650352,0.1,-0.0031298504487345903,0.054816316813230515,,
326,24292,67,1630000,5.0,0.82193028,0.0036608549440279602,6500,0.9414153844118118,0.04118000158574432,-31.18191556930542,0.02569468505680561,1e-06,0.0015108903,0.1,-0.003704115115253206,0.05481401085853577,,
327,24364,67,1635000,5.0,0.8231624999999998,0.00346026458311826,6520,0.9447431638836861,0.04028000152902678,-31.182567920684814,0.03064734861254692,1e-06,0.001802234,0.1,-0.0033172851267040393,0.05481290817260742,,
328,24436,67,1640000,5.0,0.8261988800000001,0.0035978855169378223,6540,0.9425540864467621,0.03717000141739845,-31.182892332077028,0.025018339976668358,1e-06,0.0015329209,0.1,-0.0037178832837085076,0.05481235310435295,,
329,24508,67,1645000,5.0,0.82427615,0.003650957875652239,6560,0.941816620528698,0.040170001431833954,-31.18329451560974,0.02664257027208805,1e-06,0.0014676517,0.1,-0.0038479176158049367,0.0548107735812664,,
330,24599,67,1650000,5.0,0.82233911,0.003567524418467656,6580,0.9431674554944038,0.042320001693442466,-31.183956804275514,0.024482978507876396,1e-06,0.0016590969,0.1,-0.003791894812479368,0.05480888858437538,5.0,0.8391110506703554
331,24671,67,1655000,5.0,0.8267576299999999,0.0034234096796717495,6600,0.9454983100295067,0.04030000150436536,-31.18468521118164,0.025784658268094063,1e-06,0.0014594941,0.1,-0.0036890476272708386,0.05480702966451645,,
332,24743,67,1660000,5.0,0.82499674,0.003598991514882073,6620,0.9428260400891304,0.042300001637777314,-31.185248069763183,0.028173629194498062,1e-06,0.0015252511,0.1,-0.0035274938444148063,0.054805938154459,,
333,24814,67,1665000,5.0,0.8316739200000001,0.0034523346123751255,6640,0.9450297243893147,0.040520001584663984,-31.18555083274841,0.026646899059414864,1e-06,0.0016266962,0.1,-0.003586435977466138,0.054805438965559006,,
334,24886,67,1670000,5.0,0.8264958,0.003405196568928659,6660,0.9459294304251671,0.04961000205832534,-31.18568613052368,0.028143446892499924,1e-06,0.0017202792,0.1,-0.004285245391548603,0.054805222898721695,,
335,24958,67,1675000,5.0,0.82345873,0.0035514895129017533,6680,0.9434951618313789,0.04396000167471357,-31.185955429077147,0.030634135007858276,1e-06,0.0015422711,0.1,-0.003975217358474179,0.0548040010035038,,
336,25029,67,1680000,5.0,0.8216321900000001,0.0033085743081755934,6700,0.9476578570902348,0.05414000245858915,-31.186318731307985,0.03003900870680809,1e-06,0.0015642517,0.1,-0.004884953979182747,0.05480343475937843,,
337,25101,67,1685000,5.0,0.8254304700000001,0.003525587203912437,6720,0.9439842253923416,0.04075000163866207,-31.186641664505004,0.028712045401334763,1e-06,0.0016529678,0.1,-0.0038865307981287957,0.05480217933654785,,
338,25173,67,1690000,5.0,0.8221271700000001,0.0033908613084349783,6740,0.9463497884571552,0.036170001496793704,-31.1870956325531,0.02556854858994484,1e-06,0.0016550368,0.1,-0.003239962790657556,0.05480112507939339,,
339,25246,67,1695000,5.0,0.82589787,0.0035909482149872928,6760,0.9429599642753601,0.044460001626284794,-31.187283868789674,0.024686267599463463,1e-06,0.001574354,0.1,-0.0036807585395911245,0.05480121448636055,,
340,25337,67,1700000,5.0,0.8278216899999999,0.0035035147494636475,6780,0.9444337375462055,0.048700002166442574,-31.187768688201903,0.025364166125655174,1e-06,0.0017374505,0.1,-0.00464304180134115,0.05479852855205536,5.0,0.842926898665018
341,25409,67,1705000,5.0,0.8250946299999999,0.0033671114221215247,6800,0.9467295780777931,0.04140000145300291,-31.188489665985106,0.025735728442668915,1e-06,0.0014808592,0.1,-0.003808229638853824,0.054797593504190445,,
342,25481,67,1710000,5.0,0.8251115100000002,0.0032524228270631285,6820,0.9483005814254284,0.04114000159082934,-31.188803672790527,0.026943301782011986,1e-06,0.0016599301,0.1,-0.0036782666447362543,0.05479681119322777,,
343,25552,67,1715000,5.0,0.82419924,0.003377531645819545,6840,0.9467593058943748,0.043510001711547376,-31.18899474143982,0.028982430696487427,1e-06,0.0017079567,0.1,-0.003969408248088832,0.05479662865400314,,
344,25624,67,1720000,5.0,0.82875302,0.0034077269525732844,6860,0.9461553357541561,0.044500001677079126,-31.18915846824646,0.02852543070912361,1e-06,0.0014343853,0.1,-0.003712719399177882,0.05479589104652405,,
345,25696,67,1725000,5.0,0.8270143200000001,0.003427806451218203,6880,0.9459946528077126,0.06101000261260196,-31.189398078918458,0.024940544739365578,1e-06,0.0018335104,0.1,-0.004852014227617172,0.05479544401168823,,
346,25767,67,1730000,5.0,0.8323343,0.003454174891812727,6900,0.9454183876514435,0.04633000168367289,-31.18955370903015,0.027214491739869118,1e-06,0.0015619491,0.1,-0.0034836483640529005,0.0547950379550457,,
347,25839,67,1735000,5.0,0.82952743,0.003296330962330103,6920,0.9479968622326851,0.04422000170801766,-31.18997190475464,0.029210634529590607,1e-06,0.0015786376,0.1,-0.003980377329570395,0.054793257266283035,,
348,25911,67,1740000,5.0,0.8247230600000001,0.003289771603886038,6940,0.9482344388961792,0.04111000153468922,-31.190443477630616,0.028940539807081223,1e-06,0.0016256965,0.1,-0.003573295221893229,0.05479268729686737,,
349,25983,67,1745000,5.0,0.83059539,0.0033725911611691118,6960,0.9466934017837048,0.0460500017250888,-31.19067002296448,0.02869279868900776,1e-06,0.0016623588,0.1,-0.0037738906818875063,0.05479196831583977,,
350,26075,67,1750000,5.0,0.8284439400000002,0.0033598066854756328,6980,0.9469868652522564,0.03772000148310326,-31.191106090545656,0.032024700194597244,1e-06,0.0015613764,0.1,-0.004029375044492056,0.0547904297709465,5.0,0.8456182452306542
351,26147,67,1755000,5.0,0.8296010300000001,0.003323820560472086,7000,0.947770319879055,0.03310000130208209,-31.191627273559572,0.02832961082458496,1e-06,0.0014163473,0.1,-0.003403289968771226,0.05478925630450249,,
352,26219,67,1760000,5.0,0.82841893,0.0033205984684173016,7020,0.9476257935166359,0.03411000123363919,-31.19224642753601,0.032574526965618134,1e-06,0.001584657,0.1,-0.0032130827313692125,0.05478714779019356,,
353,26291,67,1765000,5.0,0.8329656599999999,0.0033968319138512016,7040,0.946567889302969,0.036340001286007464,-31.19285054206848,0.029619401320815086,1e-06,0.0013859706,0.1,-0.0033561244993855865,0.054786182940006256,,
354,26363,67,1770000,5.0,0.83300445,0.003152496200054884,7060,0.9504166804254055,0.04692000180715695,-31.19331244468689,0.026731912046670914,1e-06,0.0017035132,0.1,-0.003910274014508559,0.054784707725048065,,
355,26435,67,1775000,5.0,0.82827786,0.0034136440593283625,7080,0.9464561901986599,0.03284000126761384,-31.193743600845337,0.024715481325984,1e-06,0.0014522539,0.1,-0.0032886296837473595,0.05478391796350479,,
356,26507,67,1780000,5.0,0.82936856,0.0031459987349808215,7100,0.9506236501038074,0.047230002126889305,-31.194215145111084,0.024051330983638763,1e-06,0.0018073772,0.1,-0.003892264822650837,0.05478224530816078,,
357,26580,67,1785000,5.0,0.8309937399999999,0.003143992960685864,7120,0.9505804106593132,0.032310001209843904,-31.19486481666565,0.028103377670049667,1e-06,0.00136355,0.1,-0.003006757713792112,0.05478055775165558,,
358,26652,67,1790000,5.0,0.83064942,0.003336252470035106,7140,0.9477712251245975,0.028000001065665855,-31.195623998641967,0.028660668060183525,1e-06,0.0014759843,0.1,-0.0027247456768935497,0.05477824807167053,,
359,26723,67,1795000,5.0,0.8300720300000001,0.003218212727224454,7160,0.9493869058787823,0.04558000184828415,-31.19641975402832,0.024645360186696053,1e-06,0.0018432315,0.1,-0.004242383052501875,0.05477636307477951,,
360,26816,67,1800000,5.0,0.8285340500000001,0.003198736326303333,7180,0.9498220980167389,0.04646000190987252,-31.19693147659302,0.03190413862466812,1e-06,0.0016418608,0.1,-0.003710468090671739,0.05477573350071907,5.0,0.8449931990993775
361,26888,67,1805000,5.0,0.8337659099999999,0.0032527474185917527,7200,0.948977954685688,0.044870001727249476,-31.19704740524292,0.028260625898838043,1e-06,0.0014383052,0.1,-0.0038701442519345087,0.0547756664454937,,
362,26960,67,1810000,5.0,0.8354713300000001,0.003267245889874175,7220,0.9488874338567257,0.0398400015081279,-31.19720325469971,0.030796481296420097,1e-06,0.0015107737,0.1,-0.0030654149536682683,0.05477485805749893,,
