time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/clip_range,train/value_loss,train/n_updates,train/explained_variance,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
24,5.0,114000,0.58755234,1035,110,0.1,0.008190700293829043,460,0.7854294031858444,-94.78905856662327,1e-05,0.023007287,0.014289602497476154,0.05502045527100563,0.03248170018196106,0.46940554458234046,,
25,5.0,118750,0.58956913,1076,110,0.1,0.0081280601073933,480,0.7850387096405029,-94.7949567009421,1e-05,0.014925934,0.0030211390437697924,0.055014051496982574,0.05514761433005333,0.4490293999449076,,
26,5.0,123500,0.59096633,1116,110,0.1,0.007178389878148058,500,0.8076239824295044,-94.79967244466145,1e-05,0.021376945,0.008150183551259715,0.055012576282024384,0.056099168956279755,0.4728645708411932,,
27,5.0,128250,0.5853381299999999,1155,111,0.1,0.007525869815323789,520,0.8065929710865021,-94.80226201766577,1e-05,0.01971485,0.007780166512259507,0.0550093837082386,0.04441215097904205,0.45003203737358444,,
28,5.0,133000,0.59064035,1192,111,0.1,0.008098063224719631,540,0.7956226617097855,-94.80377464294433,1e-05,0.013399586,0.005452260453997724,0.055010147392749786,0.056803785264492035,0.34077776881555716,,
29,5.0,137750,0.58755245,1231,111,0.1,0.006901454802977646,560,0.8171924203634262,-94.80152914259169,1e-05,0.04021172,0.009888038427813934,0.055013298988342285,0.00041672587394714355,0.47616665564322225,,
30,5.0,142500,0.5903425499999999,1294,110,0.1,0.007327380852645957,580,0.8058944493532181,-94.80026675953584,1e-05,0.03803683,0.006330633336428767,0.055011823773384094,-0.02707511931657791,0.47200979136350546,5.0,0.6319966823571231
31,5.0,147250,0.58874003,1332,110,0.1,0.006421965132079398,600,0.8120461106300354,-94.80065363566081,1e-05,0.033260852,0.007791943803150202,0.055013373494148254,-0.06436307728290558,0.4071083228165905,,
32,5.0,152000,0.5937432,1371,110,0.1,0.006896903832407238,620,0.8116675317287445,-94.79855331029647,1e-05,0.024579547,0.00925662074980844,0.05501500517129898,0.0416383296251297,0.44764101518652377,,
33,5.0,156750,0.5963759,1410,111,0.1,0.006417652941308916,640,0.8242819309234619,-94.7966298421224,1e-05,0.04676634,0.011842986284089637,0.05501633509993553,-0.027203485369682312,0.4375083210800464,,
34,5.0,161500,0.59436175,1450,111,0.1,0.006567417174422493,660,0.8250425606966019,-94.7968540986379,1e-05,0.03564902,0.013239142511697699,0.05501529946923256,-0.00900743156671524,0.4719426961382851,,
35,5.0,166250,0.5949482800000001,1488,111,0.1,0.006439348079192524,680,0.826961100101471,-94.79879799867288,1e-05,0.023149244,0.008256606714447397,0.055013008415699005,0.05715009197592735,0.45985255212618564,,
36,5.0,171000,0.59201688,1528,111,0.1,0.0061776692629791794,700,0.8317420184612274,-94.8023507072812,1e-05,0.02606604,0.015988378733381197,0.0550098642706871,0.02800661325454712,0.470690466074406,,
37,5.0,175750,0.5967293300000001,1568,112,0.1,0.006309818516352347,720,0.8303917646408081,-94.80412243434361,1e-05,0.024962112,0.009082218373883255,0.05500900000333786,0.02825215831398964,0.4584761788569657,,
38,5.0,180500,0.5961047800000001,1607,112,0.1,0.006741963695579519,740,0.8341645002365112,-94.80520763397217,1e-05,0.018910645,0.008872611025392106,0.055007945746183395,0.03616848960518837,0.47082811233995014,,
39,5.0,185250,0.59362792,1646,112,0.1,0.006132378832747539,760,0.8465922623872757,-94.80536714211489,1e-05,0.01855188,0.007484561595769491,0.0550086535513401,0.035995274782180786,0.4471410152932199,,
40,5.0,190000,0.5943556999999999,1706,111,0.1,0.006208506392343252,780,0.837426483631134,-94.80507592865915,1e-05,0.016633622,0.009671058822610224,0.05500876158475876,0.044283270835876465,0.4022651411931623,5.0,0.6490905245850735
41,5.0,194750,0.59534498,1747,111,0.1,0.006084083048463391,800,0.8445734828710556,-94.80776005795127,1e-05,0.046347838,0.012546712705172117,0.05500367656350136,0.00957769900560379,0.5130526195402796,,
42,5.0,199500,0.59767815,1787,111,0.1,0.006485105589446094,820,0.8381883352994919,-94.81026819864908,1e-05,0.028769245,0.011703001029608034,0.05500536412000656,0.03125295788049698,0.47766665602102876,,
43,5.0,204250,0.5964898699999999,1827,111,0.1,0.00591909740960189,840,0.8439872413873672,-94.80986383475509,1e-05,0.022840917,0.0066169746704257066,0.05500299856066704,0.01814083382487297,0.4604313605656738,,
44,5.0,209000,0.60075374,1867,111,0.1,0.005876634551074218,860,0.8532694429159164,-94.81519786693431,1e-05,0.024037356,0.009601404084919963,0.05499697104096413,0.0464007593691349,0.48595832074837136,,
45,5.0,213750,0.59935948,1908,112,0.1,0.005537243374468138,880,0.8547819554805756,-94.81782939910889,1e-05,0.021497095,0.010209971976542392,0.05499941110610962,0.06661692261695862,0.4902874880322876,,
46,5.0,218500,0.59962577,1948,112,0.1,0.005263727431237284,900,0.860552653670311,-94.81279896630181,1e-05,0.022165732,0.0065345728182516025,0.05500518158078194,0.043124061077833176,0.44177776669255564,,
47,5.0,223250,0.6024351499999999,1988,112,0.1,0.0054770020365443395,920,0.8600365370512009,-94.80869962374369,1e-05,0.018692145,0.0050519434211328176,0.055005624890327454,0.021245600655674934,0.462218736409947,,
48,5.0,228000,0.5995144299999999,2028,112,0.1,0.005230912681145128,940,0.8648769110441208,-94.81008523305258,1e-05,0.041690897,0.008230172267776049,0.05500306561589241,-0.01483464241027832,0.4660312387190061,,
49,5.0,232750,0.60192102,2068,112,0.1,0.005701196389014109,960,0.8581202775239944,-94.81214586893718,1e-05,0.04460226,0.01160732153293389,0.0550021156668663,-0.004928596317768097,0.43774998939544374,,
50,5.0,237500,0.6049594100000001,2130,111,0.1,0.005828816972344237,980,0.8561966270208359,-94.81241199269014,1e-05,0.028847702,0.012938887030962517,0.05500335618853569,0.009772170335054398,0.5006225372125924,5.0,0.6539614321554414
51,5.0,242250,0.6002158400000001,2169,111,0.1,0.005162832356161541,1000,0.8690986037254333,-94.8089650132921,1e-05,0.028201008,0.011628166941345101,0.05500759556889534,0.05085063725709915,0.47413332138520975,,
52,5.0,247000,0.59939902,2209,111,0.1,0.005485519562951392,1020,0.8663440048694611,-94.80479161580404,1e-05,0.023138525,0.011526552795911107,0.05501072481274605,0.027307191863656044,0.4671499873935762,,
53,5.0,251750,0.60659907,2247,111,0.1,0.005356793630764716,1040,0.8647302389144897,-94.80255082448323,1e-05,0.02902628,0.010845929200879052,0.05501090735197067,0.03846121206879616,0.4556458228086639,,
54,5.0,256500,0.60681971,2287,112,0.1,0.005419929464822453,1060,0.8653068095445633,-94.80392031202129,1e-05,0.024146482,0.007399812328609079,0.055008791387081146,0.018966123461723328,0.4761274392159619,,
55,5.0,261250,0.6049260099999999,2326,112,0.1,0.004972982430453634,1080,0.871912345290184,-94.80636422293527,1e-05,0.017004125,0.00964510793848362,0.055006951093673706,0.035324499011039734,0.44839284647300487,,
56,5.0,266000,0.60451241,2365,112,0.1,0.005432981288980781,1100,0.8662877976894379,-94.80597339811779,1e-05,0.015116207,0.010173734293053016,0.05500906705856323,0.04491452872753143,0.45311903602532333,,
57,5.0,270750,0.6085533799999999,2406,112,0.1,0.005317440058868856,1120,0.8638220727443695,-94.80362916604066,1e-05,0.030147007,0.017486414147745395,0.055011000484228134,0.04624613747000694,0.4837628089070607,,
58,5.0,275500,0.6032733200000001,2445,112,0.1,0.004633548942704995,1140,0.8728363811969757,-94.80158882988823,1e-05,0.028352832,0.011204919668941224,0.05501214414834976,0.03201010823249817,0.45378332128230897,,
59,5.0,280250,0.60694304,2482,112,0.1,0.004470690571858237,1160,0.8798141404986382,-94.80105773925781,1e-05,0.026932573,0.01436179728806019,0.05501260608434677,0.04844989627599716,0.4371499899805834,,
60,5.0,285000,0.6040548800000001,2543,112,0.1,0.004642773455601525,1180,0.8775738477706909,-94.80016562721946,1e-05,0.024089137,0.017007147207978766,0.055013444274663925,0.023176860064268112,0.45641665499883166,5.0,0.6576445897898011
61,5.0,289750,0.60547876,2582,112,0.1,0.004856843268498778,1200,0.8795768320560455,-94.79872724092924,1e-05,0.027541047,0.010046462973864828,0.05501531809568405,0.004555653780698776,0.45705768026721977,,
62,5.0,294500,0.6085766899999999,2622,112,0.1,0.005085569604610403,1220,0.8777699247002602,-94.79955495198568,1e-05,0.051293414,0.009721983958371833,0.05501171946525574,-0.06574597954750061,0.4895735165387319,,
63,5.0,299250,0.60783262,2661,112,0.1,0.004611730004479695,1240,0.8841933906078339,-94.80284512837729,1e-05,0.025126824,0.010657870519584271,0.05501040443778038,0.02187608927488327,0.4457708224822353,,
64,5.0,304000,0.6035588399999999,2700,112,0.1,0.004732796778747191,1260,0.8861079514026642,-94.80195881525675,1e-05,0.040494844,0.010120478675795767,0.055013012140989304,-0.008386090397834778,0.4676197789987782,,
65,5.0,308750,0.60983306,2739,112,0.1,0.004544431050973279,1280,0.8820909112691879,-94.80067810785202,1e-05,0.02885902,0.010990837791879905,0.05501162260770798,0.01356123760342598,0.46805356044233554,,
66,5.0,313500,0.60616468,2777,112,0.1,0.004968234471594676,1300,0.8775407820940018,-94.80117887839293,1e-05,0.02068247,0.014029884362855493,0.055013302713632584,0.04422222822904587,0.4698461420631084,,
67,5.0,318250,0.6105404000000001,2817,112,0.1,0.004276995182347794,1320,0.8845330327749252,-94.79912053062802,1e-05,0.03429537,0.015278117451854896,0.055014993995428085,-0.011605076491832733,0.4821487971282165,,
68,5.0,323000,0.6136547800000001,2856,113,0.1,0.004480579834489617,1340,0.8853537514805794,-94.79896985689798,1e-05,0.046612192,0.012566637297098938,0.055013664066791534,-0.04303537309169769,0.5125104050045289,,
69,5.0,327750,0.61294876,2895,113,0.1,0.004315961448850834,1360,0.8871367573738098,-94.79949847327339,1e-05,0.03546023,0.010214532909762057,0.055013760924339294,-0.003198854625225067,0.48036804227546476,,
70,5.0,332500,0.60937424,2958,112,0.1,0.004628082936895745,1380,0.8854177966713905,-94.79756197248186,1e-05,0.025166834,0.02201559655116877,0.05501701682806015,0.049093231558799744,0.4793690360239929,5.0,0.6567051970548461
71,5.0,337250,0.61117967,2996,112,0.1,0.004191244855367889,1400,0.8869669064879417,-94.79570633859345,1e-05,0.030475229,0.01101286625369914,0.05501708760857582,0.009857423603534698,0.4399469581601972,,
72,5.0,342000,0.61439386,3035,112,0.1,0.004498073000771304,1420,0.8898563757538795,-94.79460428873698,1e-05,0.021573244,0.01165772671267818,0.05501985177397728,0.028359429910779,0.4947777660894725,,
73,5.0,346750,0.61224947,3074,112,0.1,0.0043548318736914855,1440,0.8869641944766045,-94.79220234553019,1e-05,0.030430617,0.010656717512410065,0.055020444095134735,0.05633395165205002,0.4999635288841091,,
74,5.0,351500,0.61200759,3112,112,0.1,0.0043311601652848445,1460,0.8922049179673195,-94.79295739838571,1e-05,0.019372037,0.009914768257040784,0.05501817166805267,0.050425536930561066,0.45206059525212783,,
75,5.0,356250,0.61662891,3151,113,0.1,0.004319323184770635,1480,0.8905294016003609,-94.793834177653,1e-05,0.02223441,0.012512082665927175,0.05501984804868698,0.025615103542804718,0.46591665496299456,,
76,5.0,361000,0.61010313,3190,113,0.1,0.004472080697208488,1500,0.891127809882164,-94.7938293615977,1e-05,0.046857994,0.013938246058280732,0.05501711368560791,0.0012616943567991257,0.5001562384141531,,
77,5.0,365750,0.61285532,3228,113,0.1,0.004213616925602158,1520,0.893160454928875,-94.79561190287272,1e-05,0.015257574,0.01075181054792387,0.05501735210418701,0.06314438581466675,0.40892499045779307,,
78,5.0,370500,0.61547884,3268,113,0.1,0.004204965282352297,1540,0.8927662521600723,-94.79576083995678,1e-05,0.04334609,0.015175433240743044,0.05501710623502731,-0.029983945190906525,0.4847546172750838,,
79,5.0,375250,0.6154018099999999,3308,113,0.1,0.004228560288348013,1560,0.8941753804683685,-94.79695857820057,1e-05,0.026467958,0.010642135946737703,0.0550149530172348,0.04011668637394905,0.4734583219480036,,
80,5.0,380000,0.6177837500000001,3368,112,0.1,0.004403287652903833,1580,0.8964237421751022,-94.7969722258739,1e-05,0.028690068,0.011895578076992618,0.055017322301864624,0.03472764790058136,0.465397424186365,5.0,0.6613942554897334
81,5.0,384750,0.61846426,3408,112,0.1,0.00433546147881619,1600,0.8962835296988487,-94.79499368667602,1e-05,0.025898138,0.007218824960144349,0.055017706006765366,0.011399531736969948,0.45778644689319964,,
82,5.0,389500,0.6182802900000001,3445,113,0.1,0.0043542080765797036,1620,0.8917185217142105,-94.79365423697013,1e-05,0.030873077,0.009002359760254682,0.05502048507332802,0.07090716809034348,0.4130277663572795,,
83,5.0,394250,0.6200694800000001,3485,113,0.1,0.004405885705879579,1640,0.895781621336937,-94.79432555834453,1e-05,0.017315881,0.010378486017541318,0.0550161674618721,0.04041086137294769,0.4822551965441865,,
84,5.0,399000,0.6177191599999999,3523,113,0.1,0.0042877411291313665,1660,0.8957680314779282,-94.79837069193522,1e-05,0.025364995,0.009964179082046047,0.05501291900873184,0.04059555381536484,0.44229998798575254,,
85,5.0,403750,0.61844088,3564,113,0.1,0.004257401744058977,1680,0.8948332443833351,-94.80323407491048,1e-05,0.04400271,0.016694596286245242,0.05500856041908264,-0.011474944651126862,0.530949986439664,,
86,5.0,408500,0.61901995,3602,113,0.1,0.004463692793829573,1700,0.8939489126205444,-94.80684073554146,1e-05,0.01990267,0.009200475498504236,0.05500677600502968,0.04774811863899231,0.4736999898010658,,
87,5.0,413250,0.6182509199999999,3641,113,0.1,0.00434545899320039,1720,0.8976107314229012,-94.80882065182641,1e-05,0.023698926,0.006677962578502393,0.05500517413020134,0.03591665253043175,0.46461903676723265,,
88,5.0,418000,0.61689462,3680,113,0.1,0.004745318758244993,1740,0.8950588628649712,-94.80957849675958,1e-05,0.019859845,0.012754854387533144,0.05500519648194313,0.0589873306453228,0.46732574586446085,,
89,5.0,422750,0.6151260300000001,3719,113,0.1,0.004216952059262743,1760,0.8994700312614441,-94.81109692608868,1e-05,0.022337802,0.007890360890876675,0.05500254034996033,0.05729281157255173,0.41243517427808707,,
90,5.0,427500,0.6185162900000001,3782,113,0.1,0.0036472447997463555,1780,0.9023649916052818,-94.81462756792705,1e-05,0.028456314,0.008724551504201677,0.05499986186623573,0.035793282091617584,0.49067707170033825,5.0,0.6601700907511376
91,5.0,432250,0.6207602,3820,113,0.1,0.004192027671961114,1800,0.8997494950890541,-94.81631139119466,1e-05,0.018573014,0.009187113422760256,0.05499960482120514,0.07276678085327148,0.4349249880559122,,
92,5.0,437000,0.62259836,3859,113,0.1,0.004104184967000038,1820,0.8980013355612755,-94.81528771294488,1e-05,0.01942614,0.011317744703842995,0.055001117289066315,0.04642917960882187,0.4852055442509138,,
93,5.0,441750,0.62582594,3901,113,0.1,0.004017989115846719,1840,0.8996386751532555,-94.81611969261839,1e-05,0.021746075,0.006309172508926159,0.054998211562633514,0.07280664891004562,0.48314033836828907,,
94,5.0,446500,0.62594345,3940,113,0.1,0.004136997534363878,1860,0.899854876101017,-94.81777170218673,1e-05,0.024522873,0.012468428670092572,0.05499808490276337,0.029000479727983475,0.4835882234405361,,
95,5.0,451250,0.62022819,3980,113,0.1,0.004537580462227411,1880,0.8937021493911743,-94.82086509255802,1e-05,0.024565438,0.008985120263426872,0.05499306321144104,0.024435758590698242,0.45155390952439867,,
96,5.0,456000,0.6211493699999999,4018,113,0.1,0.004420539490658687,1900,0.8952979445457458,-94.82523670196534,1e-05,0.017840575,0.0036546113472460187,0.05499080568552017,0.05315735191106796,0.44956248772925594,,
97,5.0,460750,0.6264626099999999,4057,113,0.1,0.004376164873023159,1920,0.9005704969167709,-94.82604685074244,1e-05,0.020074448,0.014069893335376565,0.05499187111854553,0.061025217175483704,0.462775629455558,,
98,5.0,465500,0.62355651,4097,113,0.1,0.004148708512552847,1940,0.8992045372724533,-94.82449818146534,1e-05,0.017695675,0.005590491089668107,0.05499297380447388,0.055935490876436234,0.4303140919452581,,
99,5.0,470250,0.62536978,4136,113,0.1,0.004257098044185207,1960,0.8952249437570572,-94.8247564071264,1e-05,0.025595581,0.011415581521056508,0.05499222129583359,0.021019119769334793,0.4867692191523906,,
100,5.0,475000,0.62676385,4197,113,0.1,0.0044411172564977255,1980,0.8954671174287796,-94.822910739214,1e-05,0.021374762,0.0057238937472058535,0.05499587208032608,0.03768458962440491,0.4568205011757807,5.0,0.6631863983383222
101,5.0,479750,0.6243117899999999,4237,113,0.1,0.004154454938804683,2000,0.898510068655014,-94.8217055883163,1e-05,0.024721354,0.00597512562631761,0.05499381944537163,0.047046929597854614,0.47009614161096325,,
102,5.0,484500,0.62705839,4276,113,0.1,0.004286004251275116,2020,0.9025527015328407,-94.82202686407628,1e-05,0.034415435,0.01361471347224775,0.05499586462974548,0.005119461566209793,0.4846858854739903,,
103,5.0,489250,0.62488301,4314,113,0.1,0.003991376063846148,2040,0.9033134579658508,-94.81940550192809,1e-05,0.031237857,0.008716751745018438,0.05499831214547157,0.027787961065769196,0.46409614260475607,,
104,5.0,494000,0.6239169200000001,4352,113,0.1,0.004080125719688281,2060,0.9043790325522423,-94.81726031833225,1e-05,0.015062395,0.007789867572076811,0.05499935895204544,0.058063656091690063,0.41662035826248706,,
105,5.0,498750,0.62937613,4392,113,0.1,0.00440721589127659,2080,0.9029135629534721,-94.81673790260598,1e-05,0.025356987,0.012162479042894256,0.054998815059661865,0.03964528441429138,0.5073749887299965,,
106,5.0,503500,0.62954067,4431,113,0.1,0.004581017543354796,2100,0.9013942331075668,-94.81931796603733,1e-05,0.02340947,0.006856480367884311,0.05499495565891266,0.04742597043514252,0.44107221099858485,,
107,5.0,508250,0.62793151,4471,113,0.1,0.004242953976521406,2120,0.9022905305027962,-94.82402771843805,1e-05,0.02650245,0.006664627657980117,0.05499162897467613,0.017155293375253677,0.4896898025362235,,
108,5.0,513000,0.63177724,4508,113,0.1,0.004254504502750933,2140,0.9053461626172066,-94.82660832722982,1e-05,0.017691547,0.006316942508339214,0.05499007925391197,0.07357372343540192,0.4140083220725258,,
109,5.0,517750,0.62916604,4546,113,0.1,0.004156576105604126,2160,0.9047272652387619,-94.82633750552223,1e-05,0.015701672,0.011084814744335569,0.0549917072057724,0.0654524713754654,0.44914879714183154,,
110,5.0,522500,0.62737343,4608,113,0.1,0.003646221630818521,2180,0.90603968501091,-94.82634676297506,1e-05,0.03656776,0.007489918988215027,0.05498995631933212,-0.011410079896450043,0.48732290444119525,5.0,0.6634778887442254
111,5.0,527250,0.62972045,4647,113,0.1,0.004286343150306493,2200,0.901591457426548,-94.8235590766458,1e-05,0.0143233435,0.010562921761120501,0.05499744415283203,0.04353061318397522,0.45571077274633387,,
112,5.0,532000,0.62703854,4687,113,0.1,0.004037525987304333,2220,0.903656855225563,-94.8160546705458,1e-05,0.029682728,0.011871460251665371,0.05500199645757675,0.03869078680872917,0.4974833206397792,,
113,5.0,536750,0.63205188,4724,113,0.1,0.00400464344129432,2240,0.9071214571595192,-94.81278797785441,1e-05,0.013425375,0.0071190704972832345,0.05500355735421181,0.06564629077911377,0.38541665646092343,,
114,5.0,541500,0.63206829,4764,113,0.1,0.004535089021374006,2260,0.9009769111871719,-94.80999286969502,1e-05,0.03026936,0.011663701492312006,0.05500676482915878,0.026202576234936714,0.44964582129517416,,
115,5.0,546250,0.6319646999999999,4803,113,0.1,0.004335484098798285,2280,0.9036765024065971,-94.80731908162434,1e-05,0.01982957,0.004758012391265945,0.05500835180282593,0.03277971222996712,0.42170832249491164,,
116,5.0,551000,0.6283373999999999,4842,113,0.1,0.003958969406731841,2300,0.9042527228593826,-94.81023529052734,1e-05,0.02678655,0.012427250762809774,0.05500108003616333,0.06330506503582001,0.49733332166241273,,
117,5.0,555750,0.6349160100000001,4883,113,0.1,0.004231207232999926,2320,0.9046319723129272,-94.81938521067302,1e-05,0.029026851,0.0075924992152637686,0.05499409884214401,0.03822166100144386,0.4941708214130873,,
118,5.0,560500,0.6288803500000001,4922,113,0.1,0.003902774703359076,2340,0.9079647585749626,-94.82476166089376,1e-05,0.02530717,0.019269577457402213,0.05499093234539032,0.06224401295185089,0.48360415565548465,,
119,5.0,565250,0.6272022,4962,113,0.1,0.0039745957031199295,2360,0.9085331857204437,-94.82740550571017,1e-05,0.02633754,0.009788941413073389,0.05498945340514183,0.03014432266354561,0.4700972096244287,,
120,5.0,570000,0.63170216,5023,113,0.1,0.0040851714485879275,2380,0.9020276591181755,-94.82670851207915,1e-05,0.02457869,0.009721170679170358,0.05499276518821716,0.05612998083233833,0.4465833219943479,5.0,0.6643389225954228
121,5.0,574750,0.6319400299999999,5061,113,0.1,0.0036952454812957773,2400,0.9096420034766197,-94.82514386858259,1e-05,0.023886329,0.009159503745567498,0.05499136447906494,0.04052593559026718,0.46044046395413935,,
122,5.0,579500,0.6299765300000001,5101,113,0.1,0.004150494781141687,2420,0.9059691056609154,-94.82467139915184,1e-05,0.020436538,0.007509872294981744,0.05499338358640671,0.06362038105726242,0.4918101728376415,,
123,5.0,584250,0.63152203,5140,113,0.1,0.0042516744840476245,2440,0.9048996865749359,-94.82454903496637,1e-05,0.026176348,0.011138532469737557,0.05499224737286568,0.06941623985767365,0.49384998824136955,,
124,5.0,589000,0.6338636099999999,5179,113,0.1,0.004146170019521378,2460,0.9048112332820892,-94.82622853914897,1e-05,0.023400703,0.011070356231199334,0.05499054118990898,0.032566606998443604,0.4752656135795405,,
125,5.0,593750,0.6333838900000001,5219,113,0.1,0.0043460505185759675,2480,0.9054084122180939,-94.82723980858212,1e-05,0.014207429,0.0062392957232819,0.05499067157506943,0.04999300837516785,0.44313094075547443,,
126,5.0,598500,0.63396594,5259,113,0.1,0.004220967103174189,2500,0.8996944800019264,-94.82755015691122,1e-05,0.027315343,0.010888223814509415,0.054989852011203766,0.05969615653157234,0.4817135294385177,,
127,5.0,603250,0.63116978,5298,113,0.1,0.0040425036863710444,2520,0.9032695889472961,-94.82800015180538,1e-05,0.022385836,0.010315222044865678,0.054989900439977646,0.0519222728908062,0.47830768016596825,,
128,5.0,608000,0.63470863,5336,113,0.1,0.003803595557286771,2540,0.9046970903873444,-94.82603766701438,1e-05,0.046292502,0.009861014088416022,0.05499323457479477,0.029249858111143112,0.4830833203356826,,
129,5.0,612750,0.6347166,5376,113,0.1,0.004223984538666194,2560,0.9018063768744469,-94.82603182111468,1e-05,0.01736783,0.0021670802237358155,0.05498996376991272,0.058157600462436676,0.45583332272335175,,
130,5.0,617500,0.63508619,5438,113,0.1,0.003947611157560632,2580,0.9086085557937622,-94.83046676999047,1e-05,0.0348746,0.014696129571433817,0.054985541850328445,0.01797432079911232,0.45795832226784633,5.0,0.6647424580101217
131,5.0,622250,0.63319107,5478,113,0.1,0.004448920850908118,2600,0.9001688063144684,-94.83267549787249,1e-05,0.032635454,0.012840869866783433,0.05498620495200157,0.051630645990371704,0.4675476077744471,,
