time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/clip_range,train/value_loss,train/n_updates,train/explained_variance,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
132,5.0,627000,0.63631784,5519,113,0.1,0.0038897063420639216,2620,0.9076468050479889,-94.8365959485372,1e-05,0.027804548,0.013629612279054225,0.05497889220714569,0.04115261137485504,0.47820311279695793,,
133,5.0,631750,0.63600501,5560,113,0.1,0.004425685386134622,2640,0.9012764990329742,-94.83712180455525,1e-05,0.04620861,0.012776368756234066,0.05498600751161575,0.0019361674785614014,0.45726561362389473,,
134,5.0,636500,0.63427443,5598,113,0.1,0.003933759480493054,2660,0.909120962023735,-94.8325208391462,1e-05,0.026639827,0.008555604422687426,0.05498601123690605,0.0358910858631134,0.48521427456511274,,
135,5.0,641250,0.63480158,5636,113,0.1,0.0040188704700475295,2680,0.9080944880843163,-94.83477999369303,1e-05,0.018175341,0.01106493296019677,0.054981764405965805,0.04413905367255211,0.45373808437115737,,
136,5.0,646000,0.6347155400000001,5676,113,0.1,0.004228411816681424,2700,0.9065389484167099,-94.83804136003766,1e-05,0.032234017,0.013127621610585791,0.054980672895908356,0.031146615743637085,0.474880940295268,,
137,5.0,650750,0.63659171,5715,113,0.1,0.003783535710476243,2720,0.9087750017642975,-94.8414200024727,1e-05,0.022620244,0.009432726199565188,0.05497591942548752,0.03568593040108681,0.47341665401218985,,
138,5.0,655500,0.6357162799999999,5753,113,0.1,0.004162165617118731,2740,0.9067385643720627,-94.84564743041992,1e-05,0.021436142,0.008616609037893895,0.054973527789115906,0.059154462069272995,0.44868180655140544,,
139,5.0,660250,0.63324515,5791,114,0.1,0.003898348563234322,2760,0.9053959846496582,-94.84759381612142,1e-05,0.032755304,0.016064829042037067,0.05497260019183159,0.040630217641592026,0.40622915684749994,,
140,5.0,665000,0.64029946,5852,113,0.1,0.0039117244412549415,2780,0.909049317240715,-94.84523340861003,1e-05,0.024989836,0.015815545493644896,0.0549776628613472,0.04044739156961441,0.49188460252749233,5.0,0.6639691068266876
141,5.0,669750,0.6352822499999999,5892,113,0.1,0.0040567388367027234,2800,0.9087996706366539,-94.84283147958608,1e-05,0.020317333,0.01352404193198702,0.05497627705335617,0.039690375328063965,0.4348461432728725,,
142,5.0,674500,0.6368332999999999,5933,113,0.1,0.0038505918315709813,2820,0.9102985560894012,-94.84888804920932,1e-05,0.018939845,0.011597512781605968,0.054968032985925674,0.051219642162323,0.5103289345058759,,
143,5.0,679250,0.63419537,5973,113,0.1,0.003865485509866666,2840,0.9121460691094398,-94.85369879030713,1e-05,0.046024006,0.015646891019911267,0.05496859550476074,0.03405865281820297,0.5148774373555081,,
144,5.0,684000,0.6333683699999999,6012,113,0.1,0.004004675843235519,2860,0.9089778736233711,-94.85318498964664,1e-05,0.03437148,0.006118615684335573,0.054967910051345825,0.0540236160159111,0.4191573981437142,,
145,5.0,688750,0.635389,6050,113,0.1,0.003875805127123992,2880,0.9075580611824989,-94.85346603393555,1e-05,0.024448484,0.011146786618621741,0.054967887699604034,0.048217520117759705,0.443649989014181,,
146,5.0,693500,0.6381201299999999,6089,113,0.1,0.004044587114239456,2900,0.908647708594799,-94.85568250020346,1e-05,0.057040025,0.016454175070819286,0.05496422201395035,0.00763523206114769,0.5254444321600238,,
147,5.0,698250,0.63897587,6130,113,0.1,0.0037495934525698734,2920,0.9085307717323303,-94.86002119382222,1e-05,0.028118907,0.0068327291587341596,0.054960235953330994,0.040529295802116394,0.4661822802775229,,
148,5.0,703000,0.63692093,6169,113,0.1,0.003846364707819053,2940,0.9142389446496964,-94.86354361034574,1e-05,0.01653077,0.00777537321726101,0.05495879054069519,0.06789757311344147,0.46009522728799357,,
149,5.0,707750,0.6392993299999999,6208,113,0.1,0.003885566617529362,2960,0.9083273485302925,-94.86489465175531,1e-05,0.021224802,0.014536122636898642,0.054957397282123566,0.05899485573172569,0.48469870639129137,,
150,5.0,712500,0.6366313800000001,6269,113,0.1,0.0035772283596805098,2980,0.912952832877636,-94.86551166881215,1e-05,0.03383082,0.006110660647706161,0.05495845526456833,0.031585320830345154,0.4644621104481771,5.0,0.6640249404679484
151,5.0,717250,0.63793354,6308,113,0.1,0.003994466076255776,3000,0.9080278426408768,-94.86364830864801,1e-05,0.024170695,0.009930474640242817,0.054960139095783234,0.03286994248628616,0.45888887783253773,,
152,5.0,722000,0.63634054,6347,113,0.1,0.004094403349937728,3020,0.9056024178862572,-94.86069044455503,1e-05,0.03119754,0.014773905616194119,0.0549638494849205,0.0474042072892189,0.5084551161465546,,
153,5.0,726750,0.63934727,6385,113,0.1,0.003797198593060279,3040,0.9064460545778275,-94.85889792972141,1e-05,0.026556427,0.011453148245706372,0.054962191730737686,0.0389690026640892,0.4648124886055787,,
154,5.0,731500,0.64015002,6424,113,0.1,0.0038096611481159923,3060,0.9073842391371727,-94.85934397379557,1e-05,0.027003845,0.014947074314630783,0.05496435984969139,0.04374607279896736,0.46494165473307175,,
155,5.0,736250,0.6404470499999999,6464,113,0.1,0.003981409139501361,3080,0.9100340455770493,-94.85692252134666,1e-05,0.028513795,0.012669192284106836,0.05496542900800705,0.05967717617750168,0.48037819319452424,,
156,5.0,741000,0.6393428099999999,6503,113,0.1,0.003956684669575248,3100,0.9077577441930771,-94.85817898481321,1e-05,0.018830584,0.010483524731089848,0.0549624040722847,0.028545862063765526,0.4403589634809834,,
157,5.0,745750,0.6401699,6545,113,0.1,0.003826076555221031,3120,0.9108510464429855,-94.85844401041666,1e-05,0.02011093,0.007835817658594178,0.05496565252542496,0.0458589531481266,0.4671777668005476,,
158,5.0,750500,0.63990416,6584,113,0.1,0.004430793383373664,3140,0.905605673789978,-94.85246331630609,1e-05,0.026211968,0.014962206012528432,0.05497228726744652,0.04184069484472275,0.46233332174925656,,
159,5.0,755250,0.6411926,6625,113,0.1,0.00397293424854676,3160,0.910070464015007,-94.85088818120022,1e-05,0.020675547,0.00849585723922724,0.054967522621154785,0.05802885442972183,0.4781813607843337,,
160,5.0,760000,0.63920057,6688,113,0.1,0.0039268847999887335,3180,0.9123460054397583,-94.85655737982856,1e-05,0.020570928,0.00796295561910149,0.05496331304311752,0.06074229255318642,0.4478277660544134,5.0,0.6637957147120772
161,5.0,764750,0.6404813700000002,6726,113,0.1,0.003667776240811994,3200,0.9088020920753479,-94.8583058420817,1e-05,0.02122716,0.007579185188299015,0.05496454983949661,0.04339238628745079,0.44663332242984327,,
162,5.0,769500,0.6380008200000001,6766,113,0.1,0.004021655947344341,3220,0.9117696210741997,-94.859728196088,1e-05,0.02343312,0.004296841189431874,0.05496080964803696,0.030194077640771866,0.4578823415735992,,
163,5.0,774250,0.6433222700000001,6804,113,0.1,0.003684949637390673,3240,0.9168249443173409,-94.86193247477213,1e-05,0.02571474,0.004715780184217131,0.05496056377887726,0.05253145471215248,0.41945832312727965,,
164,5.0,779000,0.6395315500000001,6844,113,0.1,0.0039035572663124185,3260,0.9145577326416969,-94.86342878341675,1e-05,0.038215134,0.013499996212330377,0.05495820939540863,0.026802629232406616,0.4882031133349907,,
165,5.0,783750,0.6411827099999999,6883,113,0.1,0.0035308482775387043,3280,0.9166805520653725,-94.86392472585042,1e-05,0.026321582,0.010026074344872911,0.05495981127023697,0.017952192574739456,0.4792551966093015,,
166,5.0,788500,0.64184372,6923,113,0.1,0.00339634615118571,3300,0.9163525104522705,-94.86489488510858,1e-05,0.026024768,0.009672429522941452,0.054956864565610886,0.05748967081308365,0.4656845113572975,,
167,5.0,793250,0.6393157500000001,6964,113,0.1,0.003767425764613507,3320,0.9140223190188408,-94.86908890573602,1e-05,0.030497663,0.012442942634951592,0.05495182052254677,0.032166868448257446,0.4833201632671581,,
168,5.0,798000,0.6394396000000001,7003,113,0.1,0.00384310414083302,3340,0.9122682586312294,-94.8726833484791,1e-05,0.022808174,0.00734965668881155,0.054951488971710205,0.0320153683423996,0.42398147107688366,,
169,5.0,802750,0.64183605,7041,113,0.1,0.003860208002798673,3360,0.9098237454891205,-94.87275000678169,1e-05,0.027317671,0.006884244564710069,0.05495161563158035,0.03803560137748718,0.4375694330923984,,
170,5.0,807500,0.64254313,7101,113,0.1,0.0036546229246249866,3380,0.9137019291520119,-94.87364209493002,1e-05,0.029533684,0.01304476408691143,0.0549498051404953,0.0362982377409935,0.47219641646592037,5.0,0.6649937222906552
171,5.0,812250,0.64065751,7142,113,0.1,0.003947545166334344,3400,0.914245069026947,-94.87476706610785,1e-05,0.028032927,0.015517589341447457,0.054950304329395294,0.058907970786094666,0.4891888764407486,,
172,5.0,817000,0.6433428699999999,7180,113,0.1,0.003716150394951304,3420,0.9174479693174362,-94.87535975138347,1e-05,0.035766285,0.018524884636670774,0.054948173463344574,0.059196725487709045,0.45614998852989325,,
173,5.0,821750,0.6419733999999999,7219,113,0.1,0.0036752279822914197,3440,0.9139390736818314,-94.87755904424758,1e-05,0.01790086,0.011377814933874462,0.054946169257164,0.042372167110443115,0.4492737988786151,,
174,5.0,826500,0.6423342599999999,7258,113,0.1,0.0038648234742980165,3460,0.9153090640902519,-94.87805936764448,1e-05,0.027338231,0.010170152289966936,0.05494777858257294,0.054700128734111786,0.4884551162413584,,
175,5.0,831250,0.6414506900000001,7298,113,0.1,0.0036732959635675144,3480,0.9113654345273972,-94.87645179552909,1e-05,0.03722844,0.009354328413273045,0.05494861304759979,0.04368094727396965,0.48745511684280174,,
176,5.0,836000,0.6415332199999999,7337,113,0.1,0.0037009315702810205,3500,0.914972297847271,-94.87533714988015,1e-05,0.036199067,0.00994225640849133,0.05495009571313858,0.008900076150894165,0.43622726208643253,,
177,5.0,840750,0.6428761100000001,7376,113,0.1,0.003767862895814081,3520,0.915032796561718,-94.87477074517145,1e-05,0.026266852,0.013233473123000642,0.05494925379753113,0.04008011519908905,0.4519222110613353,,
178,5.0,845500,0.64427528,7415,114,0.1,0.003934647467556513,3540,0.9103821143507957,-94.87420537312825,1e-05,0.022935873,0.004258617919727574,0.05495124310255051,0.059660594910383224,0.45957221066786186,,
179,5.0,850250,0.6421437300000001,7454,114,0.1,0.0043689050559455956,3560,0.9070858880877495,-94.87218805948893,1e-05,0.030226609,0.01721238080564235,0.05495264381170273,0.0327877402305603,0.5166538341388774,,
180,5.0,855000,0.64308601,7516,113,0.1,0.003825722556073396,3580,0.9139287620782852,-94.87073300679525,1e-05,0.03613259,0.01491552944689258,0.05495346710085869,0.03598424047231674,0.5045714149905723,5.0,0.6644654782376069
181,5.0,859750,0.6449774600000001,7556,113,0.1,0.0038028665262067485,3600,0.9117499738931656,-94.86855870564779,1e-05,0.030704513,0.010139512180489127,0.05495733395218849,0.03954008221626282,0.46598887809862694,,
182,5.0,864500,0.6432187500000001,7595,113,0.1,0.0038047186483810137,3620,0.9128873497247696,-94.86503465440538,1e-05,0.03051059,0.009176534422321617,0.05495825409889221,0.041474901139736176,0.49724304335476416,,
183,5.0,869250,0.64431335,7636,113,0.1,0.0038481213437626138,3640,0.9153654724359512,-94.86354239145915,1e-05,0.04841509,0.011066702996804944,0.054961081594228745,0.040988001972436905,0.5081624873564579,,
184,5.0,874000,0.64475879,7675,113,0.1,0.0037041411466466694,3660,0.9160799011588097,-94.86202022845929,1e-05,0.05766347,0.013794079691721431,0.05495994910597801,0.01499287411570549,0.4986025523633147,,
185,5.0,878750,0.6436428300000001,7713,113,0.1,0.004060782465320598,3680,0.91254972666502,-94.86274352603489,1e-05,0.022832813,0.016418004264910926,0.05496007576584816,0.054622258991003036,0.4845485989741671,,
186,5.0,883500,0.64410354,7752,113,0.1,0.00417511466334367,3700,0.9123588129878044,-94.86066328684488,1e-05,0.02954617,0.018767458821003443,0.05496367812156677,0.03976354002952576,0.4628819328021362,,
187,5.0,888250,0.6451824599999999,7792,113,0.1,0.003852616463943074,3720,0.9149115681648254,-94.86099013010661,1e-05,0.018861625,0.012131024653631535,0.05495882406830788,0.04221933335065842,0.5059166547873368,,
188,5.0,893000,0.6468200800000001,7830,114,0.1,0.004045364318105081,3740,0.9129619300365448,-94.86401774088542,1e-05,0.03685328,0.010349863300245494,0.05495937168598175,0.028224896639585495,0.45020832133168975,,
189,5.0,897750,0.64523927,7867,114,0.1,0.0041322896664496515,3760,0.9118291884660721,-94.86291602452596,1e-05,0.03569105,0.012593671302914104,0.05496077984571457,0.061462096869945526,0.452322906521537,,
190,5.0,902500,0.6444937199999999,7927,113,0.1,0.004026883560268638,3780,0.9092161506414413,-94.86283829517853,1e-05,0.037331175,0.011418054453024575,0.0549590066075325,0.053762055933475494,0.47257691188595996,5.0,0.6653028112188561
191,5.0,907250,0.6450449200000001,7965,113,0.1,0.00416425830098214,3800,0.908019170165062,-94.86325502748842,1e-05,0.031089514,0.01285689203204107,0.05496053025126457,0.017637157812714577,0.4360925812843359,,
192,5.0,912000,0.64644358,8003,113,0.1,0.003963365893448806,3820,0.9085650071501732,-94.86182424757216,1e-05,0.028302051,0.009894715904412805,0.05496140569448471,0.036699287593364716,0.4512847105273977,,
193,5.0,916750,0.6456077300000002,8042,113,0.1,0.00400673477158237,3840,0.90716652572155,-94.86123481163612,1e-05,0.023774045,0.007256295561598819,0.05496137589216232,0.058731384575366974,0.42731409138546156,,
194,5.0,921500,0.6486179799999999,8081,114,0.1,0.003896956158698433,3860,0.9087924361228943,-94.86259740193685,1e-05,0.02403062,0.00969729276348426,0.054958928376436234,0.03695451095700264,0.45428471088202466,,
195,5.0,926250,0.6451859799999999,8120,114,0.1,0.00418470504505205,3880,0.908373050391674,-94.86495897202265,1e-05,0.027809495,0.016874823689800318,0.05495829880237579,0.036080338060855865,0.48003570205487667,,
196,5.0,931000,0.64695848,8160,114,0.1,0.0037442853616084905,3900,0.9131428897380829,-94.86514292822943,1e-05,0.02086825,0.007378672022200086,0.05495850369334221,0.06412693113088608,0.46361804381659666,,
197,5.0,935750,0.64761856,8197,114,0.1,0.004100295634190034,3920,0.9089063107967377,-94.8646633360121,1e-05,0.02280382,0.01057537832017656,0.05495857447385788,0.05037606135010719,0.44093748840969055,,
198,5.0,940500,0.64537107,8236,114,0.1,0.0037537660636713334,3940,0.910547062754631,-94.86346264463482,1e-05,0.016803343,0.008839558764953195,0.05496044456958771,0.0663166269659996,0.420772715830103,,
199,5.0,945250,0.64679005,8276,114,0.1,0.004105063592093453,3960,0.9104296043515205,-94.86281469662984,1e-05,0.024528222,0.013333387205754884,0.054959721863269806,0.05556550621986389,0.4738385293787966,,
200,5.0,950000,0.6458222699999999,8337,113,0.1,0.0038880380774138582,3980,0.9142475798726082,-94.86286717369443,1e-05,0.016735874,0.00704766784319352,0.054960787296295166,0.0539451465010643,0.476035701766211,5.0,0.6641214143368535
201,5.0,954750,0.6455789799999999,8374,114,0.1,0.0037459461515854026,4000,0.9118217304348946,-94.86131453080611,1e-05,0.04493105,0.0079955200418057,0.05496182292699814,0.026933439075946808,0.4467802919348645,,
202,5.0,959500,0.6433457300000001,8412,114,0.1,0.003991320330974166,4020,0.9112196192145348,-94.8606734304717,1e-05,0.04162929,0.01305015873510583,0.054962411522865295,0.028427250683307648,0.46266665569591253,,
203,5.0,964250,0.6473227,8449,114,0.1,0.003825646314200842,4040,0.9147836193442345,-94.8601980138708,1e-05,0.036907826,0.012241714616983878,0.054962482303380966,0.052914347499608994,0.42971295260617304,,
204,5.0,969000,0.6433530499999999,8487,114,0.1,0.004381946290636228,4060,0.9081561118364334,-94.86069140964084,1e-05,0.039964136,0.01260386306511807,0.054961174726486206,-0.0013429000973701477,0.40812961999326947,,
205,5.0,973750,0.6452340199999999,8526,114,0.1,0.00403405873062597,4080,0.909240834414959,-94.86151203964695,1e-05,0.052693788,0.010100367677630753,0.05496203899383545,0.006611667573451996,0.4474393824835054,,
206,5.0,978500,0.64856679,8565,114,0.1,0.004070869374037203,4100,0.9065887629985809,-94.8598974609375,1e-05,0.039530013,0.010385906593350208,0.05496378242969513,0.0550137460231781,0.4714499885744105,,
207,5.0,983250,0.6441857299999999,8604,114,0.1,0.004219396844004782,4120,0.9050306528806686,-94.85832730806791,1e-05,0.031766694,0.012173995523556858,0.054963551461696625,0.07184484601020813,0.4947563974592739,,
208,5.0,988000,0.6481520399999999,8642,114,0.1,0.003837397544541293,4140,0.906831793487072,-94.85996528908059,1e-05,0.03878971,0.009928274415668396,0.05496145784854889,0.057657837867736816,0.43325924892495904,,
209,5.0,992750,0.64651409,8682,114,0.1,0.004161990182991657,4160,0.9102633222937584,-94.86014624701606,1e-05,0.043433387,0.012313844375020007,0.05496358126401901,0.00032244622707366943,0.4981610987231963,,
210,5.0,997500,0.6456253699999999,8743,114,0.1,0.004217656676579888,4180,0.9101578518748283,-94.85931312924339,1e-05,0.021508818,0.009229380686500602,0.05496249720454216,0.061493195593357086,0.4648095120709123,5.0,0.6648220685061599
211,5.0,1002250,0.6436994,8781,114,0.1,0.0036405692963550488,4200,0.9095334261655807,-94.85935665312267,1e-05,0.03175115,0.007426644049088717,0.05496419221162796,0.06767876446247101,0.4131904656311408,,
212,5.0,1007000,0.6477910899999999,8820,114,0.1,0.003635177631495577,4220,0.9115577861666679,-94.85975279374556,1e-05,0.040990207,0.015404007955692408,0.05496056377887726,0.05416211485862732,0.484015139567694,,
213,5.0,1011750,0.6483649899999999,8860,114,0.1,0.00399974603760278,4240,0.9114150181412697,-94.86282581147694,1e-05,0.073649764,0.012917589823619768,0.05496105179190636,-0.02253105491399765,0.4895297509119181,,
214,5.0,1016500,0.64870004,8898,114,0.1,0.003963461461632202,4260,0.9110828042030334,-94.86083351135254,1e-05,0.029199652,0.012657974495002267,0.054962385445833206,0.06519608199596405,0.46090832230634987,,
215,5.0,1021250,0.64559436,8937,114,0.1,0.0037106118150845623,4280,0.914397306740284,-94.86116915616122,1e-05,0.025228838,0.011463499138298196,0.05496072769165039,0.03894574195146561,0.4900833212347193,,
216,5.0,1026000,0.64553074,8975,114,0.1,0.0037698489458610615,4300,0.9112915843725204,-94.86294931482385,1e-05,0.04162997,0.0073130641348737166,0.05495940148830414,0.01857886090874672,0.41905554442804444,,
217,5.0,1030750,0.6475578299999999,9013,114,0.1,0.0037837304696613163,4320,0.9115671813488007,-94.8635025024414,1e-05,0.030778103,0.008296951827334729,0.054960377514362335,0.05460471659898758,0.43450924827441295,,
218,5.0,1035500,0.6478466900000001,9052,114,0.1,0.004037337719799123,4340,0.9075040146708488,-94.862019305759,1e-05,0.01935778,0.008121967198452306,0.05496148765087128,0.06561887264251709,0.4462708218488842,,
219,5.0,1040250,0.64892056,9089,114,0.1,0.003966889440614198,4360,0.9108281135559082,-94.86184470767067,1e-05,0.018574936,0.006197896697830106,0.05496044456958771,0.04455619677901268,0.3641785634437665,,
220,5.0,1045000,0.64518257,9148,114,0.1,0.0038338211908315618,4380,0.9156938716769218,-94.86179875691732,1e-05,0.0372755,0.010147949242331353,0.05496169254183769,0.028482571244239807,0.41009998941173154,5.0,0.6655036994838184
221,5.0,1049750,0.65116592,9187,114,0.1,0.004103640846442431,4400,0.9139270260930061,-94.8610459391276,1e-05,0.07358226,0.008951742714092437,0.05496170371770859,0.025831595063209534,0.4586083221140628,,
222,5.0,1054500,0.6493471099999999,9228,114,0.1,0.004278732116297618,4420,0.9067393839359283,-94.86227966009402,1e-05,0.041654367,0.011780228755941877,0.05495968833565712,0.026729341596364975,0.49124508591040095,,
223,5.0,1059250,0.64854296,9266,114,0.1,0.003967705422427314,4440,0.916146770119667,-94.86223533825996,1e-05,0.025477396,0.010943239106079168,0.054961834102869034,0.062432218343019485,0.4505705006707173,,
224,5.0,1064000,0.6463383399999999,9306,114,0.1,0.004248032565616692,4460,0.9111350178718567,-94.86195155956128,1e-05,0.039494663,0.015077882050501,0.05495978891849518,0.015929654240608215,0.5219953568893726,,
225,5.0,1068750,0.6486285099999999,9345,114,0.1,0.0037423124515976853,4480,0.9159902706742287,-94.86406099368364,1e-05,0.034227427,0.006229854391721536,0.05495911464095116,0.043490711599588394,0.45787819261447743,,
226,5.0,1073500,0.6460797500000001,9384,114,0.1,0.004068930350441599,4500,0.9123295098543167,-94.86297780817205,1e-05,0.068354756,0.00890735773802012,0.05496092885732651,0.044558268040418625,0.43128029192148737,,
227,5.0,1078250,0.64663252,9421,114,0.1,0.004137849169118064,4520,0.9101419001817703,-94.86193934849331,1e-05,0.046081897,0.006093657869106616,0.054960981011390686,0.04314959794282913,0.4040714190452404,,
228,5.0,1083000,0.65027749,9458,114,0.1,0.003951841505477205,4540,0.9136852994561195,-94.86320327123006,1e-05,0.067216314,0.0076969359045464016,0.05495905876159668,0.01778789609670639,0.4523645723995287,,
229,5.0,1087750,0.6486964799999998,9496,114,0.1,0.004058337558699013,4560,0.9133845120668411,-94.86520402696398,1e-05,0.046191692,0.012538633593425738,0.05495733022689819,0.01864718087017536,0.4428703597660556,,
230,5.0,1092500,0.64820652,9556,114,0.1,0.0038252446783223638,4580,0.909391961991787,-94.86698636655454,1e-05,0.038957376,0.010318297233383426,0.054956160485744476,0.030412845313549042,0.4276851749478805,5.0,0.6665892478307751
231,5.0,1097250,0.64663376,9595,114,0.1,0.0036430897381311902,4600,0.9156647399067879,-94.86846247355143,1e-05,0.040639956,0.006190647204075745,0.05495470389723778,0.03477533161640167,0.4280416558558742,,
232,5.0,1102000,0.64973558,9634,114,0.1,0.004027041128439898,4620,0.9073434323072433,-94.87097863091363,1e-05,0.03685573,0.0063524031487322595,0.05495169758796692,0.05247555673122406,0.4183981372422918,,
233,5.0,1106750,0.64950153,9673,114,0.1,0.003971169676191898,4640,0.9133404642343521,-94.8743185043335,1e-05,0.04133682,0.009810158717297476,0.05494936928153038,0.02896197885274887,0.46633332249346293,,
234,5.0,1111500,0.64796295,9709,114,0.1,0.0040307098136205845,4660,0.9092753157019615,-94.87638578414916,1e-05,0.02457492,0.00869158760724776,0.054948315024375916,0.053014107048511505,0.427947904712831,,
235,5.0,1116250,0.6473629,9747,114,0.1,0.004225836908315412,4680,0.9067993015050888,-94.87672129737007,1e-05,0.028518885,0.0069495891159797275,0.054948899894952774,0.03449627012014389,0.4485902663333238,,
236,5.0,1121000,0.6496304699999998,9785,114,0.1,0.004251792313233535,4700,0.908098891377449,-94.87807040744357,1e-05,0.051901117,0.011355711418144895,0.054945286363363266,0.0459042526781559,0.49950693344386915,,
237,5.0,1125750,0.64727325,9823,114,0.1,0.004243935272097587,4720,0.9079122766852379,-94.87920220114968,1e-05,0.024452562,0.012682972580380165,0.05494767799973488,0.06585321575403214,0.4505302917762575,,
238,5.0,1130500,0.6475899799999999,9861,114,0.1,0.0036710048277330187,4740,0.9091178104281425,-94.87689841134208,1e-05,0.040400174,0.012072546540694713,0.05494892597198486,0.03657124191522598,0.4212857033613892,,
239,5.0,1135250,0.64989888,9898,114,0.1,0.003987593801936046,4760,0.9052160307765007,-94.87670996529715,1e-05,0.04060482,0.009148839148961627,0.05494772642850876,0.05112992227077484,0.38747618060913824,,
240,5.0,1140000,0.6489026699999999,9958,114,0.1,0.00392191191850644,4780,0.9093196243047714,-94.8783864621763,1e-05,0.028568784,0.006018981628327716,0.05494626238942146,0.06823035329580307,0.4417870272778802,5.0,0.6659544482239317
241,5.0,1144750,0.6474622099999999,9996,114,0.1,0.004161855280399323,4800,0.9073272719979286,-94.88049158732096,1e-05,0.039596274,0.007311816738630614,0.05494411662220955,0.025925740599632263,0.4192083223024383,,
242,5.0,1149500,0.64950793,10035,114,0.1,0.0043597224392686726,4820,0.9010869339108467,-94.88393139309353,1e-05,0.028079877,0.008383523249842833,0.054940059781074524,0.05152764916419983,0.40258332304828975,,
243,5.0,1154250,0.6486059000000001,10075,114,0.1,0.004234881459904665,4840,0.9052415862679482,-94.88846074884589,1e-05,0.03219968,0.008942989059334125,0.05493707209825516,0.0636361762881279,0.45690150446343153,,
244,5.0,1159000,0.64927315,10112,114,0.1,0.003893648961869379,4860,0.9062232971191406,-94.88905565897623,1e-05,0.044240084,0.012061681113389955,0.05493883043527603,0.027825549244880676,0.4436916550140207,,
245,5.0,1163750,0.6507655600000001,10151,114,0.1,0.004069964723859096,4880,0.9002523049712181,-94.88765307339754,1e-05,0.039628986,0.009752408129549375,0.05493902787566185,0.055469971150159836,0.4633484734546845,,
246,5.0,1168500,0.6482762100000001,10188,114,0.1,0.004747353895153437,4900,0.9010949581861496,-94.8864244249132,1e-05,0.02246732,0.005089119799182358,0.05494153872132301,0.057234518229961395,0.40137035942257004,,
247,5.0,1173250,0.6501889600000001,10226,114,0.1,0.00432834203950026,4920,0.9026695117354393,-94.88567951343677,1e-05,0.029829254,0.009545919641280395,0.05493941903114319,0.08188014477491379,0.4259259149690883,,
248,5.0,1178000,0.6511449399999999,10264,114,0.1,0.00447099742578399,4940,0.9019197970628738,-94.88876356645063,1e-05,0.03722561,0.008802243722372564,0.0549369677901268,0.015309091657400131,0.4445302914235402,,
249,5.0,1182750,0.64876201,10305,114,0.1,0.004814179612731095,4960,0.895464576780796,-94.89205803871155,1e-05,0.032993305,0.011821124424739786,0.0549340546131134,0.04966650903224945,0.47902602919687826,,
250,5.0,1187500,0.6501410900000001,10365,114,0.1,0.004158247131595595,4980,0.9004154726862907,-94.89413039595992,1e-05,0.027646251,0.007611023375842644,0.05493316799402237,0.07010848820209503,0.43419443234904775,5.0,0.6656496465209675
251,5.0,1192250,0.65194299,10404,114,0.1,0.004813643899449909,5000,0.8950010687112808,-94.89447167136453,1e-05,0.036651876,0.011171119014682873,0.05493365228176117,0.04338676482439041,0.4518560493491929,,
252,5.0,1197000,0.65006297,10442,114,0.1,0.003977128383875997,5020,0.9039425998926163,-94.89436464662906,1e-05,0.021680312,0.008929494091953396,0.0549328476190567,0.054603930562734604,0.4393981381215983,,
253,5.0,1201750,0.64663622,10480,114,0.1,0.004357771170325577,5040,0.8999788090586662,-94.89674763997395,1e-05,0.041466508,0.010982387710307299,0.054929472506046295,0.06979987770318985,0.437566655757837,,
254,5.0,1206500,0.6498039099999999,10517,114,0.1,0.004139491462329816,5060,0.9012350961565971,-94.89950862460667,1e-05,0.035544474,0.0065780945575218885,0.054928578436374664,0.019192077219486237,0.3693194351081426,,
255,5.0,1211250,0.6512163599999999,10555,114,0.1,0.004281784059842014,5080,0.8999195024371147,-94.9007372962104,1e-05,0.016459947,0.005732269872037355,0.05492690950632095,0.07065834105014801,0.3714861024895476,,
256,5.0,1216000,0.6472307899999998,10592,114,0.1,0.004529754525389184,5100,0.8959984108805656,-94.90378096609405,1e-05,0.01299547,0.004013684792192761,0.054923541843891144,0.056113265454769135,0.4025757478437189,,
257,5.0,1220750,0.64877803,10630,114,0.1,0.004364184771354,5120,0.9001420438289642,-94.90661428946036,1e-05,0.04223709,0.005523725309832688,0.05492248758673668,0.04227074235677719,0.43397221136493264,,
258,5.0,1225500,0.6503308,10667,114,0.1,0.004307502408725365,5140,0.8964879363775253,-94.90798075993855,1e-05,0.026993359,0.003913296606765485,0.05492096766829491,0.027629610151052475,0.3971458229391525,,
259,5.0,1230250,0.65245299,10705,114,0.1,0.00410842603596393,5160,0.9012379497289658,-94.90968554814657,1e-05,0.0540902,0.011116631912205783,0.054919153451919556,0.038328804075717926,0.41746873887605035,,
260,5.0,1235000,0.6495475499999999,10764,114,0.1,0.0046756979730685775,5180,0.8945499137043953,-94.91043987852154,1e-05,0.05101427,0.01387613189274095,0.05492030456662178,0.024690041318535805,0.4552196862260726,5.0,0.6662633344412328
261,5.0,1239750,0.6501683500000002,10803,114,0.1,0.00482598947128281,5200,0.8944526389241219,-94.91023009618124,1e-05,0.0362092,0.008903134190150326,0.05491878092288971,0.004793751984834671,0.432572904995565,,
