rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/std,train/entropy_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
5.0,225,11,0.5760196899999999,2500,1,,,,,,,,,,,,,
5.0,448,11,0.5775949800000001,5000,2,0.006550616,-3.9545979499816895,0.14305193651467563,0.35848001613048835,0.10499691963195801,0.1,0.05502523481845856,-94.78671974182129,1e-05,20,-0.02637183207819568,,
5.0,674,11,0.57805901,7500,3,0.0065990128,-0.42187249660491943,0.03543074258603156,0.3661400180123746,0.05900682508945465,0.1,0.05502604693174362,-94.78515029907227,1e-05,40,-0.03393799036571636,,
5.0,900,11,0.5820835199999999,10000,4,0.0067763682,0.1696702241897583,0.022348741181194783,0.34396001503104345,0.06161881983280182,0.1,0.055026933550834656,-94.78404266357421,1e-05,60,-0.032576916148063476,,
5.0,1123,11,0.58025754,12500,5,0.0075703324,0.3882075548171997,0.017215247140266,0.3821200175303966,0.0552385151386261,0.1,0.055027611553668976,-94.78347568511963,1e-05,80,-0.03596790046488102,,
5.0,1350,11,0.57831955,15000,6,0.0080720885,0.4918332099914551,0.014761093994602561,0.3696200179029256,0.061799705028533936,0.1,0.05502687394618988,-94.78344394683837,1e-05,100,-0.03452916816598797,,
5.0,1575,11,0.57702968,17500,7,0.007506261,0.5137355625629425,0.01440263052470982,0.37366001731483267,0.0526462122797966,0.1,0.05502590537071228,-94.78403327941895,1e-05,120,-0.03434735501836585,,
5.0,1801,11,0.58107579,20000,8,0.007848279,0.5716852247714996,0.012753547164611518,0.3904200176964514,0.05304134264588356,0.1,0.055026132613420486,-94.78481689453125,1e-05,140,-0.03557718184622523,,
5.0,2025,11,0.5783878200000001,22500,9,0.0072850157,0.6175554096698761,0.011509326612576842,0.3662000171095133,0.057220641523599625,0.1,0.05502432584762573,-94.78581230163574,1e-05,160,-0.0342307274103581,,
5.0,2274,10,0.5810777300000001,25000,10,0.007449447,0.6357089281082153,0.010987107246182858,0.35992001643870025,0.05770742893218994,0.1,0.055025238543748856,-94.78607795715332,1e-05,180,-0.03385212157553179,0.6080444896485575,5.0
5.0,2497,11,0.5832023500000001,27500,11,0.008832766,0.6726000308990479,0.009944948870688676,0.3794000172335654,0.053271062672138214,0.1,0.05502530187368393,-94.78600360870361,1e-05,200,-0.03613002137824843,,
5.0,2719,11,0.58402047,30000,12,0.005578634,0.6940768659114838,0.009301880949642509,0.38382001939462496,0.05143319442868233,0.1,0.05502575635910034,-94.78533977508545,1e-05,220,-0.0353911671669432,,
5.0,2946,11,0.58127993,32500,13,0.0074409614,0.6947845220565796,0.0093032319820486,0.3672200170415454,0.05125080794095993,0.1,0.05502551421523094,-94.78539630889892,1e-05,240,-0.0344309784885548,,
5.0,3173,11,0.5833212600000001,35000,14,0.00748061,0.7024191915988922,0.009011743885930628,0.38766001785872506,0.046748146414756775,0.1,0.0550282821059227,-94.78391292572022,1e-05,260,-0.036241834549373596,,
5.0,3399,11,0.58628592,37500,15,0.008839962,0.726219892501831,0.008353149881586433,0.39232001782394943,0.047643791884183884,0.1,0.05503223463892937,-94.78020359039307,1e-05,280,-0.036344536657338014,,
5.0,3624,11,0.5900087799999999,40000,16,0.007828413,0.7304705381393433,0.0082926891813986,0.3917600174807012,0.04591540992259979,0.1,0.055027589201927185,-94.7800838470459,1e-05,300,-0.03619550384714046,,
5.0,3849,11,0.5867774299999999,42500,17,0.007900947,0.7399609684944153,0.008067089857067913,0.3766400176100433,0.052311189472675323,0.1,0.0550299808382988,-94.78178337097168,1e-05,320,-0.03580926505020731,,
5.0,4076,11,0.58691581,45000,18,0.0072515425,0.7581276297569275,0.007485685606952757,0.37766001745359973,0.05622396618127823,0.1,0.05503370612859726,-94.77843540191651,1e-05,340,-0.03487297411043336,,
5.0,4303,11,0.5876434800000001,47500,19,0.00839086,0.7625164091587067,0.007363369748927653,0.40020001783035697,0.05238133668899536,0.1,0.05503642559051514,-94.77431930541992,1e-05,360,-0.03650613750084204,,
5.0,4553,10,0.58738343,50000,20,0.0076297945,0.7626123875379562,0.007359489593654871,0.4002200177521445,0.05366833135485649,0.1,0.055033065378665924,-94.77440223693847,1e-05,380,-0.036960882477489035,0.6292184098205156,5.0
