time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/std,eval/mean_ep_length,eval/mean_reward
22,1688,65,110000,5.0,0.6835248200000001,0.1281781816110015,420,-1.853656530380249,0.003170000131940469,-31.099685754776,0.08864512294530869,1e-06,0.0008854388,0.1,-0.003181745639980382,0.0550302229821682,,
23,1762,65,115000,5.0,0.6862425800000002,0.12647445317357778,440,-1.7946970462799072,0.0036500001628883183,-31.09940836906433,0.08707919716835022,1e-06,0.0008131875,0.1,-0.003195769290930457,0.05503135919570923,,
24,1837,65,120000,5.0,0.68973108,0.12415312420576811,460,-1.7731895446777344,0.0063600003020837905,-31.099213647842408,0.08509887009859085,1e-06,0.0009430622,0.1,-0.0037044800465561157,0.05503113567829132,,
25,1911,65,125000,5.0,0.68296919,0.11689671125262975,480,-1.5939106941223145,0.005820000260137022,-31.099419002532958,0.08442869037389755,1e-06,0.0010794329,0.1,-0.0038443036158413023,0.05503037944436073,,
26,1986,65,130000,5.0,0.68306944,0.11446045272052288,500,-1.5415172576904297,0.011320000499254093,-31.09957586288452,0.07982268929481506,1e-06,0.0012743179,0.1,-0.0042887180254736635,0.05503028631210327,,
27,2061,65,135000,5.0,0.68942752,0.10991031717509031,520,-1.447690725326538,0.007580000358866528,-31.099596710205077,0.0743221566081047,1e-06,0.0012465671,0.1,-0.003958432751254879,0.055030323565006256,,
28,2135,65,140000,5.0,0.68392765,0.10655862122774123,540,-1.3634040355682373,0.007970000384375453,-31.099654922485353,0.07287932187318802,1e-06,0.0010838854,0.1,-0.004116930920527579,0.055029891431331635,,
29,2209,65,145000,5.0,0.67932914,0.10201486896723509,560,-1.2567365169525146,0.014010000607231631,-31.099640216827392,0.07454828917980194,1e-06,0.0013552009,0.1,-0.004378045732369138,0.055030494928359985,,
30,2303,65,150000,5.0,0.687529,0.10133575838059188,580,-1.249852180480957,0.006120000263908878,-31.099386835098265,0.07460545003414154,1e-06,0.0010717168,0.1,-0.003610286574760666,0.05503115430474281,5.0,0.7118745785756477
31,2377,65,155000,5.0,0.68639879,0.09922277104109525,600,-1.2020623683929443,0.0074800003517884765,-31.09923056602478,0.07536576688289642,1e-06,0.0009551128,0.1,-0.003821727220260396,0.055031321942806244,,
32,2452,65,160000,5.0,0.6866002,0.09316832579672336,620,-1.0672566890716553,0.006460000273073092,-31.09898998260498,0.06955651193857193,1e-06,0.0009672282,0.1,-0.003663692651693822,0.05503248795866966,,
33,2527,65,165000,5.0,0.68385513,0.0959051251411438,640,-1.137721300125122,0.00446000020718202,-31.098535432815552,0.07600607722997665,1e-06,0.0009954348,0.1,-0.003618976177946536,0.05503363907337189,,
34,2600,65,170000,5.0,0.6864669699999999,0.08850799169391393,660,-0.9653592109680176,0.008070000354200602,-31.098014612197876,0.07035781443119049,1e-06,0.0010693272,0.1,-0.003866491295646126,0.05503522977232933,,
35,2674,65,175000,5.0,0.68946568,0.08635157160460949,680,-0.9219774007797241,0.012190000626724214,-31.09766375541687,0.0671376883983612,1e-06,0.0011652639,0.1,-0.004382321804992415,0.055035412311553955,,
36,2748,65,180000,5.0,0.6861661099999999,0.08583287864923478,700,-0.9111224412918091,0.007070000307867304,-31.09774227142334,0.06670869141817093,1e-06,0.0010495007,0.1,-0.0039477311182797336,0.05503479763865471,,
37,2821,65,185000,5.0,0.6846129800000001,0.082604510076344,720,-0.8347941637039185,0.006340000304626301,-31.09816146850586,0.0638703852891922,1e-06,0.0010381336,0.1,-0.0036592324911625075,0.05503321811556816,,
38,2894,65,190000,5.0,0.68644776,0.08215528819710016,740,-0.8382745981216431,0.003020000132964924,-31.098561906814574,0.0621161051094532,1e-06,0.0008947121,0.1,-0.0032563992885101278,0.055032845586538315,,
39,2967,65,195000,5.0,0.6826143,0.07689116731286048,760,-0.7044326066970825,0.009280000440776348,-31.098518381118776,0.0616903156042099,1e-06,0.001226897,0.1,-0.004133104345358465,0.05503340810537338,,
40,3060,65,200000,5.0,0.6855289100000002,0.07460187189280987,780,-0.6695342063903809,0.008430000446969644,-31.0982967376709,0.059862807393074036,1e-06,0.0010451396,0.1,-0.003924451825446376,0.05503399297595024,5.0,0.718002901955189
41,3133,65,205000,5.0,0.6869055799999998,0.07302270753309131,800,-0.6282434463500977,0.0036300001514609904,-31.09814519882202,0.060100194066762924,1e-06,0.0009587826,0.1,-0.003477255502490877,0.05503416061401367,,
42,3207,65,210000,5.0,0.6832767,0.07139623170718551,820,-0.5964901447296143,0.00903000041260384,-31.09806354522705,0.05734598636627197,1e-06,0.0012362035,0.1,-0.004293552179182143,0.055034443736076355,,
43,3280,65,215000,5.0,0.6926259499999999,0.06855707500129939,840,-0.5244829654693604,0.010770000497577712,-31.098014192581175,0.05561366304755211,1e-06,0.001239608,0.1,-0.004046255435886774,0.055034372955560684,,
44,3353,65,220000,5.0,0.68256567,0.06601903554052115,860,-0.46929073333740234,0.0077400003385264425,-31.097994441986085,0.05092945694923401,1e-06,0.0011605104,0.1,-0.003785477357398275,0.05503463372588158,,
45,3427,65,225000,5.0,0.6857324799999998,0.06747789794579148,880,-0.5062021017074585,0.005640000239945948,-31.097867956161497,0.05543358996510506,1e-06,0.0009406428,0.1,-0.0038673339901665483,0.05503499135375023,,
46,3500,65,230000,5.0,0.68839822,0.06275078864768148,900,-0.39456188678741455,0.00782000036095269,-31.097638511657713,0.05148644745349884,1e-06,0.0012352491,0.1,-0.00403761345134666,0.055035922676324844,,
47,3574,65,235000,5.0,0.6880438200000001,0.06425719121471048,920,-0.42681002616882324,0.008030000340659172,-31.097593469619753,0.05067822337150574,1e-06,0.001136432,0.1,-0.0040168678125557114,0.055034980177879333,,
48,3647,65,240000,5.0,0.68659182,0.06069477582350373,940,-0.3588637113571167,0.003340000135358423,-31.097858572006224,0.05555533617734909,1e-06,0.0008782263,0.1,-0.003287809052723205,0.05503473058342934,,
49,3719,65,245000,5.0,0.6860440400000001,0.057267258632928135,960,-0.2780510187149048,0.006230000305222348,-31.097720746994018,0.05526821315288544,1e-06,0.0010062419,0.1,-0.0037005826627095483,0.05503571033477783,,
50,3810,65,250000,5.0,0.6887484500000001,0.05950854828581214,980,-0.32797837257385254,0.003650000166380778,-31.097788276672365,0.05337563902139664,1e-06,0.00096809235,0.1,-0.0036343305391553795,0.055034276098012924,5.0,0.7295085392115558
51,3882,65,255000,5.0,0.6865765400000001,0.05558960421010852,1000,-0.2292642593383789,0.011630000593140722,-31.098092460632323,0.047161251306533813,1e-06,0.0012601673,0.1,-0.004095187824159474,0.05503418296575546,,
52,3953,65,260000,5.0,0.6889262700000001,0.05534607607871294,1020,-0.24344253540039062,0.005880000269971788,-31.098160448074342,0.054031893610954285,1e-06,0.0010268402,0.1,-0.003745173950413534,0.05503392964601517,,
53,4024,65,265000,5.0,0.6897061699999999,0.05440016116946936,1040,-0.21177983283996582,0.012170000586193054,-31.098231868743895,0.05253905802965164,1e-06,0.0011931614,0.1,-0.004432839093142888,0.0550338439643383,,
54,4096,65,270000,5.0,0.6898125099999999,0.05264542110264301,1060,-0.17339098453521729,0.01228000056114979,-31.097997970581055,0.04661935940384865,1e-06,0.0013621261,0.1,-0.00400073992028986,0.055035147815942764,,
55,4168,65,275000,5.0,0.68678851,0.05190754689276218,1080,-0.15851044654846191,0.010460000552702695,-31.097665491104127,0.0543498769402504,1e-06,0.00110775,0.1,-0.00406211805136854,0.05503546819090843,,
56,4239,66,280000,5.0,0.68856573,0.05058355577290058,1100,-0.14081978797912598,0.0068700002948753535,-31.09763533592224,0.04778752475976944,1e-06,0.0009749231,0.1,-0.003722963031019011,0.05503539741039276,,
57,4311,66,285000,5.0,0.6849252200000001,0.0485794866643846,1120,-0.08183348178863525,0.006180000302847475,-31.097326679229738,0.04513709992170334,1e-06,0.0010635193,0.1,-0.0037949832703531782,0.05503714829683304,,
58,4382,66,290000,5.0,0.68472264,0.048398860059678556,1140,-0.07905685901641846,0.007860000354703515,-31.09699023246765,0.04728641360998154,1e-06,0.0011728888,0.1,-0.0036494460768404834,0.0550370067358017,,
59,4454,66,295000,5.0,0.6834159200000001,0.04624259369447827,1160,-0.03509116172790527,0.009180000418564305,-31.097076387405394,0.04502362385392189,1e-06,0.0012109695,0.1,-0.004165374865561722,0.05503680557012558,,
60,4545,66,300000,5.0,0.6863910099999999,0.045997621826827526,1180,-0.032941579818725586,0.012650000602006913,-31.097155141830445,0.05026388168334961,1e-06,0.0013702374,0.1,-0.004506758359149892,0.055036500096321106,5.0,0.7369343649528683
61,4616,66,305000,5.0,0.68724424,0.04539361776784062,1200,-0.01447761058807373,0.01255000057280995,-31.097078647613525,0.04848122596740723,1e-06,0.0011086987,0.1,-0.00465757433161143,0.05503736436367035,,
62,4688,66,310000,5.0,0.6868574199999999,0.04158525913953781,1220,0.08472102880477905,0.0057700002763886,-31.096874656677247,0.046237293630838394,1e-06,0.00088874827,0.1,-0.0035868691653312725,0.05503744259476662,,
63,4759,66,315000,5.0,0.6874029199999998,0.043269296865910294,1240,0.029163479804992676,0.008970000457484275,-31.09686933517456,0.04399092495441437,1e-06,0.0010227197,0.1,-0.00418684830362988,0.05503735691308975,,
64,4831,66,320000,5.0,0.6900907399999998,0.04218242343515158,1260,0.05755650997161865,0.009990000518737361,-31.097013568878175,0.046671003103256226,1e-06,0.0012554462,0.1,-0.004103484402946798,0.05503670871257782,,
65,4903,66,325000,5.0,0.69045357,0.040781509652733805,1280,0.08441674709320068,0.00730000035953708,-31.097314443588257,0.04055594652891159,1e-06,0.0012108542,0.1,-0.003849435217384016,0.05503586307168007,,
66,4975,66,330000,5.0,0.68830353,0.04066856618970632,1300,0.0934799313545227,0.009570000465027989,-31.09752055168152,0.04553879797458649,1e-06,0.0012938605,0.1,-0.004000600566777983,0.0550355464220047,,
67,5047,66,335000,5.0,0.6925744700000002,0.038174951504915955,1320,0.14960569143295288,0.010700000503566115,-31.097550258636474,0.047602683305740356,1e-06,0.0012173677,0.1,-0.0045259639981838976,0.055035773664712906,,
68,5118,66,340000,5.0,0.6882827499999999,0.03838826920837164,1340,0.14166396856307983,0.007900000367080794,-31.097630195617675,0.046899959444999695,1e-06,0.0010571395,0.1,-0.003640327031294457,0.0550350695848465,,
69,5190,66,345000,5.0,0.6898754799999999,0.03735522545874119,1360,0.1715259552001953,0.0035100001387763768,-31.097991046905516,0.04509482532739639,1e-06,0.0009206888,0.1,-0.003284161679967399,0.055033911019563675,,
70,5280,66,350000,5.0,0.69293932,0.036612455053254965,1380,0.18121790885925293,0.00759000034769997,-31.098372926712035,0.043554238975048065,1e-06,0.0012830475,0.1,-0.0038107964132842653,0.055033084005117416,5.0,0.7183475544295499
71,5352,66,355000,5.0,0.6873963000000002,0.037324234675616026,1400,0.16680097579956055,0.00899000046774745,-31.098404932022095,0.04040970653295517,1e-06,0.0011203683,0.1,-0.004161352038651405,0.05503383278846741,,
72,5423,66,360000,5.0,0.6933985,0.03649921629577875,1420,0.18746048212051392,0.006860000328160822,-31.09813862800598,0.043803006410598755,1e-06,0.0011014809,0.1,-0.003766500088291358,0.055034343153238297,,
73,5495,66,365000,5.0,0.6908122400000001,0.0347016266733408,1440,0.22746336460113525,0.006770000313408673,-31.09785810470581,0.0399763286113739,1e-06,0.0010661578,0.1,-0.003734317814155426,0.05503533035516739,,
74,5566,66,370000,5.0,0.6893099,0.03358471273444593,1460,0.2497328519821167,0.012290000559296459,-31.09757689476013,0.03738583251833916,1e-06,0.0013083051,0.1,-0.004484059179089261,0.055035751312971115,,
75,5638,66,375000,5.0,0.6943208399999999,0.03268984919413924,1480,0.27458739280700684,0.009960000495193527,-31.097480764389037,0.03677249327301979,1e-06,0.0010911766,0.1,-0.0039923279975178,0.05503585934638977,,
76,5710,66,380000,5.0,0.6987910599999999,0.033676602365449074,1500,0.2506282329559326,0.015830000690184535,-31.097354583740234,0.03883304446935654,1e-06,0.0013668794,0.1,-0.004295232992248294,0.0550365075469017,,
77,5781,66,385000,5.0,0.6924011399999999,0.03157812247984111,1520,0.3077893853187561,0.00869000042672269,-31.097396774291994,0.04112042114138603,1e-06,0.0011493968,0.1,-0.0037526203088978226,0.05503547191619873,,
78,5853,66,390000,5.0,0.6879190600000001,0.03154821696691215,1540,0.30414503812789917,0.010690000505419447,-31.097432479858398,0.03550883010029793,1e-06,0.0013317787,0.1,-0.004025821879202223,0.05503654479980469,,
79,5924,66,395000,5.0,0.6869866,0.03121624900959432,1560,0.3030514121055603,0.005240000238409266,-31.097318506240846,0.03969218581914902,1e-06,0.0009796722,0.1,-0.0033119112204705605,0.05503581464290619,,
80,6015,66,400000,5.0,0.6948552499999999,0.03223462807014585,1580,0.2835959792137146,0.009090000458527356,-31.097565393447876,0.04157246649265289,1e-06,0.0012515726,0.1,-0.003999326231392719,0.05503547936677933,5.0,0.7006210868898767
81,6087,66,405000,5.0,0.69490427,0.030007105683907867,1600,0.33655792474746704,0.013800000653136522,-31.097671308517455,0.041141532361507416,1e-06,0.0014431643,0.1,-0.004538245536774923,0.05503518506884575,,
82,6159,66,410000,5.0,0.6926519299999998,0.0294124941714108,1620,0.34460562467575073,0.005160000218311324,-31.097595138549806,0.03805157169699669,1e-06,0.0010344686,0.1,-0.003687834567076802,0.05503590404987335,,
83,6231,66,415000,5.0,0.6959422300000001,0.03038640584796667,1640,0.32111358642578125,0.0036800001526717096,-31.09748456954956,0.03854719549417496,1e-06,0.00092479185,0.1,-0.0032363059591425623,0.05503569915890694,,
84,6302,66,420000,5.0,0.6917830800000001,0.02823183045722544,1660,0.37768954038619995,0.0063900003070011735,-31.097419414520264,0.03785227611660957,1e-06,0.0009848867,0.1,-0.003725166284114856,0.05503633990883827,,
85,6374,66,425000,5.0,0.6967431999999999,0.028553393352776766,1680,0.3633251190185547,0.005700000284705311,-31.097468376159668,0.0390859879553318,1e-06,0.00094298215,0.1,-0.0036282394673973783,0.055035319179296494,,
86,6446,66,430000,5.0,0.69217856,0.02801451712846756,1700,0.37993329763412476,0.01770000077667646,-31.097677526473998,0.03470887616276741,1e-06,0.0014010846,0.1,-0.004684493839276768,0.055035412311553955,,
87,6518,66,435000,5.0,0.6942056999999999,0.027653797483071684,1720,0.39548683166503906,0.010610000516753643,-31.09773670196533,0.03865700215101242,1e-06,0.0011825052,0.1,-0.004023004018194083,0.05503489449620247,,
88,6589,66,440000,5.0,0.6947831800000002,0.026582487281411885,1740,0.4114012122154236,0.009720000503584743,-31.097828168869018,0.03556351736187935,1e-06,0.0012115876,0.1,-0.0038428738818166775,0.05503489822149277,,
89,6661,66,445000,5.0,0.7000455699999999,0.026207277262583376,1760,0.4251255393028259,0.013730000565992669,-31.097938966751098,0.03228669613599777,1e-06,0.0012747364,0.1,-0.003921557652006005,0.05503435060381889,,
90,6753,66,450000,5.0,0.69750692,0.02606851396150887,1780,0.4262118935585022,0.006180000293534249,-31.098168659210206,0.03600580245256424,1e-06,0.0009696384,0.1,-0.0036758033453272885,0.055033691227436066,5.0,0.6940144741594366
91,6825,66,455000,5.0,0.6982240900000001,0.026690340247005225,1800,0.4102287292480469,0.006140000292798504,-31.09834547996521,0.03681803494691849,1e-06,0.0012344695,0.1,-0.0036155617211742898,0.05503345653414726,,
92,6896,66,460000,5.0,0.6935719799999999,0.02536659046076238,1820,0.4438040256500244,0.007670000368962065,-31.098209838867188,0.04022178798913956,1e-06,0.0009162532,0.1,-0.003650162137270456,0.055034440010786057,,
93,6968,66,465000,5.0,0.70068746,0.023999335346743464,1840,0.47475361824035645,0.01407000062521547,-31.098128156661986,0.035486817359924316,1e-06,0.0014210435,0.1,-0.004130216973398823,0.05503382533788681,,
94,7040,66,470000,5.0,0.6972618100000001,0.02460897346958518,1860,0.4597843289375305,0.015610000661108642,-31.098183889389038,0.034808602184057236,1e-06,0.0012645716,0.1,-0.004273731559425755,0.05503413453698158,,
95,7111,66,475000,5.0,0.6933015299999998,0.0239114239718765,1880,0.47705191373825073,0.01308000051532872,-31.098052167892455,0.03939800336956978,1e-06,0.001284539,0.1,-0.003986451794544186,0.0550345703959465,,
96,7183,66,480000,5.0,0.6960615500000001,0.024087876621633766,1900,0.4707328677177429,0.0198800007335376,-31.097942113876343,0.02963036671280861,1e-06,0.0016560764,0.1,-0.004604581087953723,0.05503471940755844,,
97,7255,66,485000,5.0,0.6971917599999997,0.023639032430946828,1920,0.48215049505233765,0.01271000060485676,-31.097943840026854,0.03394654765725136,1e-06,0.0012442834,0.1,-0.0038187162272305384,0.055034518241882324,,
98,7326,66,490000,5.0,0.6969478100000002,0.0234412641543895,1940,0.4857965111732483,0.009920000478159637,-31.09793034553528,0.034300051629543304,1e-06,0.0011042753,0.1,-0.003920626115623644,0.05503479763865471,,
99,7398,66,495000,5.0,0.7041347299999999,0.022410028940066697,1960,0.5104279816150665,0.013980000601150096,-31.097991981506347,0.03394147381186485,1e-06,0.0014784067,0.1,-0.004458478571331827,0.05503417178988457,,
100,7488,66,500000,5.0,0.6992163699999999,0.023161923978477716,1980,0.4929986596107483,0.01567000067094341,-31.097873983383177,0.03281797468662262,1e-06,0.0013518205,0.1,-0.0048895661308401015,0.055035557597875595,5.0,0.7058566477551415
101,7559,66,505000,5.0,0.69624999,0.022046156860888004,2000,0.5191110968589783,0.020990000916644932,-31.09779112815857,0.03459365293383598,1e-06,0.0015046289,0.1,-0.005181041726579973,0.05503429099917412,,
102,7631,66,510000,5.0,0.69998428,0.02245975681580603,2020,0.5085460245609283,0.01870000079390593,-31.098428449630738,0.03556035831570625,1e-06,0.001478047,0.1,-0.00429808012766893,0.05503237992525101,,
103,7702,66,515000,5.0,0.6994507300000002,0.020697588101029396,2040,0.5494804680347443,0.010990000520832837,-31.09900794029236,0.034069932997226715,1e-06,0.0012421629,0.1,-0.0040642976308672375,0.055031321942806244,,
104,7774,66,520000,5.0,0.69897015,0.02163816657848656,2060,0.5281622111797333,0.01516000063973479,-31.099238510131837,0.03107832930982113,1e-06,0.0014227979,0.1,-0.004448287676951494,0.055031221359968185,,
105,7846,66,525000,5.0,0.7006115300000001,0.021558797778561713,2080,0.5288839340209961,0.012570000566774979,-31.09926540374756,0.03290121629834175,1e-06,0.0013923565,0.1,-0.004224924018059104,0.05503116548061371,,
106,7917,66,530000,5.0,0.69969936,0.0217951054032892,2100,0.5260485708713531,0.007870000408729538,-31.09943872451782,0.03395276144146919,1e-06,0.0010773177,0.1,-0.004075180523543871,0.05503016710281372,,
107,7989,66,535000,5.0,0.69616027,0.020470808492973447,2120,0.5529766976833344,0.012920000603189692,-31.099835052490235,0.0313761942088604,1e-06,0.0012521134,0.1,-0.004325904201858748,0.05502915382385254,,
108,8060,66,540000,5.0,0.70483631,0.02007262459024787,2140,0.5660086870193481,0.017610000802669674,-31.100359296798707,0.03439817205071449,1e-06,0.0015829273,0.1,-0.004609490956153048,0.05502740666270256,,
109,8132,67,545000,5.0,0.6958913200000002,0.02059004472568631,2160,0.5501778423786163,0.02245000101509504,-31.100841178894044,0.0352100171148777,1e-06,0.0014700023,0.1,-0.0046943858270705975,0.055026669055223465,,
110,8223,66,550000,5.0,0.7037635900000001,0.02010290094651282,2180,0.5650521218776703,0.010590000521624461,-31.101165885925294,0.03755082190036774,1e-06,0.0011628451,0.1,-0.0037338854708130675,0.05502568185329437,5.0,0.706014362778008
111,8295,66,555000,5.0,0.7035190600000001,0.019395802123472094,2200,0.5802035927772522,0.010990000513847917,-31.101436014175416,0.03416668251156807,1e-06,0.0011892804,0.1,-0.004208818416836646,0.05502535030245781,,
112,8367,66,560000,5.0,0.7007519200000002,0.01881012598518282,2220,0.5919272601604462,0.014350000644335524,-31.101371726989747,0.032300014048814774,1e-06,0.0012991017,0.1,-0.004067846330970539,0.055025942623615265,,
113,8438,66,565000,5.0,0.6981375899999999,0.019866595435887577,2240,0.5700419247150421,0.017170000756159425,-31.10107060432434,0.03363402932882309,1e-06,0.00128469,0.1,-0.004047098661975204,0.05502692982554436,,
114,8510,66,570000,5.0,0.7066352099999998,0.018765191342681647,2260,0.5953873991966248,0.008050000378862023,-31.100921430587768,0.03426811471581459,1e-06,0.0010525265,0.1,-0.0035358140464515487,0.05502668023109436,,
115,8582,66,575000,5.0,0.70093598,0.018818555483594537,2280,0.5954498946666718,0.01724000065587461,-31.10090195655823,0.030226614326238632,1e-06,0.0013976638,0.1,-0.004277856296084365,0.0550270713865757,,
116,8654,67,580000,5.0,0.70346958,0.018500785003416242,2300,0.6022646725177765,0.023350000926293434,-31.10098660469055,0.03263123705983162,1e-06,0.0014661091,0.1,-0.00470389925410938,0.055026158690452576,,
117,8726,67,585000,5.0,0.7082155,0.017638725535944103,2320,0.6218452453613281,0.009240000479621813,-31.101113805770876,0.03281982243061066,1e-06,0.0010621088,0.1,-0.003356241600329728,0.05502656102180481,,
118,8797,67,590000,5.0,0.7059820499999999,0.01748657291289419,2340,0.6268143355846405,0.013830000547459349,-31.10102131843567,0.032240159809589386,1e-06,0.0014019193,0.1,-0.004082424366225385,0.05502660572528839,,
119,8869,67,595000,5.0,0.70649209,0.017761003379710018,2360,0.6202195882797241,0.019310000829864293,-31.10104069709778,0.03773956000804901,1e-06,0.0014699819,0.1,-0.004431624616762981,0.05502641201019287,,
120,8960,66,600000,5.0,0.71061747,0.017500416110269725,2380,0.6259190440177917,0.014450000706128776,-31.101280832290648,0.033436618745326996,1e-06,0.0012644415,0.1,-0.0044998082312171835,0.05502527952194214,5.0,0.7129195109965364
121,9031,66,605000,5.0,0.7090270699999998,0.01728089542128146,2400,0.6310097873210907,0.013420000660698862,-31.101408281326293,0.0318651981651783,1e-06,0.0013908196,0.1,-0.003667304951686443,0.055025942623615265,,
122,9102,67,610000,5.0,0.7062992,0.018224676377139985,2420,0.6128544211387634,0.026340001126518475,-31.101442861557008,0.03246975690126419,1e-06,0.0014500442,0.1,-0.005158020967098613,0.05502494424581528,,
123,9173,67,615000,5.0,0.70995753,0.017753876550123095,2440,0.6213769912719727,0.027540001027518884,-31.10156160354614,0.03289903700351715,1e-06,0.001596418,0.1,-0.005043767653973301,0.05502535030245781,,
124,9245,67,620000,5.0,0.7054070899999999,0.01703782908152789,2460,0.6382383704185486,0.01546000066678971,-31.101675090789794,0.03068048134446144,1e-06,0.0014056242,0.1,-0.00399726596230181,0.05502432584762573,,
125,9316,67,625000,5.0,0.70507369,0.016782958679832517,2480,0.6437948644161224,0.028810001253150405,-31.101904926300048,0.028210699558258057,1e-06,0.0018270409,0.1,-0.004567763146399617,0.055024318397045135,,
126,9388,67,630000,5.0,0.7080705300000001,0.017298321430571376,2500,0.6312872767448425,0.008200000375509262,-31.101957607269288,0.031378090381622314,1e-06,0.0012124289,0.1,-0.0032936125900142697,0.05502385273575783,,
127,9459,67,635000,5.0,0.71177772,0.016632595341652633,2520,0.647904634475708,0.020490000856807456,-31.102125425338745,0.03196370229125023,1e-06,0.0013259979,0.1,-0.004165385420723986,0.05502350255846977,,
