train/n_updates,train/clip_range,rollout/ep_rew_mean,train/learning_rate,train/approx_kl,train/entropy_loss,train/std,train/explained_variance,time/fps,time/time_elapsed,train/policy_gradient_loss,time/iterations,train/value_loss,train/clip_fraction,train/loss,rollout/ep_len_mean,time/total_timesteps,mc_results/V_mc,mlmc_results/N_ml,expt_results/C_l,expt_results/N,mc_results/N_mc,mlmc_results/C_ml,mlmc_results/a,b,g,expt_results/P_l,mlmc_results/eps_ml,mc_results/C_mc,expt_results/V_l,mlmc_results/V_ml,mc_results/P_mc,mc_results/eps_mc,mlmc_results/P_ml
180,0.1,0.5786472800000001,1e-05,0.005613636,94.78694305419921,0.05502399057149887,-0.6644843816757202,10,2310,-0.008040499383374122,10,0.052101478725671765,0.15700000810902565,0.10416747629642487,5.0,25000,,,,,,,,,,,,,,,
380,0.1,0.5821254,1e-05,0.005715118,94.78634757995606,0.05502472072839737,0.007445693016052246,10,4610,-0.0079015266525154,20,0.029766560066491365,0.15140000637620687,0.09178701788187027,5.0,50000,,,,,,,,,,,,,,,
580,0.1,0.5777259,1e-05,0.0050280183,94.78238792419434,0.055028416216373444,0.2608380913734436,4,16793,-0.007935022214660492,30,0.023409778159111737,0.14800000595860183,0.08834241330623627,5.0,75000,,,,,,,,,,,,,,,
780,0.1,0.5874664299999999,1e-05,0.0057437844,94.7800277709961,0.05503004044294357,0.45716267824172974,5,19092,-0.00804814642715428,40,0.01757642035372555,0.1442000068258494,0.08893916755914688,5.0,100000,1.0,[[382, 31, 13], [3815, 302, 126], [38141, 3011, 1252]],[0.06, 0.15, 1.0],100000,[200, 1997, 19963],[[0.06, 0.21, 1.15], [0.06, 0.21, 1.15], [0.06, 0.21, 1.15]],[3.21, 2.8, 2.13],[-0.0835, -0.0826, -0.0817],[0.1        0.03162278 0.01      ],1.0,[1.0, 1.0, 1.0],[[1.0, 0.02, 0.02], [1.0, 0.02, 0.02], [1.0, 0.02, 0.02]],[-0.0352, -0.0462, -0.076],[0.1        0.03162278 0.01      ],[-0.1093, -0.0744, -0.0779]
980,0.1,0.59220757,1e-05,0.005723369,94.77815093994141,0.05503183603286743,0.5115012228488922,5,21385,-0.009605644927545853,50,0.01601813533343375,0.15620000679045914,0.0809609517455101,5.0,125000,,,,,,,,,,,,,,,
1180,0.1,0.5936922,1e-05,0.0052863974,94.77537612915039,0.055034197866916656,0.5501545071601868,4,33324,-0.0066510319487662175,60,0.014349724585190415,0.13000000631436706,0.08476144075393677,5.0,150000,,,,,,,,,,,,,,,
1380,0.1,0.5945813100000001,1e-05,0.005318537,94.7737045288086,0.055035583674907684,0.6205510497093201,4,35614,-0.007994480317994147,70,0.012183386739343405,0.13720000504981728,0.0797504112124443,5.0,175000,1.0,[[408, 37, 16], [4079, 367, 154], [40782, 3670, 1531]],[0.06, 0.15, 1.0],100000,[201, 2006, 20053],[[0.06, 0.21, 1.15], [0.06, 0.21, 1.15], [0.06, 0.21, 1.15]],[3.69, 2.61, 2.13],[-0.0858, -0.0852, -0.0847],[0.1        0.03162278 0.01      ],1.0,[1.0, 1.0, 1.0],[[1.0, 0.03, 0.03], [1.0, 0.03, 0.03], [1.0, 0.03, 0.03]],[-0.1652, -0.0765, -0.09],[0.1        0.03162278 0.01      ],[-0.052, -0.0355, -0.0799]
1580,0.1,0.5982908599999999,1e-05,0.0064522675,94.77492828369141,0.05503411218523979,0.6314923763275146,5,37904,-0.007438898496900492,80,0.011960621131584049,0.1394000067608431,0.08752932399511337,5.0,200000,,,,,,,,,,,,,,,
1780,0.1,0.59792811,1e-05,0.005297703,94.77613716125488,0.05503321439027786,0.6659567356109619,4,49863,-0.007193011716767806,90,0.011395014356821775,0.15180000443942845,0.0829877182841301,5.0,225000,,,,,,,,,,,,,,,
1980,0.1,0.60680676,1e-05,0.006438542,94.77686347961426,0.0550326406955719,0.6503629088401794,4,52154,-0.006912757974862416,100,0.011886220518499612,0.14500000996049495,0.09293439984321594,5.0,250000,1.0,[[417, 39, 17], [4169, 387, 165], [41684, 3868, 1644]],[0.06, 0.15, 1.0],100000,[201, 2007, 20067],[[0.06, 0.21, 1.15], [0.06, 0.21, 1.15], [0.06, 0.21, 1.15]],[3.83, 2.53, 2.13],[-0.0879, -0.0874, -0.087],[0.1        0.03162278 0.01      ],1.0,[1.0, 1.0, 1.0],[[1.0, 0.03, 0.03], [1.0, 0.03, 0.03], [1.0, 0.03, 0.03]],[-0.0218, -0.0924, -0.0841],[0.1        0.03162278 0.01      ],[-0.1614, -0.0927, -0.0835]
2180,0.1,0.6112429799999999,1e-05,0.005777531,94.77736740112304,0.05503200739622116,0.6930740773677826,5,54442,-0.00803068706630734,110,0.010133393714204431,0.17100000658538192,0.08641351759433746,5.0,275000,,,,,,,,,,,,,,,
2380,0.1,0.6061667900000001,1e-05,0.00488072,94.7796459197998,0.05503050610423088,0.7080146372318268,4,66359,-0.006821823934541271,120,0.01012393836863339,0.13360000613611192,0.08645551651716232,5.0,300000,,,,,,,,,,,,,,,
