time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/loss,train/approx_kl,train/learning_rate,train/std,train/policy_gradient_loss,train/n_updates,train/clip_range,train/explained_variance,train/value_loss,train/clip_fraction,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
11,146,580,0.68584073,85250,5.0,0.09933197498321533,0.0012454987,1e-06,0.05502931401133537,-0.002741205797050581,200,0.1,-1.6607344150543213,0.1546944397315383,0.014804761871928349,-31.10009253501892,,
12,147,629,0.6790906199999999,93000,5.0,0.09401573240756989,0.0014515927,1e-06,0.05502954497933388,-0.0017776808113558395,220,0.1,-1.5892937183380127,0.15019406747072936,0.011804761875537225,-31.099922614097594,,
13,148,678,0.6856021400000002,100750,5.0,0.09033431112766266,0.001394395,1e-06,0.05502917245030403,-0.001422256068049097,240,0.1,-1.4465508460998535,0.1364590478874743,0.013507142839080189,-31.099936532974244,,
14,149,727,0.68824267,108500,5.0,0.08933831006288528,0.0013392891,1e-06,0.055030256509780884,-0.0018276894386120746,260,0.1,-1.3793129920959473,0.1267199956998229,0.01621904757426819,-31.099828443527223,,
15,149,775,0.6870130499999999,116250,5.0,0.08972868323326111,0.0013007673,1e-06,0.05503062903881073,-0.0016640493008682712,280,0.1,-1.3599045276641846,0.12826765121892095,0.02143571437773062,-31.099518089294435,,
16,150,823,0.6819078099999999,124000,5.0,0.07801191508769989,0.0010176355,1e-06,0.05503015220165253,-0.0013105168858937421,300,0.1,-1.2473323345184326,0.1214425016194582,0.008971428537624887,-31.099540820121764,,
17,151,872,0.69171148,131750,5.0,0.07655910402536392,0.0012482097,1e-06,0.05502981320023537,-0.001670167645605778,320,0.1,-1.169309139251709,0.11538660258054734,0.01642142859578598,-31.099708967208862,,
18,151,920,0.68592425,139500,5.0,0.07801687717437744,0.0010655606,1e-06,0.05503099411725998,-0.002105096419075876,340,0.1,-1.1446166038513184,0.10739295126870274,0.006491666700167115,-31.099553837776185,,
19,152,968,0.6887467199999999,147250,5.0,0.07652083784341812,0.0013719711,1e-06,0.0550314299762249,-0.001150468254661563,360,0.1,-1.0506184101104736,0.10419723719358444,0.013521428571548312,-31.099228982925414,,
20,149,1036,0.68753433,155000,5.0,0.07482120394706726,0.0012120304,1e-06,0.05503116548061371,-0.002046977706327344,380,0.1,-0.9389986991882324,0.0993026279564947,0.009313095237594098,-31.09919731140137,5.0,0.7114732024947388
21,149,1085,0.6906877999999999,162750,5.0,0.0690368190407753,0.0014278071,1e-06,0.05503084138035774,-0.0013502263232559803,400,0.1,-0.9972926378250122,0.09689881388098001,0.009257142881979234,-31.09933141708374,,
22,150,1132,0.6891833000000003,170500,5.0,0.07001011073589325,0.0011813424,1e-06,0.05503125488758087,-0.001150277078076618,420,0.1,-0.9382370710372925,0.0936616760212928,0.010213095288781915,-31.09930901527405,,
23,151,1179,0.68472989,178250,5.0,0.07120079547166824,0.0011833527,1e-06,0.05503198876976967,-0.0018659569783407992,440,0.1,-0.9038251638412476,0.09116978134028614,0.014147619072755333,-31.099078092575073,,
24,151,1227,0.6943127900000001,186000,5.0,0.060856036841869354,0.0013692507,1e-06,0.05503230541944504,-0.0018208815986201277,460,0.1,-0.8057167530059814,0.0877441144362092,0.00997500002151355,-31.098892879486083,,
25,151,1274,0.6874654999999998,193750,5.0,0.06667545437812805,0.001255645,1e-06,0.055033355951309204,-0.0017756492702545184,480,0.1,-0.7782379388809204,0.08859186025336385,0.01163928577414481,-31.098625016212463,,
26,152,1322,0.6907875400000002,201500,5.0,0.06800970435142517,0.0014324314,1e-06,0.05503323674201965,-0.0014022977928853308,500,0.1,-0.7081453800201416,0.07831033593043685,0.014998809568060096,-31.098427019119264,,
27,152,1370,0.6903656599999999,209250,5.0,0.0635133907198906,0.0009911493,1e-06,0.05503338947892189,-0.0018109513507244478,520,0.1,-0.6941215991973877,0.07841095235198736,0.0149309523878037,-31.09844285964966,,
28,152,1418,0.68199946,217000,5.0,0.059473760426044464,0.0010494066,1e-06,0.05503324046730995,-0.0019560202290195687,540,0.1,-0.6515991687774658,0.07506693010218442,0.010089285779977218,-31.098430018424988,,
29,153,1466,0.6846512300000002,224750,5.0,0.05706919729709625,0.0011228817,1e-06,0.05503208562731743,-0.0019225129855507145,560,0.1,-0.5897629261016846,0.07589182563126087,0.008384523847489618,-31.09867328643799,,
30,151,1535,0.6898135999999999,232500,5.0,0.06088363379240036,0.001100192,1e-06,0.0550319142639637,-0.0014255218124466197,580,0.1,-0.5476990938186646,0.07044150174595415,0.014332142898056191,-31.098948121070862,5.0,0.7181217309869681
31,151,1583,0.68946443,240250,5.0,0.05509801208972931,0.0013425851,1e-06,0.05503244698047638,-0.0015920202646115555,600,0.1,-0.516258716583252,0.07026615402661264,0.020039285782258956,-31.09887867450714,,
32,151,1632,0.6869338999999998,248000,5.0,0.05549417808651924,0.0014535626,1e-06,0.05503300204873085,-0.001973129275103904,620,0.1,-0.5113093852996826,0.0706910240650177,0.016066666716651527,-31.098669819831848,,
33,152,1680,0.6917119199999999,255750,5.0,0.05304625630378723,0.0013288774,1e-06,0.05503428727388382,-0.0013258679458848866,640,0.1,-0.4704458713531494,0.06880172646604478,0.021504761928517836,-31.098304557800294,,
34,152,1727,0.69300378,263500,5.0,0.05624162033200264,0.0015206374,1e-06,0.05503492057323456,-0.0018980826224346758,660,0.1,-0.40786421298980713,0.06491575718391687,0.011638095288944897,-31.09793707847595,,
35,152,1775,0.6879618599999999,271250,5.0,0.05249617621302605,0.000980593,1e-06,0.05503468960523605,-0.002120769698065157,680,0.1,-0.41182196140289307,0.06541414058767259,0.006427380971144885,-31.097860641479492,,
36,153,1823,0.68707224,279000,5.0,0.054005786776542664,0.0012867198,1e-06,0.05503464862704277,-0.0022619487984776488,700,0.1,-0.33109140396118164,0.061751378970220684,0.019954761847911867,-31.097915987968445,,
37,153,1871,0.6890978699999999,286750,5.0,0.05160999298095703,0.0011334454,1e-06,0.055035218596458435,-0.0021206730274878583,720,0.1,-0.29351770877838135,0.057893495354801414,0.013132142862596084,-31.09782377719879,,
38,153,1919,0.6894408400000003,294500,5.0,0.04917880520224571,0.0012174242,1e-06,0.05503564327955246,-0.0012672648977662582,740,0.1,-0.2667583227157593,0.05719019419513643,0.01127380955585977,-31.097622756958007,,
39,153,1967,0.6957489399999999,302250,5.0,0.05236867070198059,0.0012362543,1e-06,0.05503460392355919,-0.0015297851268354823,760,0.1,-0.25749671459198,0.056295960769057275,0.01963095242768759,-31.09772735595703,,
40,152,2035,0.6904490200000002,310000,5.0,0.05008302256464958,0.0014733808,1e-06,0.05503455176949501,-0.0014880403174190682,780,0.1,-0.21773874759674072,0.05546441176906228,0.010950000037264545,-31.097972021102905,5.0,0.7167861464346118
41,152,2085,0.6907809299999998,317750,5.0,0.051395900547504425,0.001037071,1e-06,0.0550340935587883,-0.0008414993063775373,800,0.1,-0.16284561157226562,0.051552687999792395,0.008770238107535988,-31.098037700653077,,
42,152,2132,0.68722774,325500,5.0,0.05060816928744316,0.0015629397,1e-06,0.05503363534808159,-0.002145341609475273,820,0.1,-0.1493302583694458,0.05244015371892601,0.01899880960030714,-31.098226895332335,,
43,152,2179,0.6911362399999997,333250,5.0,0.04429670423269272,0.0011502808,1e-06,0.05503437668085098,-0.0016935421825068598,840,0.1,-0.12228786945343018,0.04981845946516841,0.012160714281199034,-31.098185181617737,,
44,153,2227,0.6896404899999999,341000,5.0,0.04977486655116081,0.0015039301,1e-06,0.05503513664007187,-0.0030905642834301974,860,0.1,-0.12783491611480713,0.049995500138029454,0.02062261904735351,-31.097885808944703,,
45,153,2274,0.6938963800000002,348750,5.0,0.04534448683261871,0.0016459834,1e-06,0.0550348162651062,-0.0019495403629742735,880,0.1,-0.0586620569229126,0.04782629656605422,0.015715476213954388,-31.097782468795778,,
46,153,2321,0.6943596900000002,356500,5.0,0.05329745262861252,0.0011652018,1e-06,0.05503631755709648,-0.0018727543890613596,900,0.1,-0.07076549530029297,0.04920874949079007,0.014927380995359271,-31.097591853141786,,
47,153,2369,0.69105372,364250,5.0,0.0458347350358963,0.0013144425,1e-06,0.055036112666130066,-0.0019215956991801442,920,0.1,-0.035710930824279785,0.04795092689804733,0.014520238173136022,-31.09731631755829,,
48,153,2416,0.6913211499999998,372000,5.0,0.04318106546998024,0.0014641536,1e-06,0.055036284029483795,-0.002501590926787163,940,0.1,-0.0164031982421875,0.04640253420453519,0.02017261900648009,-31.09734947681427,,
49,154,2464,0.6934748999999999,379750,5.0,0.04835183173418045,0.0016251549,1e-06,0.055035945028066635,-0.003037915923858545,960,0.1,0.029796302318572998,0.045623614159412684,0.019472619166481308,-31.09737681388855,,
50,153,2532,0.6910658399999999,387500,5.0,0.04289157688617706,0.0014331522,1e-06,0.055036477744579315,-0.002387215635933293,980,0.1,0.0416298508644104,0.04415088889654726,0.019416666750621515,-31.097339239120483,5.0,0.7286107274771848
51,153,2581,0.6974573100000001,395250,5.0,0.03977953642606735,0.0015687966,1e-06,0.05503743886947632,-0.001219982772216559,1000,0.1,0.06037914752960205,0.04367303913924843,0.021377381056081505,-31.09705283641815,,
52,153,2628,0.6920875000000001,403000,5.0,0.0459844172000885,0.0011183035,1e-06,0.055036816745996475,-0.0008412039873800767,1020,0.1,0.07513171434402466,0.041857977714389566,0.011277380941028241,-31.09697350502014,,
53,153,2676,0.6989087700000001,410750,5.0,0.044724173843860626,0.0013706647,1e-06,0.055037375539541245,-0.0022244631757521293,1040,0.1,0.09580856561660767,0.040210338491015137,0.011288095249910838,-31.097009272575377,,
54,153,2722,0.6904538700000002,418500,5.0,0.048688147217035294,0.0012291897,1e-06,0.055038221180438995,-0.0014693029187243312,1060,0.1,0.09701704978942871,0.04075664151925593,0.007883333344943821,-31.096729679107668,,
55,153,2770,0.6947003799999999,426250,5.0,0.04066997021436691,0.0013951347,1e-06,0.055038440972566605,-0.0017231232686964937,1080,0.1,0.1291414499282837,0.0396946344524622,0.017523809606791473,-31.09652180671692,,
56,154,2817,0.6982378199999998,434000,5.0,0.04309679567813873,0.0012966449,1e-06,0.055038999766111374,-0.0019760417442543977,1100,0.1,0.1469671130180359,0.03917619620449841,0.011364285701420158,-31.096383175849915,,
57,154,2866,0.69698081,441750,5.0,0.04372967407107353,0.0012182784,1e-06,0.05503818020224571,-0.0009169011766817569,1120,0.1,0.1655343770980835,0.03759604220278561,0.013776190513453912,-31.096418070793153,,
58,154,2913,0.69433562,449500,5.0,0.03690838813781738,0.0015537427,1e-06,0.055037062615156174,-0.0012695664572955146,1140,0.1,0.21206140518188477,0.03672163654118776,0.022663095167372374,-31.096798572540283,,
59,154,2960,0.6956607699999999,457250,5.0,0.0383586548268795,0.0013135909,1e-06,0.055036041885614395,-0.0024470213128152053,1160,0.1,0.23144596815109253,0.035298812030814586,0.01959285703051137,-31.097212896347045,,
60,153,3027,0.69969888,465000,5.0,0.03984799236059189,0.0011322662,1e-06,0.0550348274409771,-0.0015735019697492403,1180,0.1,0.22046583890914917,0.03657027021050453,0.013358333398937248,-31.097625765800476,5.0,0.724869299826552
61,153,3074,0.6996589500000002,472750,5.0,0.04220157489180565,0.0010800689,1e-06,0.055034007877111435,-0.0017113689353972993,1200,0.1,0.20925170183181763,0.03590723359491676,0.008863095248816535,-31.098039159774782,,
62,153,3121,0.7027271900000001,480500,5.0,0.04229491576552391,0.0014616561,1e-06,0.055033355951309204,-0.002629862757229766,1220,0.1,0.2221895456314087,0.03472714045550674,0.01604404770885594,-31.09829882144928,,
63,154,3168,0.6931117299999998,488250,5.0,0.03740289434790611,0.0013353727,1e-06,0.055034514516592026,-0.0012339844849503213,1240,0.1,0.23035067319869995,0.03698583752848208,0.017275000083609483,-31.09820972919464,,
64,154,3216,0.69971942,496000,5.0,0.040204547345638275,0.0012682877,1e-06,0.055034440010786057,-0.0019559255288679332,1260,0.1,0.27839815616607666,0.03319697420112789,0.014255952358362266,-31.09800151824951,,
65,154,3263,0.696469,503750,5.0,0.043339360505342484,0.0011786807,1e-06,0.05503436550498009,-0.002025010792355928,1280,0.1,0.2903496026992798,0.03275136459618807,0.007317857089219615,-31.098025841712953,,
66,154,3311,0.6955694099999999,511500,5.0,0.04304879903793335,0.0015514102,1e-06,0.055034443736076355,-0.0024136316796693623,1300,0.1,0.30722373723983765,0.03147915443405509,0.012945238076499664,-31.098021030426025,,
67,154,3358,0.6993311099999999,519250,5.0,0.0378742553293705,0.00127773,1e-06,0.055033765733242035,-0.001139159377919945,1320,0.1,0.32518893480300903,0.032711227545514705,0.014865476213744842,-31.098126368522642,,
68,154,3405,0.69575826,527000,5.0,0.03641971945762634,0.0014668094,1e-06,0.055031731724739075,-0.0013639411075565405,1340,0.1,0.3185197114944458,0.031000891751609742,0.02269642853876576,-31.09863582134247,,
69,154,3453,0.6940955699999999,534750,5.0,0.03763643652200699,0.0017136293,1e-06,0.05503107234835625,-0.0016995770904592144,1360,0.1,0.3135446310043335,0.031340289167128506,0.024151190411357673,-31.099180550575255,,
70,154,3519,0.6990664699999999,542500,5.0,0.03574281558394432,0.0012982021,1e-06,0.055031947791576385,-0.0015840149094570122,1380,0.1,0.345212459564209,0.029883065489120782,0.016220238108653574,-31.099150428771974,5.0,0.7419488792103022
71,154,3567,0.6942314199999999,550250,5.0,0.03645573928952217,0.0014971988,1e-06,0.055032406002283096,-0.0022415230588952186,1400,0.1,0.35598301887512207,0.030117951212450863,0.023226190608693287,-31.098869915008546,,
72,154,3614,0.7079081700000001,558000,5.0,0.039187196642160416,0.0013379566,1e-06,0.05503106862306595,-0.002623556610966965,1420,0.1,0.3697417378425598,0.029851753320544957,0.02008095231896732,-31.099031138420106,,
73,154,3661,0.7023875099999999,565750,5.0,0.03490065783262253,0.0015626797,1e-06,0.05503145977854729,-0.001760839449248326,1440,0.1,0.38013315200805664,0.029594407845288516,0.021153571435424966,-31.099246592521666,,
74,154,3707,0.7027777700000002,573500,5.0,0.032856304198503494,0.0013831634,1e-06,0.05503201112151146,-0.0010556657816780124,1460,0.1,0.37196993827819824,0.028447167524136605,0.016127380938560237,-31.099047040939332,,
75,154,3754,0.7021361199999998,581250,5.0,0.03784971311688423,0.0015744318,1e-06,0.05503202602267265,-0.002317989774346554,1480,0.1,0.39082545042037964,0.02779483372811228,0.02432023804401979,-31.098925528526305,,
76,154,3801,0.70622489,589000,5.0,0.03759533539414406,0.0011389509,1e-06,0.05503260716795921,-0.0011691727350831016,1500,0.1,0.3985552191734314,0.027475659088231623,0.012128571423818357,-31.0988303232193,,
77,155,3849,0.70076535,596750,5.0,0.03178951144218445,0.001664482,1e-06,0.05503202602267265,-0.0020041706160014525,1520,0.1,0.4254482388496399,0.026775592961348592,0.022886904796177988,-31.098815741539003,,
78,155,3897,0.6998163599999999,604500,5.0,0.03753045201301575,0.0011874307,1e-06,0.0550316646695137,-0.0014118754014024858,1540,0.1,0.4111638069152832,0.027912297579459847,0.007077380968548823,-31.099005880355836,,
79,155,3944,0.7045243099999999,612250,5.0,0.037778340280056,0.0013296828,1e-06,0.05503154918551445,-0.0012809497025546212,1560,0.1,0.4215102791786194,0.027747293831780553,0.015573809594206978,-31.099099698066713,,
80,154,4011,0.70531163,620000,5.0,0.038340579718351364,0.0016106969,1e-06,0.05503140762448311,-0.0019471972119370874,1580,0.1,0.44360584020614624,0.02676322819897905,0.026232142894004936,-31.0991485786438,5.0,0.7560875741134114
81,154,4057,0.70649575,627750,5.0,0.03290744870901108,0.0013322122,1e-06,0.055030710995197296,-0.0016771656607195062,1600,0.1,0.4588202238082886,0.02543274037539959,0.018658333381463308,-31.099301471710206,,
82,154,4104,0.6948119299999999,635500,5.0,0.03315043821930885,0.0014465288,1e-06,0.055030930787324905,-0.0014595294644443512,1620,0.1,0.47196024656295776,0.024597387181129308,0.025755952335020992,-31.099394149780274,,
83,154,4151,0.7067116700000001,643250,5.0,0.03621486946940422,0.0011779356,1e-06,0.05503052473068237,-0.0012392911752556702,1640,0.1,0.4691239595413208,0.024786758485715835,0.012054761858889833,-31.099432673454285,,
84,155,4198,0.70572007,651000,5.0,0.03393445909023285,0.0016651286,1e-06,0.055031608790159225,-0.0026522259668672276,1660,0.1,0.46987950801849365,0.02569721983280033,0.025819047772092745,-31.099319744110108,,
85,155,4246,0.7065496699999998,658750,5.0,0.036576610058546066,0.0011715989,1e-06,0.05503113195300102,-0.0011396392579145864,1680,0.1,0.484358012676239,0.024142128517851233,0.012548809519794304,-31.099179253578185,,
86,155,4293,0.70409708,666500,5.0,0.03296063467860222,0.0011502104,1e-06,0.05503072217106819,-0.0017410097269507595,1700,0.1,0.4874539375305176,0.023742398228496314,0.0069785714408499185,-31.099366455078126,,
87,155,4340,0.7024555000000001,674250,5.0,0.03509383648633957,0.0012925568,1e-06,0.05503026023507118,-0.0011791631978222794,1720,0.1,0.5084978938102722,0.023548344648443163,0.014661904664826579,-31.099527893066405,,
88,155,4387,0.70120655,682000,5.0,0.0378434993326664,0.0012763164,1e-06,0.05502983182668686,-0.001972687615206199,1740,0.1,0.5089676976203918,0.023708101306110622,0.019939285832224415,-31.09968469619751,,
89,155,4434,0.7105300099999999,689750,5.0,0.03518391773104668,0.0013482524,1e-06,0.055029403418302536,-0.0021084940128237007,1760,0.1,0.5133349001407623,0.022300271685235202,0.014816666595288552,-31.099867572784422,,
90,154,4501,0.7100423599999998,697500,5.0,0.03409433364868164,0.0013425616,1e-06,0.05502893775701523,-0.0014909451685933205,1780,0.1,0.5266952216625214,0.02235703931422904,0.02351785722275963,-31.100031270980836,5.0,0.751906125054873
91,155,4549,0.71122903,705250,5.0,0.03295961022377014,0.0018123412,1e-06,0.05502952262759209,-0.0012297962570187212,1800,0.1,0.5359687805175781,0.02178806620882824,0.02969761917629512,-31.100022263526917,,
92,155,4595,0.7100447599999999,713000,5.0,0.03274015337228775,0.00088211277,1e-06,0.05502857640385628,-0.0010919495385217303,1820,0.1,0.5350989997386932,0.02165637360420078,0.007516666672891006,-31.100058937072752,,
93,155,4643,0.7088334700000002,720750,5.0,0.0340791717171669,0.001423506,1e-06,0.055027782917022705,-0.0011910506360805861,1840,0.1,0.5445563793182373,0.022052181838080286,0.024297618987620808,-31.10040843963623,,
94,155,4692,0.7111229,728500,5.0,0.03433534502983093,0.0015178694,1e-06,0.05502680316567421,-0.0006396433740051144,1860,0.1,0.5547019243240356,0.021359460551757366,0.0228976190922549,-31.10074450492859,,
95,155,4739,0.71510656,736250,5.0,0.03527611121535301,0.0012940033,1e-06,0.055027395486831665,-0.0016518207023148612,1880,0.1,0.5426103174686432,0.022503524406347425,0.02117023814964341,-31.100824117660522,,
96,155,4785,0.7121605099999999,744000,5.0,0.03419344499707222,0.002123925,1e-06,0.05502667278051376,-0.0022710329410744155,1900,0.1,0.5456753373146057,0.021292077011894436,0.03840000024967594,-31.10082901477814,,
97,155,4832,0.7080253500000001,751750,5.0,0.036369528621435165,0.0012025367,1e-06,0.055025748908519745,-0.0015183341135147433,1920,0.1,0.5749161839485168,0.02043549343710765,0.019578571527090388,-31.10116826534271,,
98,155,4880,0.71206665,759500,5.0,0.03348371013998985,0.001340397,1e-06,0.055025164037942886,-0.002083650379763737,1940,0.1,0.5755752623081207,0.020317990717012437,0.015851190453686284,-31.10144947528839,,
99,155,4926,0.7132622900000001,767250,5.0,0.030497420579195023,0.0017027026,1e-06,0.05502433702349663,-0.0011859086660525263,1960,0.1,0.5735756158828735,0.019953958133701235,0.043740476176317315,-31.101707921028137,,
100,155,4993,0.7110498599999998,775000,5.0,0.035534173250198364,0.00171436,1e-06,0.05502317100763321,-0.0013370226324996804,1980,0.1,0.5944412350654602,0.01901751826517284,0.03245595252694329,-31.102090005874633,5.0,0.7549688283955424
101,155,5040,0.7133753,782750,5.0,0.02813139744102955,0.0015578552,1e-06,0.05502314493060112,-0.001355733116017963,2000,0.1,0.5866369903087616,0.0198884075274691,0.027402381087595132,-31.1023472738266,,
102,155,5087,0.71166955,790500,5.0,0.0319526344537735,0.0013978486,1e-06,0.05502256378531456,-0.0016773031479586286,2020,0.1,0.6104897558689117,0.017959459421690555,0.015676190457306803,-31.10243981361389,,
103,155,5134,0.7132873700000001,798250,5.0,0.03276309370994568,0.0014218225,1e-06,0.055023375898599625,-0.0012811827201311765,2040,0.1,0.6016793251037598,0.018164551956579088,0.02887023827090161,-31.10239881515503,,
104,155,5181,0.7154176899999999,806000,5.0,0.03584703803062439,0.0016408123,1e-06,0.055023182183504105,-0.0011111833385833514,2060,0.1,0.5912290513515472,0.01905802227323875,0.02640595240110997,-31.102272748947144,,
105,155,5228,0.72024996,813750,5.0,0.03132351487874985,0.0015019309,1e-06,0.05502283200621605,-0.0018438760065603477,2080,0.1,0.5993199348449707,0.01865308381151408,0.025115476319915616,-31.102382011413575,,
106,155,5276,0.71849856,821500,5.0,0.032857950776815414,0.0013683657,1e-06,0.055022768676280975,-0.0011504401617700522,2100,0.1,0.6099853813648224,0.018910043810028584,0.01659761909453664,-31.102464966773987,,
107,155,5324,0.71658276,829250,5.0,0.03167899325489998,0.0014627429,1e-06,0.055022064596414566,-0.0018183341091890259,2120,0.1,0.6294568479061127,0.01804581418633461,0.02080357148690382,-31.10259922504425,,
108,155,5371,0.71813933,837000,5.0,0.03297479450702667,0.001636696,1e-06,0.0550219789147377,-0.0013047858105907494,2140,0.1,0.6209783554077148,0.018482687456998975,0.02637619045068277,-31.102764430046083,,
109,155,5418,0.71242977,844750,5.0,0.031936004757881165,0.0014921662,1e-06,0.055020786821842194,6.609181324660041e-05,2160,0.1,0.628020316362381,0.017482763179577886,0.027150000127730892,-31.102993931770325,,
110,155,5485,0.71728318,852500,5.0,0.03151863440871239,0.0017205172,1e-06,0.055020496249198914,-0.0022954034330007022,2180,0.1,0.6337750554084778,0.017264509578235446,0.03937142863753252,-31.10330144405365,5.0,0.7514503290777219
111,155,5533,0.7178834099999999,860250,5.0,0.030480273067951202,0.0015978296,1e-06,0.05502011626958847,-0.002733370001271454,2200,0.1,0.6445341408252716,0.017168003804981707,0.02923214295442449,-31.103410210609436,,
112,155,5581,0.7194106799999999,868000,5.0,0.032105930149555206,0.001757357,1e-06,0.0550188273191452,-0.0011977453676900217,2220,0.1,0.6461950838565826,0.01694179015699774,0.029482143067580183,-31.103726716041564,,
113,155,5627,0.7212743699999997,875750,5.0,0.030800290405750275,0.0013253349,1e-06,0.05501846969127655,-0.0030067640498299144,2240,0.1,0.6503110826015472,0.017291360588278622,0.026109523868653922,-31.104060583114624,,
114,155,5675,0.71691304,883500,5.0,0.02972489409148693,0.0015159934,1e-06,0.055018793791532516,-0.0023233777019629454,2260,0.1,0.6487284898757935,0.017105086909141393,0.04128809554647887,-31.1040620136261,,
115,155,5722,0.72123385,891250,5.0,0.029501982033252716,0.0013842987,1e-06,0.055017516016960144,-0.0018717341535288057,2280,0.1,0.6537084877490997,0.01740087257232517,0.02496547616639873,-31.104220390319824,,
116,155,5769,0.7206037199999998,899000,5.0,0.03330332413315773,0.0017174974,1e-06,0.05501681938767433,-0.00308916833273682,2300,0.1,0.6498512923717499,0.016843343453947456,0.04069166671979474,-31.104627976417543,,
117,155,5816,0.7255629900000001,906750,5.0,0.029382260516285896,0.0017788088,1e-06,0.055015724152326584,-0.002767235011000345,2320,0.1,0.6594215035438538,0.01682067727437243,0.034867857139906845,-31.104959535598756,,
118,155,5863,0.7217812699999999,914500,5.0,0.034649770706892014,0.0017409634,1e-06,0.05501437187194824,-0.0013397461478953532,2340,0.1,0.6628810167312622,0.017424487629905342,0.031102381098899057,-31.105416507720946,,
119,156,5910,0.7254847999999999,922250,5.0,0.031269971281290054,0.0015805229,1e-06,0.05501408874988556,-0.0022483215778312093,2360,0.1,0.6743404865264893,0.016006754492409528,0.027329761984874495,-31.105762467384338,,
120,155,5977,0.7216631200000001,930000,5.0,0.03097066842019558,0.0015875858,1e-06,0.05501353740692139,-0.0019084903060672077,2380,0.1,0.6833567321300507,0.015241532288491726,0.03301666670507984,-31.105893869400024,5.0,0.7552162039936153
121,155,6024,0.72889392,937750,5.0,0.033377859741449356,0.0017291829,1e-06,0.05501238629221916,-0.0016383624989830192,2400,0.1,0.6877019703388214,0.01524531896226108,0.032647619118506555,-31.106203145980835,,
122,155,6071,0.7300528199999999,945500,5.0,0.033014096319675446,0.0014290805,1e-06,0.05501116067171097,-0.0022585910196618684,2420,0.1,0.6729004383087158,0.016337899116333574,0.026172619044955353,-31.1066849899292,,
123,155,6119,0.7248602000000001,953250,5.0,0.03186905011534691,0.0013675974,1e-06,0.05500912666320801,-0.0018048964967986758,2440,0.1,0.688258707523346,0.015289323013275862,0.022636904807586688,-31.10728837490082,,
124,155,6166,0.72769581,961000,5.0,0.028986310586333275,0.0017143465,1e-06,0.05500871315598488,-0.00227289451169562,2460,0.1,0.6890199482440948,0.015718102876562626,0.03247142860374879,-31.107764496803284,,
125,155,6213,0.72373372,968750,5.0,0.031513068825006485,0.0011862468,1e-06,0.05500826612114906,-0.002142504636618978,2480,0.1,0.7043576240539551,0.014685747653711587,0.0220297618675977,-31.107923483848573,,
126,155,6260,0.7303854399999997,976500,5.0,0.0287559162825346,0.0013254571,1e-06,0.05500750243663788,-0.0019972838302249785,2500,0.1,0.6877386569976807,0.01550760790007189,0.018305952435766812,-31.108152399063112,,
127,156,6307,0.7284559,984250,5.0,0.030849207192659378,0.0014803344,1e-06,0.055006351321935654,-0.0020812879162256537,2520,0.1,0.718926727771759,0.014232163683045656,0.02311785716592567,-31.108538975715636,,
