time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/loss,train/explained_variance,train/clip_fraction,train/std,train/clip_range,train/value_loss,train/approx_kl,train/n_updates,eval/mean_reward,eval/mean_ep_length
10537,214,157,0.7673230699999999,5.0,1658500,-31.127332792282104,1e-06,-0.0030138190145462705,0.02724367007613182,0.869020476937294,0.04885000008449424,0.05495734512805939,0.1,0.007339560748077929,0.0017175701,4260,,
10583,215,157,0.7645749,5.0,1666250,-31.12772497177124,1e-06,-0.002520983348682906,0.025266537442803383,0.8676778227090836,0.05167261918948498,0.05495605245232582,0.1,0.007557318033650518,0.0018117237,4280,,
10629,216,157,0.7688171899999999,5.0,1674000,-31.12820748806,1e-06,-0.0028061929354050805,0.026141418144106865,0.872990682721138,0.0495845241213101,0.05495486035943031,0.1,0.0071907365077640865,0.0019179196,4300,,
10676,217,157,0.7638777699999999,5.0,1681750,-31.12896036148071,1e-06,-0.0011410604096977672,0.026188988238573074,0.8735495507717133,0.027874999959312845,0.05495207756757736,0.1,0.007477366651874036,0.0013458404,4320,,
10722,218,157,0.7660341599999997,5.0,1689500,-31.12979363441467,1e-06,-0.0018516948853561255,0.030965076759457588,0.8709957897663116,0.025882142847403884,0.054950613528490067,0.1,0.007529220955912024,0.0016262537,4340,,
10769,219,157,0.7680342899999998,5.0,1697250,-31.130168318748474,1e-06,0.00011674187908356615,0.025608468800783157,0.8709323853254318,0.03563214290421456,0.05495015159249306,0.1,0.007823440344072879,0.0014755373,4360,,
10835,220,157,0.7671071899999999,5.0,1705000,-31.13030834674835,1e-06,-0.002761920012959025,0.02672460302710533,0.8756555244326591,0.03907023820618633,0.0549498051404953,0.1,0.0069712435558903964,0.0016763434,4380,0.7835179484348573,5.0
10883,221,157,0.7708578200000001,5.0,1712750,-31.1304572057724,1e-06,-0.002904483658257284,0.02757667936384678,0.8757741898298264,0.04297023826075019,0.054949335753917694,0.1,0.007039629709906876,0.0017126426,4400,,
10929,222,157,0.77108007,5.0,1720500,-31.130859928131102,1e-06,-0.002426885958253151,0.029969634488224983,0.8801304027438164,0.030498809429991523,0.054947659373283386,0.1,0.006969194596167654,0.0013202005,4420,,
10976,223,157,0.7695517600000001,5.0,1728250,-31.13135407924652,1e-06,-0.0023255829770195734,0.027382470667362213,0.8785890191793442,0.052476190871384464,0.054946910589933395,0.1,0.006905434665968642,0.0018671795,4440,,
11022,224,157,0.7763820500000002,5.0,1736000,-31.131376953125,1e-06,-0.0018988235772410445,0.02763872593641281,0.8761768639087677,0.04083690477302298,0.05494754761457443,0.1,0.007312804480898194,0.0016329924,4460,,
11069,225,157,0.77090781,5.0,1743750,-31.131356401443483,1e-06,-0.0012733041850078307,0.0244404599070549,0.8789076805114746,0.029282142763840967,0.054946791380643845,0.1,0.007190939565189183,0.0012422254,4480,,
11115,226,157,0.77193333,5.0,1751500,-31.131489152908326,1e-06,-0.002588065737643239,0.029382333159446716,0.8786243796348572,0.04885833327571163,0.05494704842567444,0.1,0.006912094517610967,0.0018931087,4500,,
11162,227,157,0.7705503899999999,5.0,1759250,-31.13135235786438,1e-06,-0.002294491108534009,0.023807425051927567,0.878423422574997,0.043113095328444616,0.05494752526283264,0.1,0.007052707461407408,0.0015912809,4520,,
11208,228,157,0.7703121299999998,5.0,1767000,-31.131378898620607,1e-06,-0.001618830014671948,0.030385242775082588,0.8821840062737465,0.055423809976491614,0.054946813732385635,0.1,0.006955420501763001,0.0019256873,4540,,
11254,229,157,0.77829418,5.0,1774750,-31.13171489715576,1e-06,-0.0011128769166494413,0.029355399310588837,0.8773631379008293,0.04043452393874759,0.054945752024650574,0.1,0.00727701761526987,0.0017949234,4560,,
11321,230,157,0.7767831500000001,5.0,1782500,-31.13196012020111,1e-06,-0.0009769449019724596,0.028728025034070015,0.881808452308178,0.050051190690719526,0.05494561046361923,0.1,0.006914032647036947,0.0017197721,4580,0.788015542890459,5.0
11368,231,157,0.7747043000000002,5.0,1790250,-31.13221095561981,1e-06,-0.001670763900789616,0.026564262807369232,0.8863276839256287,0.04678928581939545,0.0549442432820797,0.1,0.006612879570457153,0.0017425779,4600,,
11414,232,157,0.77347146,5.0,1798000,-31.132874031066894,1e-06,-0.003250894133200548,0.030843861401081085,0.8834053799510002,0.05106428574363235,0.0549422912299633,0.1,0.006766674909740687,0.0016995443,4620,,
11460,233,157,0.77632954,5.0,1805750,-31.13349144935608,1e-06,-0.0023277537828300153,0.029421783983707428,0.8830248266458511,0.04873333339986857,0.054941099137067795,0.1,0.006788448119768873,0.0018548231,4640,,
11507,234,157,0.7818873700000001,5.0,1813500,-31.133630127906798,1e-06,-0.002251061491064692,0.030637472867965698,0.8825057074427605,0.03450238120160066,0.054941531270742416,0.1,0.006521336450241506,0.0015443552,4660,,
11553,235,157,0.77951515,5.0,1821250,-31.133770031929018,1e-06,-0.0020422796944795387,0.027014974504709244,0.8885619640350342,0.036727380930096844,0.05494033917784691,0.1,0.006375802686670795,0.0014877488,4680,,
11600,236,157,0.77817957,5.0,1829000,-31.134034709930418,1e-06,-0.0023385475359077113,0.026539858430624008,0.8859827667474747,0.06010952399316011,0.05494013801217079,0.1,0.006626682675560005,0.0020889693,4700,,
11646,237,157,0.7804285300000002,5.0,1836750,-31.134352107048034,1e-06,-0.0009177723615518296,0.029422380030155182,0.8866367563605309,0.051982143089990135,0.05493864789605141,0.1,0.006596684079268016,0.0017591116,4720,,
11693,238,157,0.78061721,5.0,1844500,-31.13489393234253,1e-06,-0.0017337016149457619,0.027082782238721848,0.8913813903927803,0.032284523825510406,0.05493740737438202,0.1,0.006596936288988217,0.0013515195,4740,,
11738,239,157,0.78027325,5.0,1852250,-31.135153079032897,1e-06,-0.002518825037810082,0.029818959534168243,0.8886825889348984,0.046179762100800874,0.05493728443980217,0.1,0.006550640952773392,0.0015343348,4760,,
11805,240,157,0.7863228699999999,5.0,1860000,-31.135209407806396,1e-06,-0.0005305596988433337,0.029558349400758743,0.8901957273483276,0.028596428634191397,0.054937075823545456,0.1,0.006319382468936965,0.0014566416,4780,0.7906453541169631,5.0
11853,241,157,0.77992383,5.0,1867750,-31.13548019886017,1e-06,-0.00234416362814053,0.030952461063861847,0.8946714699268341,0.05381666674715234,0.05493590980768204,0.1,0.006238382816663943,0.002057997,4800,,
11900,242,157,0.7792823099999999,5.0,1875500,-31.1357870388031,1e-06,-0.001682765022442716,0.028720997273921967,0.8918874189257622,0.037392857138183896,0.05493550002574921,0.1,0.0064575627027079465,0.0014370078,4820,,
11947,243,157,0.7802291399999998,5.0,1883250,-31.136093316078185,1e-06,-0.0006256946031060462,0.025953596457839012,0.8933365270495415,0.03632976192398928,0.054934218525886536,0.1,0.006194588855141774,0.0014516991,4840,,
11993,244,157,0.7765134199999999,5.0,1891000,-31.136845455169677,1e-06,-0.002991022395267802,0.030748985707759857,0.8945235386490822,0.047805952618946324,0.054931607097387314,0.1,0.006336283611599356,0.001689236,4860,,
12039,245,157,0.78405403,5.0,1898750,-31.137515902519226,1e-06,-0.002645017821982132,0.02914724498987198,0.8949486911296844,0.05278928605548572,0.05493082478642464,0.1,0.0062836160056758674,0.0016784193,4880,,
12086,246,157,0.78143726,5.0,1906500,-31.137895188331605,1e-06,-0.0024464477551660122,0.02649660035967827,0.8991774469614029,0.06113809570786543,0.05492950603365898,0.1,0.005984506144886837,0.0019924615,4900,,
12132,247,157,0.78541032,5.0,1914250,-31.13839406490326,1e-06,-0.0010772635319000788,0.028189564123749733,0.896183654665947,0.040154761979356406,0.05492819473147392,0.1,0.0061119994544424116,0.0017914199,4920,,
12179,248,157,0.7844428899999998,5.0,1922000,-31.138788709640504,1e-06,-0.002004926045805169,0.028169477358460426,0.8925420567393303,0.06450833391863853,0.05492753908038139,0.1,0.006249716358724982,0.0018490115,4940,,
12225,249,157,0.7842404999999999,5.0,1929750,-31.138955693244935,1e-06,-0.0026711833030153807,0.0337429903447628,0.8975587785243988,0.04332380952633685,0.05492732673883438,0.1,0.0062227651546709235,0.0019104525,4960,,
12292,250,157,0.78692609,5.0,1937500,-31.139164791107177,1e-06,-0.0025360308236631645,0.029583415016531944,0.8977933451533318,0.03281904759583995,0.05492633953690529,0.1,0.006359638957073912,0.001580314,4980,0.796141781613577,5.0
12339,251,157,0.7880977299999999,5.0,1945250,-31.139629859924316,1e-06,-0.0013391157811540166,0.027409730479121208,0.8967138975858688,0.06045714328094618,0.054924942553043365,0.1,0.006278535231249407,0.0018077428,5000,,
12386,252,157,0.78651948,5.0,1953000,-31.140157594680787,1e-06,-0.0032837637474624937,0.029154784977436066,0.900482565164566,0.06373333361727418,0.05492353066802025,0.1,0.005980805513681844,0.0019987165,5020,,
12432,253,157,0.7853339699999998,5.0,1960750,-31.140745429992677,1e-06,-0.001439861459063989,0.02747403085231781,0.8995130285620689,0.029820238067477477,0.05492183193564415,0.1,0.006005053983535617,0.0011987496,5040,,
12479,254,157,0.7899533700000001,5.0,1968500,-31.141291642189024,1e-06,-0.0008901050439946889,0.0318230465054512,0.8952412977814674,0.028853571544168517,0.05492082238197327,0.1,0.006336669661104679,0.0014641974,5060,,
12525,255,157,0.7898169799999999,5.0,1976250,-31.141698322296143,1e-06,-0.003681037725475491,0.02527787536382675,0.8971207588911057,0.031469047673163004,0.054919641464948654,0.1,0.006343665232416243,0.0015024075,5080,,
12571,256,157,0.7870507699999999,5.0,1984000,-31.142003450393677,1e-06,-0.0018541047612035833,0.03165833652019501,0.8989180102944374,0.047908333548402876,0.05491931363940239,0.1,0.00623326264321804,0.0015375181,5100,,
12618,257,157,0.7858251799999999,5.0,1991750,-31.14237235546112,1e-06,-0.003370912544035949,0.026420611888170242,0.9026593342423439,0.054678571753029245,0.054917462170124054,0.1,0.006109673337778077,0.0018753926,5120,,
12664,258,157,0.79018127,5.0,1999500,-31.1429740524292,1e-06,-0.002265106776395802,0.02616656944155693,0.905451737344265,0.03597142861399334,0.054916393011808395,0.1,0.005794940841151401,0.0016419727,5140,,
12711,259,157,0.79514652,5.0,2007250,-31.143444094657898,1e-06,-0.0009847993741546191,0.02619129605591297,0.9028949737548828,0.04466190498525975,0.05491490662097931,0.1,0.006067381168249995,0.0019434427,5160,,
12778,260,157,0.7904018400000001,5.0,2015000,-31.1438450717926,1e-06,-0.0033237934790859747,0.02746231108903885,0.905204750597477,0.04445714281260735,0.05491437390446663,0.1,0.005767316452693194,0.0019770288,5180,0.8034345637235725,5.0
12825,261,157,0.78987746,5.0,2022750,-31.144272108078003,1e-06,-0.001543030614280787,0.030885718762874603,0.9043548703193665,0.041170238138583955,0.054912541061639786,0.1,0.005760475700371899,0.0015240735,5200,,
12872,262,157,0.7929395799999999,5.0,2030500,-31.14468852519989,1e-06,-0.0012500830383656947,0.028817377984523773,0.9049117118120193,0.033527381042658816,0.05491240322589874,0.1,0.005764789428794757,0.0014181365,5220,,
12920,263,157,0.79545963,5.0,2038250,-31.14491065502167,1e-06,-0.0010017673906453873,0.025635886937379837,0.904785692691803,0.05154761936282739,0.05491117760539055,0.1,0.005586891419370659,0.0018999705,5240,,
12967,264,157,0.79365774,5.0,2046000,-31.1452893447876,1e-06,-0.0020761351320282982,0.027532711625099182,0.9031930416822433,0.04964285734575242,0.05491054803133011,0.1,0.006051070446847007,0.0018631147,5260,,
13014,265,157,0.7909365600000001,5.0,2053750,-31.145337862968447,1e-06,-0.002521163728121092,0.02953428030014038,0.9058271497488022,0.038463095303741285,0.05491098389029503,0.1,0.005940678528277204,0.0017122417,5280,,
13060,266,157,0.7946100199999999,5.0,2061500,-31.145383167266846,1e-06,-0.0009891394451657031,0.02488749846816063,0.9067449271678925,0.0437976191463531,0.05491016060113907,0.1,0.005652835954097099,0.0016373729,5300,,
13106,267,157,0.79045527,5.0,2069250,-31.14584367752075,1e-06,-0.0008987175538481918,0.033926934003829956,0.9111245647072792,0.016745238083240112,0.05490858480334282,0.1,0.005529111788491719,0.0011526872,5320,,
13154,268,157,0.7921676999999999,5.0,2077000,-31.146396231651305,1e-06,-0.001965689117720224,0.026474006474018097,0.9098755866289139,0.03790833336766809,0.05490730702877045,0.1,0.005769401911529712,0.0014353178,5340,,
13200,269,157,0.79402598,5.0,2084750,-31.146388392448426,1e-06,-0.0008977708111450155,0.02542995475232601,0.911188006401062,0.044008333561650945,0.05490882322192192,0.1,0.005501024505938403,0.0015891374,5360,,
13267,270,157,0.7958784299999999,5.0,2092500,-31.14625105381012,1e-06,-0.0016849151696998366,0.027561400085687637,0.9076170548796654,0.05387380985805066,0.05490776151418686,0.1,0.005729707816499285,0.0020184643,5380,0.8041227273368504,5.0
13313,271,157,0.7924242699999999,5.0,2100250,-31.146703577041627,1e-06,-0.0012332307836591383,0.02659749425947666,0.9077868834137917,0.04555238122615265,0.05490650609135628,0.1,0.005660855189198628,0.0019805462,5400,,
13360,272,157,0.78785989,5.0,2108000,-31.147158126831055,1e-06,-0.0007333083756333369,0.031222010031342506,0.9075088575482368,0.04287500019854633,0.054905444383621216,0.1,0.005617744471528567,0.0017118035,5420,,
13407,273,157,0.7954557499999999,5.0,2115750,-31.147426137924196,1e-06,-0.001447652405084101,0.034865520894527435,0.910319447517395,0.052608333676180334,0.05490505322813988,0.1,0.0054473824036540466,0.0015767091,5440,,
13453,274,157,0.79153296,5.0,2123500,-31.147821645736695,1e-06,-0.0029946901349246335,0.026247572153806686,0.91044532507658,0.037653571343107615,0.05490337312221527,0.1,0.005492926826118492,0.0015029624,5460,,
13499,275,157,0.7919200700000001,5.0,2131250,-31.14828833580017,1e-06,-0.0021361498246699907,0.02773328498005867,0.9067191705107689,0.047360714456008285,0.05490268021821976,0.1,0.00581994017935358,0.0015577439,5480,,
13546,276,157,0.8004969599999999,5.0,2139000,-31.148671097755432,1e-06,-0.0011074740379974112,0.026882359758019447,0.909055732190609,0.043392857088474554,0.05490129441022873,0.1,0.005594023481826298,0.0017099914,5500,,
13593,277,157,0.7970642000000001,5.0,2146750,-31.149209489822386,1e-06,-0.001296430602234575,0.026820505037903786,0.9085964933037758,0.038090476228971965,0.05489986389875412,0.1,0.005857066169846803,0.0013682167,5520,,
13640,278,157,0.79886012,5.0,2154500,-31.14979518890381,1e-06,-0.001744805217525709,0.025969402864575386,0.9082427471876144,0.04175952402758412,0.0548982247710228,0.1,0.005747662318171933,0.0016732835,5540,,
13687,279,157,0.79677053,5.0,2162250,-31.15037580013275,1e-06,-0.0027129658304073435,0.028709668666124344,0.9116182774305344,0.039765476312604735,0.05489687621593475,0.1,0.005453937346464955,0.0015172086,5560,,
13753,280,157,0.7947816799999999,5.0,2170000,-31.150899920463562,1e-06,-0.0018074392072710082,0.026970280334353447,0.9126380085945129,0.0413797620186233,0.05489541217684746,0.1,0.005362129511195235,0.0016623619,5580,0.8097512756081012,5.0
13801,281,157,0.8002936199999999,5.0,2177750,-31.151305470466614,1e-06,-0.0011908509599760464,0.030079759657382965,0.9136275202035904,0.02498571433068719,0.0548948235809803,0.1,0.005492483656853437,0.0013978044,5600,,
13847,282,157,0.7980232600000001,5.0,2185500,-31.151681394577025,1e-06,-0.001470236820037185,0.023531552404165268,0.9139282032847404,0.03523928566748509,0.054893407970666885,0.1,0.005486408665892668,0.0013464985,5620,,
13893,283,157,0.7960095799999999,5.0,2193250,-31.15225118637085,1e-06,-0.0028456165240423204,0.03132779523730278,0.9125207513570786,0.032559523895324675,0.0548919178545475,0.1,0.0055278891703346746,0.0014475186,5640,,
13940,284,157,0.79904641,5.0,2201000,-31.152699909210206,1e-06,-0.001113415429094884,0.02631755918264389,0.9139429703354836,0.05518928604928078,0.05489114299416542,0.1,0.005371385195176117,0.001715493,5660,,
13987,285,157,0.7972314200000001,5.0,2208750,-31.15290002822876,1e-06,-0.0009202969396017302,0.02829846553504467,0.9144361093640327,0.031080952484626324,0.0548907034099102,0.1,0.005206379536539316,0.0013143483,5680,,
14034,286,157,0.7955126199999999,5.0,2216500,-31.153022322654724,1e-06,-0.0020431804047217296,0.026165703311562538,0.9148310124874115,0.052279762079706416,0.05489061027765274,0.1,0.005194197322125547,0.0021719662,5700,,
14080,287,157,0.80113279,5.0,2224250,-31.153164920806883,1e-06,-0.0013584309497095238,0.02895103022456169,0.9146938994526863,0.028673809546162374,0.054889924824237823,0.1,0.005477674980647862,0.001678895,5720,,
14128,288,157,0.8032487899999998,5.0,2232000,-31.153533740043642,1e-06,-0.002997535220126082,0.03178827092051506,0.9155008643865585,0.045560714470339006,0.05488864704966545,0.1,0.005373410280444659,0.0017280511,5740,,
14174,289,158,0.8044717799999997,5.0,2239750,-31.153975133895873,1e-06,-0.0008584646584813349,0.02541447803378105,0.9161995351314545,0.04634166684059892,0.054887592792510986,0.1,0.005120205098064616,0.0015512956,5760,,
14241,290,157,0.7997553099999999,5.0,2247500,-31.15428744316101,1e-06,-0.0013712341921652805,0.026319419965147972,0.9186152294278145,0.021716666670399717,0.05488711968064308,0.1,0.005350842927582562,0.0012331412,5780,0.8114751060166887,5.0
14288,291,157,0.7969062199999999,5.0,2255250,-31.15452639579773,1e-06,-0.002655300160398406,0.028162304311990738,0.9155061915516853,0.025934523773030377,0.054886266589164734,0.1,0.005373743132222444,0.0015593951,5800,,
14334,292,157,0.8020875599999999,5.0,2263000,-31.15490276813507,1e-06,-0.0023010686327814066,0.022856425493955612,0.9141462445259094,0.06035595284949522,0.0548851378262043,0.1,0.005594718558713793,0.0016406241,5820,,
14380,293,157,0.8063364,5.0,2270750,-31.155269818305968,1e-06,-0.0019270139997765413,0.027737976983189583,0.9136707186698914,0.04823571441957029,0.054884377866983414,0.1,0.005282006079796702,0.0015697846,5840,,
14427,294,157,0.80091591,5.0,2278500,-31.155719456672667,1e-06,-0.0007620669626427823,0.02617962844669819,0.917204387485981,0.015139285656332505,0.05488277226686478,0.1,0.0052999975049169736,0.0010173903,5860,,
14473,295,157,0.8045351700000001,5.0,2286250,-31.156184048652648,1e-06,-0.0022608436868945913,0.025969743728637695,0.916219599545002,0.04118690488336142,0.054882027208805084,0.1,0.005454727736650966,0.0016757533,5880,,
14520,296,157,0.8073383299999999,5.0,2294000,-31.156509819030763,1e-06,-0.0029628193662647197,0.02477147988975048,0.9197438433766365,0.054548809824045745,0.05488092824816704,0.1,0.0052389917883556335,0.0018493808,5900,,
14567,297,158,0.79998781,5.0,2301750,-31.15696187019348,1e-06,-0.0001909966923315487,0.027279483154416084,0.9222870022058487,0.05202142865513451,0.054879724979400635,0.1,0.005139566285652109,0.001771963,5920,,
14614,298,158,0.8046813200000001,5.0,2309500,-31.157682313919068,1e-06,-0.0019565059813715455,0.029046988114714622,0.9202156960964203,0.03900000007648487,0.0548771470785141,0.1,0.005049452323000878,0.0015190383,5940,,
14660,299,158,0.8091370499999999,5.0,2317250,-31.158468589782714,1e-06,-0.0017925371786214606,0.03249869495630264,0.9186306670308113,0.03034523813810665,0.05487567558884621,0.1,0.0050767392833949996,0.0015337534,5960,,
14728,300,157,0.8009003800000001,5.0,2325000,-31.158895349502565,1e-06,-0.000752726724045747,0.027631090953946114,0.9182871654629707,0.04016428580711363,0.054874930530786514,0.1,0.005180013339268044,0.0013768142,5980,0.8117312759491768,5.0
14775,301,157,0.80540927,5.0,2332750,-31.15931053161621,1e-06,-0.0006571162861509539,0.0254397913813591,0.9202925860881805,0.03487142867408693,0.05487346276640892,0.1,0.004724138155579567,0.001466352,6000,,
14821,302,157,0.8072639699999999,5.0,2340500,-31.15980655670166,1e-06,-0.0019015350221610737,0.02673165686428547,0.917005829513073,0.03643452392803738,0.05487240478396416,0.1,0.005299575055250898,0.0012812042,6020,,
14868,303,157,0.8062044199999999,5.0,2348250,-31.15993485927582,1e-06,-0.0019653800822741286,0.025609740987420082,0.9207035601139069,0.055016666853625794,0.054872870445251465,0.1,0.005138998801703565,0.0017713376,6040,,
14914,304,157,0.80907973,5.0,2356000,-31.160250082015992,1e-06,-0.002030570264032869,0.025218144059181213,0.9187064915895462,0.058458333663875234,0.05487053841352463,0.1,0.005282412673695944,0.0016582002,6060,,
14961,305,157,0.80721104,5.0,2363750,-31.1609401845932,1e-06,-0.002979741227590238,0.026479177176952362,0.9186239019036293,0.06080952431861078,0.054869335144758224,0.1,0.005108650565380231,0.0018747001,6080,,
15008,306,158,0.80332239,5.0,2371500,-31.161544103622436,1e-06,-0.0007482433316167025,0.02775854989886284,0.9207001328468323,0.04009761909226654,0.05486736074090004,0.1,0.005281575903645717,0.0018564755,6100,,
15055,307,158,0.80692859,5.0,2379250,-31.161968426704405,1e-06,-0.0006720321256067408,0.028391733765602112,0.9214436188340187,0.04198928586818511,0.05486725643277168,0.1,0.005110624785302207,0.0015176284,6120,,
15102,308,158,0.8095185099999999,5.0,2387000,-31.162083468437196,1e-06,-0.0026196193828450375,0.028471238911151886,0.9209038019180298,0.03848452385136625,0.054866623133420944,0.1,0.005038911831798032,0.0015316161,6140,,
15148,309,158,0.80391161,5.0,2394750,-31.162459664344787,1e-06,-0.0020613177597267707,0.026110908016562462,0.9210613518953323,0.03751547631836729,0.054865315556526184,0.1,0.00521598354622256,0.0017362428,6160,,
15214,310,157,0.8044957100000001,5.0,2402500,-31.16284662246704,1e-06,-0.001634901087224143,0.02773994579911232,0.9210430309176445,0.03412976196646923,0.05486465245485306,0.1,0.005049618841148913,0.001373359,6180,0.8151834702263356,5.0
15262,311,157,0.8021915900000001,5.0,2410250,-31.163376922607423,1e-06,-0.0005672758586026827,0.02529284544289112,0.9214234873652458,0.03465238087752368,0.05486251041293144,0.1,0.005065146259148605,0.0017138978,6200,,
15309,312,157,0.8048013299999998,5.0,2418000,-31.16410426616669,1e-06,-0.0010438027356181045,0.02267613634467125,0.9195272326469421,0.050655952473171055,0.0548609122633934,0.1,0.00533072316320613,0.001930892,6220,,
15355,313,157,0.8129041699999999,5.0,2425750,-31.164729752540588,1e-06,-0.00014222562800888738,0.028359396383166313,0.924297109246254,0.04143333347543376,0.05485925450921059,0.1,0.004914566020015627,0.001482374,6240,,
15402,314,157,0.8082715299999998,5.0,2433500,-31.16521626472473,1e-06,-0.0008839894860500497,0.028648026287555695,0.9236162081360817,0.032900000071385875,0.054858431220054626,0.1,0.005058997795567848,0.0014171752,6260,,
15449,315,158,0.81051969,5.0,2441250,-31.165542240142823,1e-06,-0.001847772160331813,0.029060836881399155,0.9245271757245064,0.04104523819027236,0.054857488721609116,0.1,0.0049521072953939435,0.0014495474,6280,,
15496,316,158,0.8053410000000001,5.0,2449000,-31.166118354797362,1e-06,-0.0006831846161398314,0.028709715232253075,0.9243638440966606,0.027988095210457687,0.05485532060265541,0.1,0.004925375380553305,0.0013635354,6300,,
15543,317,158,0.80810009,5.0,2456750,-31.166683111190796,1e-06,-0.0004873671615559827,0.028777915984392166,0.9216296002268791,0.01834761911915848,0.054854609072208405,0.1,0.005002956297248602,0.0010956387,6320,,
15589,318,158,0.8088087,5.0,2464500,-31.167047848701475,1e-06,-0.0011921215755898529,0.027080627158284187,0.9211700335144997,0.03632738100423012,0.05485338345170021,0.1,0.004958083248930052,0.0016005833,6340,,
15635,319,158,0.81060255,5.0,2472250,-31.16739914417267,1e-06,-0.0034677160193956613,0.03305096551775932,0.9249406084418297,0.03352976198977558,0.05485275760293007,0.1,0.005085867727175355,0.0013615817,6360,,
15704,320,157,0.8082880400000001,5.0,2480000,-31.167720518112183,1e-06,-0.0014292416296156586,0.032936420291662216,0.9258187115192413,0.049727381001284814,0.05485164001584053,0.1,0.004808066463447176,0.0018624988,6380,0.8166003572865653,5.0
15751,321,157,0.80795795,5.0,2487750,-31.168030486106872,1e-06,-0.002504848165413973,0.028596509248018265,0.9271302744746208,0.046510714562609794,0.05485129356384277,0.1,0.004850374799571,0.0018196658,6400,,
15798,322,157,0.8039336100000001,5.0,2495500,-31.168325877189638,1e-06,-0.0012247917717131784,0.02786359377205372,0.9237461909651756,0.04284285727830138,0.05484992265701294,0.1,0.005043320132535882,0.0015178677,6420,,
15845,323,157,0.8066574700000001,5.0,2503250,-31.168892340660094,1e-06,-0.001525835894282581,0.02503523975610733,0.9263478219509125,0.04030952393892221,0.054848428815603256,0.1,0.004583838429534808,0.0013580818,6440,,
15893,324,157,0.81185838,5.0,2511000,-31.16935694694519,1e-06,-0.0017076446689066889,0.02848363295197487,0.9223572611808777,0.03997857156296959,0.05484752357006073,0.1,0.005145276944385841,0.0016529446,6460,,
15939,325,158,0.8113053999999998,5.0,2518750,-31.169668116569518,1e-06,-0.0038658941150073556,0.02568754181265831,0.9254371598362923,0.05252857137762476,0.054846879094839096,0.1,0.004837346408748999,0.0018265551,6480,,
15986,326,158,0.8109711600000001,5.0,2526500,-31.169699234962465,1e-06,-0.0009086002715552877,0.033054169267416,0.9263675063848495,0.034160714367171746,0.05484728515148163,0.1,0.004584376644925214,0.0014450224,6500,,
16033,327,158,0.8120097700000001,5.0,2534250,-31.169694414138792,1e-06,-0.0012004890227998465,0.030942853540182114,0.9280594065785408,0.02975595249416074,0.054846808314323425,0.1,0.00459169039328117,0.0014240139,6520,,
16080,328,158,0.8051892599999998,5.0,2542000,-31.17006531238556,1e-06,-0.0009275363466304398,0.02948920615017414,0.927745871245861,0.06191666715487372,0.054845403879880905,0.1,0.004672421307186596,0.0019130895,6540,,
16127,329,158,0.8175107,5.0,2549750,-31.17053964138031,1e-06,-0.0016782522697031243,0.025474082678556442,0.9248748645186424,0.03947619059268618,0.05484442412853241,0.1,0.0047371927375206725,0.0015131816,6560,,
16195,330,157,0.8117122800000002,5.0,2557500,-31.170779128074646,1e-06,-0.0021614011383187214,0.03000977821648121,0.9252579659223557,0.03253452397650108,0.05484418198466301,0.1,0.0050531005469383675,0.0011262401,6580,0.8205540808896092,5.0
16242,331,157,0.8136996200000002,5.0,2565250,-31.170982785224915,1e-06,-0.0007591878183395107,0.030141476541757584,0.9261434003710747,0.03278333338355879,0.054843176156282425,0.1,0.004749307708116248,0.0014733914,6600,,
16289,332,157,0.8133749899999998,5.0,2573000,-31.171381378173827,1e-06,-0.0015823527573276598,0.030997367575764656,0.9290039986371994,0.04681666688004043,0.05484221875667572,0.1,0.004684940670849755,0.0017198985,6620,,
16336,333,157,0.80790163,5.0,2580750,-31.17183783531189,1e-06,-0.0021229079948839134,0.026700615882873535,0.9274737685918808,0.04249404776026495,0.0548408105969429,0.1,0.004587264800793491,0.001551827,6640,,
16383,334,157,0.8102697999999999,5.0,2588500,-31.172349395751954,1e-06,-0.002028483122127127,0.028506193310022354,0.9273916929960251,0.03785476209741319,0.05483953654766083,0.1,0.004833302850602195,0.0014667232,6660,,
16430,335,158,0.8107949000000001,5.0,2596250,-31.172860045433044,1e-06,-0.0017455823434866357,0.0328528918325901,0.9255438968539238,0.04133928578521591,0.05483816936612129,0.1,0.004606271098018624,0.0016073268,6680,,
16476,336,158,0.8131155700000001,5.0,2604000,-31.173653926849365,1e-06,-0.001248525528604767,0.030363747850060463,0.9289535880088806,0.03083452396269422,0.05483531579375267,0.1,0.0045397896075155585,0.0015608158,6700,,
16524,337,158,0.8140443300000001,5.0,2611750,-31.174475498199463,1e-06,-0.0018963140139533418,0.03467673808336258,0.9277939721941948,0.036401190534234046,0.054833974689245224,0.1,0.004874694631434977,0.0012387199,6720,,
16571,338,158,0.8118657699999998,5.0,2619500,-31.174937443733214,1e-06,-0.002449318023123887,0.031221844255924225,0.9250264093279839,0.03446666653442662,0.05483284965157509,0.1,0.0048481298598926515,0.0017358923,6740,,
16618,339,158,0.81554503,5.0,2627250,-31.17535439968109,1e-06,-0.0033483676594407274,0.025155797600746155,0.9284208342432976,0.06648214337532408,0.05483178794384003,0.1,0.004551673454116099,0.0019110448,6760,,
