train/clip_range,train/clip_fraction,train/n_updates,train/std,time/iterations,train/policy_gradient_loss,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/approx_kl,train/explained_variance,train/value_loss,rollout/ep_len_mean,time/fps,train/entropy_loss,train/loss,expt_results/N,mc_results/C_mc,expt_results/C_l,mc_results/P_mc,expt_results/P_l,mc_results/eps_mc,expt_results/V_l,mc_results/V_mc,mlmc_results/P_ml,mlmc_results/a,b,g,mc_results/N_mc,mlmc_results/eps_ml,mlmc_results/V_ml,mlmc_results/C_ml,mlmc_results/N_ml
0.1,0.0,180,0.05502376705408096,10,-0.00016773236551994585,1e-06,0.67743771,50000,854,1.4137933e-05,-7.211920738220215,0.4075636714696884,5.0,58,31.102122116088868,0.2439580112695694,,,,,,,,,,,,,,,
0.1,0.0,380,0.05502426251769066,20,-0.00030757626606199296,1e-06,0.6821047299999999,100000,1671,1.7080625e-05,-6.523423671722412,0.3724067613482475,5.0,59,31.10192241668701,0.22532470524311066,,,,,,,,,,,,,,,
0.1,0.0,580,0.055024608969688416,30,-0.00018385313327620167,1e-06,0.6836684100000001,150000,2490,1.1484113e-05,-6.046230316162109,0.34558780640363695,5.0,60,31.10178213119507,0.19038306176662445,,,,,,,,,,,,,,,
0.1,0.0,780,0.05502459034323692,40,-0.0002711805587642058,1e-06,0.6816400399999999,200000,3311,1.560849e-05,-5.558460712432861,0.31407639384269714,5.0,60,31.101771926879884,0.1837059110403061,,,,,,,,,,,,,,,
0.1,0.0,980,0.055025022476911545,50,-0.0001276782839500612,1e-06,0.6814461100000001,250000,4121,8.68867e-06,-5.114841461181641,0.28916111290454866,5.0,60,31.101597404479982,0.1613488495349884,,,,,,,,,,,,,,,
0.1,0.0,1180,0.05502524971961975,60,-0.00020148950575773483,1e-06,0.67805843,300000,4932,1.0769257e-05,-4.638415813446045,0.26909165233373644,5.0,60,31.101515769958496,0.1682303249835968,,,,,,,,,,,,,,,
0.1,0.0,1380,0.05502528324723244,70,-0.00026708794376535395,1e-06,0.6834634199999999,350000,5743,1.2899905e-05,-4.2138872146606445,0.24402481615543364,5.0,60,31.101494693756102,0.14126452803611755,,,,,,,,,,,,,,,
0.1,0.0,1580,0.055025454610586166,80,-0.00023222056538277914,1e-06,0.68083562,400000,6545,1.28744e-05,-3.9792094230651855,0.23339337930083276,5.0,61,31.101419830322264,0.15218812227249146,,,,,,,,,,,,,,,
0.1,0.0,1780,0.05502571538090706,90,-0.00018515542608829038,1e-06,0.68382269,450000,7350,1.0524016e-05,-3.6574268341064453,0.21837015748023986,5.0,61,31.10133123397827,0.13570339977741241,,,,,,,,,,,,,,,
0.1,0.0,1980,0.055026017129421234,100,-0.00020735521144708003,1e-06,0.6832773699999999,500000,8157,1.0966796e-05,-3.3615288734436035,0.20223816186189653,5.0,61,31.101252174377443,0.13482488691806793,,,,,,,,,,,,,,,
0.1,0.0,2180,0.05502571538090706,110,-0.0002399340979616582,1e-06,0.68730724,550000,8958,1.2171301e-05,-3.1132593154907227,0.19436702281236648,5.0,61,31.10134115219116,0.12534300982952118,,,,,,,,,,,,,,,
