rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/std,train/entropy_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
5.0,12015,11,0.6032522800000001,132500,53,0.008590288,0.8505208939313889,0.004843879105756059,0.39560001861769706,0.05274329334497452,0.1,0.05506645515561104,-94.7390885925293,1e-05,1040,-0.03693827722553635,,
5.0,12237,11,0.60858635,135000,54,0.010075321,0.8407111167907715,0.005169427655637264,0.42738001889549193,0.04877769574522972,0.1,0.05506940186023712,-94.73656356811523,1e-05,1060,-0.03781528469087117,,
5.0,12461,11,0.6081581400000001,137500,55,0.009194232,0.8532828241586685,0.004753091582097113,0.39810001782607285,0.04599629342556,0.1,0.055070679634809494,-94.73400444030761,1e-05,1080,-0.036077216406372584,,
5.0,12687,11,0.6018037199999999,140000,56,0.00740358,0.8651962727308273,0.004391451263800263,0.3861400167481042,0.05019820109009743,0.1,0.05507294088602066,-94.73213077545167,1e-05,1100,-0.03572487068698218,,
5.0,12910,11,0.6101144800000001,142500,57,0.0092851175,0.859709769487381,0.0045536247605923565,0.4065600186516531,0.05084787681698799,0.1,0.055076610296964645,-94.72874523162842,1e-05,1120,-0.03662057979906326,,
5.0,13135,11,0.6112176300000001,145000,58,0.0099138655,0.8635205179452896,0.004453585126902908,0.3958000186039135,0.04675859212875366,0.1,0.05507393926382065,-94.72873359680176,1e-05,1140,-0.03678217762191904,,
5.0,13360,11,0.6096780900000001,147500,59,0.0063929847,0.8555384874343872,0.00473324165912345,0.36648001737426966,0.05070364475250244,0.1,0.05507400631904602,-94.72956443786622,1e-05,1160,-0.034883881004494625,,
5.0,13608,11,0.60559748,150000,60,0.007514199,0.85993792116642,0.004526116783963517,0.3980000187573023,0.0481913685798645,0.1,0.05507291480898857,-94.73060668945313,1e-05,1180,-0.036056692290416095,0.6594519567026488,5.0
5.0,13835,11,0.61064626,152500,61,0.0077037495,0.8664425015449524,0.004343645540066063,0.3814600170776248,0.051222145557403564,0.1,0.0550728365778923,-94.73098396301269,1e-05,1200,-0.03565977870711876,,
5.0,14056,11,0.60828426,155000,62,0.007515197,0.8625417947769165,0.004499797851312905,0.40628001807024705,0.05006749927997589,0.1,0.05507318675518036,-94.73069919586182,1e-05,1220,-0.03718002181588497,,
5.0,14280,11,0.60882873,157500,63,0.008614487,0.8700250834226608,0.004264294060412795,0.3903200177056715,0.049773525446653366,0.1,0.055074095726013184,-94.73058628082275,1e-05,1240,-0.03602787060305737,,
5.0,14505,11,0.61105999,160000,64,0.007872651,0.8645346909761429,0.004416816509328783,0.38974001771071926,0.050505705177783966,0.1,0.055071912705898285,-94.73041980743409,1e-05,1260,-0.03530676319648027,,
5.0,14728,11,0.61319442,162500,65,0.007945226,0.8682328909635544,0.00430173383676447,0.38476001771865415,0.05089852958917618,0.1,0.055069491267204285,-94.73336292266846,1e-05,1280,-0.03676759606494372,,
5.0,14952,11,0.60945898,165000,66,0.008533447,0.8687713444232941,0.004289966056821868,0.4023800188489258,0.046132296323776245,0.1,0.0550694465637207,-94.73515674591064,1e-05,1300,-0.03627207341327884,,
5.0,15174,11,0.6126517599999999,167500,67,0.007374874,0.8686952590942383,0.004310807074652985,0.37548001666320485,0.05324708670377731,0.1,0.055069953203201294,-94.73478923797607,1e-05,1320,-0.033792971479126736,,
5.0,15398,11,0.61199492,170000,68,0.0080670845,0.874540850520134,0.004118334426311776,0.3939800177817233,0.051143448799848557,0.1,0.05506806820631027,-94.73602706909179,1e-05,1340,-0.0353529123643112,,
5.0,15621,11,0.6156036300000001,172500,69,0.00791164,0.8728172034025192,0.004179854656103999,0.3765600167703815,0.051316820085048676,0.1,0.05506410449743271,-94.73862014770508,1e-05,1360,-0.034473091725935774,,
5.0,15867,11,0.6122443399999999,175000,70,0.008541759,0.8673069626092911,0.004362900765845552,0.38300001800991595,0.053004201501607895,0.1,0.055063992738723755,-94.74161117553712,1e-05,1380,-0.03567181994016749,0.6615905265175408,5.0
5.0,16090,11,0.6159786700000001,177500,71,0.007618407,0.8688469976186752,0.004313645282527432,0.38852001865860075,0.04945925623178482,0.1,0.05505797266960144,-94.74505744934082,1e-05,1400,-0.036123164971854964,,
5.0,16314,11,0.61141604,180000,72,0.0093924645,0.8736490160226822,0.004165224864846095,0.4045200201147236,0.047930698841810226,0.1,0.05505456402897835,-94.75041080474854,1e-05,1420,-0.036516718746951116,,
5.0,16537,11,0.61665267,182500,73,0.008731177,0.874103769659996,0.004146282098954544,0.38098001713398844,0.04903112351894379,0.1,0.05505507439374924,-94.75234279632568,1e-05,1440,-0.03482657013846095,,
5.0,16762,11,0.61450425,185000,74,0.009281209,0.8709697723388672,0.0042811048019211735,0.3861200173408724,0.053755003958940506,0.1,0.05505800247192383,-94.7506460571289,1e-05,1460,-0.035231231575018354,,
5.0,16986,11,0.6166097199999999,187500,75,0.009475722,0.878834567964077,0.003998563799541444,0.4045200186339207,0.0445655956864357,0.1,0.05505795031785965,-94.74832637786865,1e-05,1480,-0.03760936558702042,,
5.0,17212,11,0.61816077,190000,76,0.008058122,0.8744668513536453,0.004165377003373578,0.4089600175083615,0.0471079982817173,0.1,0.05506550520658493,-94.74416667938232,1e-05,1500,-0.03681615043838974,,
5.0,17438,11,0.61979035,192500,77,0.007890481,0.8762997314333916,0.004093575975857675,0.3910200184211135,0.05323950573801994,0.1,0.05506199225783348,-94.74155838012695,1e-05,1520,-0.03641554025681756,,
5.0,17662,11,0.6173917899999999,195000,78,0.0076072793,0.877732127904892,0.004065579093294218,0.3856000179890543,0.0458565428853035,0.1,0.055067382752895355,-94.74062839508056,1e-05,1540,-0.035830107932544805,,
5.0,17887,11,0.61059278,197500,79,0.008036849,0.8729017972946167,0.004219214277109131,0.3969200180773623,0.04886593669652939,0.1,0.05506296455860138,-94.74006893157959,1e-05,1560,-0.036249520878976337,,
5.0,18134,11,0.61661541,200000,80,0.007584353,0.8726442158222198,0.004224154052790255,0.3563000162318349,0.050829146057367325,0.1,0.055060118436813354,-94.74459590911866,1e-05,1580,-0.03362265300357831,0.6648349504452646,5.0
5.0,18360,11,0.62179574,202500,81,0.0075016334,0.8790967240929604,0.0040168220677878706,0.3894400189514272,0.045185208320617676,0.1,0.055062104016542435,-94.74482738494874,1e-05,1600,-0.03526794272031864,,
5.0,18582,11,0.61698827,205000,82,0.0075496486,0.8804862797260284,0.003978065331466496,0.3919000186701305,0.05193980410695076,0.1,0.05506158620119095,-94.7441414642334,1e-05,1620,-0.03518561432260036,,
5.0,18806,11,0.61851957,207500,83,0.007728235,0.8826653212308884,0.0038942461111582814,0.38268001705408095,0.05161622166633606,0.1,0.055058129131793976,-94.74643341064453,1e-05,1640,-0.03524964061312737,,
5.0,19028,11,0.6164146500000001,210000,84,0.00797309,0.8777392357587814,0.004067466130945832,0.39532001660205424,0.04860023781657219,0.1,0.055060867220163345,-94.74705509185792,1e-05,1660,-0.03580073061243441,,
5.0,19251,11,0.62221582,212500,85,0.008678556,0.8827765136957169,0.003915843410650269,0.40560001735342666,0.054389216005802155,0.1,0.05506015568971634,-94.74569702148438,1e-05,1680,-0.03650927926924189,,
5.0,19474,11,0.6225215500000001,215000,86,0.006387551,0.8836976811289787,0.0038753630965948104,0.3538800169713795,0.049568697810173035,0.1,0.05506228655576706,-94.74488792419433,1e-05,1700,-0.03335333750084146,,
5.0,19698,11,0.6206958899999999,217500,87,0.007947046,0.8796055242419243,0.004038280982058495,0.39276001806370914,0.04182293638586998,0.1,0.05506523698568344,-94.74246109008789,1e-05,1720,-0.03652931770955856,,
5.0,19920,11,0.6250687100000001,220000,88,0.0077872006,0.8832512572407722,0.0038899172830861063,0.391620018647518,0.052369605749845505,0.1,0.05506749823689461,-94.73917083740234,1e-05,1740,-0.035226880237630966,,
5.0,20141,11,0.6175932,222500,89,0.0074096858,0.8885681107640266,0.0037250201450660823,0.3927000182401389,0.058426082134246826,0.1,0.05506158247590065,-94.74100051879883,1e-05,1760,-0.03460489793391349,,
5.0,20388,11,0.62450058,225000,90,0.00801597,0.8887922540307045,0.003722974411211908,0.37972001646412534,0.04892062023282051,0.1,0.05506275221705437,-94.74404048919678,1e-05,1780,-0.03441546432291375,0.6640875874430305,5.0
5.0,20611,11,0.6222183000000001,227500,91,0.010205166,0.8806539475917816,0.00401834104442969,0.38970001861220227,0.04608502238988876,0.1,0.05506601184606552,-94.74119850158691,1e-05,1800,-0.03527212978091424,,
5.0,20833,11,0.6227975399999999,230000,92,0.009118105,0.8830878511071205,0.003909433634253219,0.3883000189368613,0.0495525598526001,0.1,0.055067308247089386,-94.73823776245118,1e-05,1820,-0.03580323034129165,,
5.0,21059,11,0.6224897199999999,232500,93,0.008233315,0.8905337303876877,0.003678219057619572,0.3903000190970488,0.054490458220243454,0.1,0.05506456643342972,-94.73948837280274,1e-05,1840,-0.03524063487184062,,
5.0,21284,11,0.62064307,235000,94,0.008608904,0.8923729211091995,0.003610531409503892,0.40616001971531657,0.052378345280885696,0.1,0.05505954474210739,-94.74441967010497,1e-05,1860,-0.036514177682152954,,
5.0,21506,11,0.62375675,237500,95,0.008533199,0.8820353448390961,0.003959186248248443,0.4041600184957497,0.04687675088644028,0.1,0.05505701154470444,-94.74832717895508,1e-05,1880,-0.036820164357204026,,
5.0,21728,11,0.6196280999999999,240000,96,0.006592698,0.88437070697546,0.003885991694405675,0.4004400177649222,0.04659968242049217,0.1,0.05505262687802315,-94.75241344451905,1e-05,1900,-0.035874096441392424,,
5.0,21949,11,0.6259339700000001,242500,97,0.007588813,0.8888207674026489,0.0037596040836069735,0.3717800169950351,0.049539607018232346,0.1,0.0550520122051239,-94.75521347045898,1e-05,1920,-0.034550713040642334,,
5.0,22172,11,0.62367721,245000,98,0.008157591,0.8939692452549934,0.003546092923497781,0.40038001648383215,0.049764055758714676,0.1,0.05505368113517761,-94.75531352996826,1e-05,1940,-0.03616597921703274,,
5.0,22396,11,0.6276464500000001,247500,99,0.0079452405,0.8862336874008179,0.0038014341832604257,0.3891200186358765,0.04731738567352295,0.1,0.05505048856139183,-94.75545272827148,1e-05,1960,-0.03621437170983228,,
5.0,22642,11,0.6217061999999999,250000,100,0.008469971,0.8891628608107567,0.0037119119765702635,0.3835400180169381,0.051199883222579956,0.1,0.05504599213600159,-94.76005126953125,1e-05,1980,-0.03523339819294954,0.6657625764522193,5.0
5.0,22866,11,0.62650819,252500,101,0.0074043972,0.8857582807540894,0.0038229917851276695,0.3843200174719095,0.044813625514507294,0.1,0.05504234507679939,-94.76520618438721,1e-05,2000,-0.035158944236135026,,
5.0,23087,11,0.62579034,255000,102,0.007175852,0.887090340256691,0.0038248102588113396,0.37592001729412006,0.05165337026119232,0.1,0.05503811314702034,-94.76938346862794,1e-05,2020,-0.03562990503601614,,
5.0,23309,11,0.6253514099999999,257500,103,0.008765664,0.8928334042429924,0.003610645233420655,0.39230001871706915,0.05358521267771721,0.1,0.0550379678606987,-94.77228931427003,1e-05,2040,-0.03516553420787325,,
5.0,23532,11,0.6284545399999999,260000,104,0.0077607483,0.891200065612793,0.003666284771170467,0.3552200154424645,0.052915219217538834,0.1,0.05503462255001068,-94.77387832641601,1e-05,2060,-0.03348362298229318,,
5.0,23754,11,0.62459316,262500,105,0.008555711,0.8955827951431274,0.003529814095236361,0.414380017882213,0.04508265480399132,0.1,0.055031321942806244,-94.77811103820801,1e-05,2080,-0.03797210310019068,,
5.0,23977,11,0.62605405,265000,106,0.0076419287,0.8896552696824074,0.0037256238400004806,0.4041800178773701,0.05046207830309868,0.1,0.055023983120918274,-94.78460613250732,1e-05,2100,-0.03555297371096385,,
5.0,24203,11,0.6297986199999999,267500,107,0.00903844,0.8953684419393539,0.003522767487447709,0.3983000179147348,0.05389932915568352,0.1,0.05502447485923767,-94.78860885620117,1e-05,2120,-0.03538412401906825,,
5.0,24426,11,0.6308750599999999,270000,108,0.007925719,0.8901188224554062,0.003714066355023533,0.3974600190855563,0.054747406393289566,0.1,0.05502494424581528,-94.78758419036865,1e-05,2140,-0.03542635220872534,,
5.0,24650,11,0.62738545,272500,109,0.007799508,0.8982457593083382,0.003433880030643195,0.38838001794647425,0.053424522280693054,0.1,0.055024851113557816,-94.78721488952637,1e-05,2160,-0.0352697396257194,,
5.0,24896,11,0.6290087999999999,275000,110,0.0069478746,0.8938925489783287,0.003579216335201636,0.38074001820757986,0.05370339751243591,0.1,0.055023230612277985,-94.78875270843506,1e-05,2180,-0.03456613946169384,0.6645152000327958,5.0
5.0,25118,11,0.6299448599999999,277500,111,0.0077621536,0.892189510166645,0.003659540482331067,0.39476001885486767,0.05007468909025192,0.1,0.05502557009458542,-94.78780048370362,1e-05,2200,-0.03625378310114208,,
5.0,25341,11,0.6304617899999999,280000,112,0.007995187,0.8908004313707352,0.003700299782212824,0.37372001761803403,0.05116758495569229,0.1,0.0550219900906086,-94.78852619171143,1e-05,2220,-0.03391932439434925,,
5.0,25566,11,0.6343878799999999,282500,113,0.009136441,0.8936827778816223,0.003609233086463064,0.4079600176191889,0.045594923198223114,0.1,0.0550176277756691,-94.79329948425293,1e-05,2240,-0.03606061073540701,,
5.0,25790,11,0.6335810700000001,285000,114,0.008045768,0.8955235257744789,0.0035432915086857975,0.4003600181872025,0.04887906089425087,0.1,0.05501917377114296,-94.79534938812256,1e-05,2260,-0.03614022652104545,,
5.0,26015,11,0.6293236,287500,115,0.008126244,0.8876959756016731,0.0038134809432085605,0.40366001887246966,0.04775732383131981,0.1,0.055019132792949677,-94.794504737854,1e-05,2280,-0.03583377170086664,,
5.0,26237,11,0.63294763,290000,116,0.008787181,0.8937725722789764,0.0036036983178928494,0.4084400195069611,0.04805712774395943,0.1,0.05502158775925636,-94.79298782348633,1e-05,2300,-0.03600374680486745,,
5.0,26461,11,0.62740093,292500,117,0.0074109044,0.9022462964057922,0.0033194583212025463,0.37936001726891844,0.050639789551496506,0.1,0.05502461642026901,-94.78989883422851,1e-05,2320,-0.034360269698201405,,
5.0,26683,11,0.6262840999999999,295000,118,0.008948858,0.8953027874231339,0.003508883444592357,0.40082001925678923,0.05150439217686653,0.1,0.05502300336956978,-94.78891857147217,1e-05,2340,-0.03486147715895143,,
5.0,26906,11,0.6330446200000001,297500,119,0.008544518,0.8950598984956741,0.0035719008499290796,0.414000017629005,0.04681605100631714,0.1,0.05502647906541824,-94.78768451690674,1e-05,2360,-0.03712338611957618,,
5.0,27153,11,0.6342225800000001,300000,120,0.0070020454,0.8976261019706726,0.003487559531349689,0.37982001731637866,0.05209682509303093,0.1,0.0550309382379055,-94.78271324157714,1e-05,2380,-0.03519080834457704,0.6640542957814746,5.0
5.0,27376,11,0.63628554,302500,121,0.0076392014,0.8926143646240234,0.003654793285531923,0.3809800180466846,0.05042994022369385,0.1,0.05503718554973602,-94.77674655914306,1e-05,2400,-0.03448313262415723,,
5.0,27601,11,0.6354459,305000,122,0.007982261,0.8969568759202957,0.0035118990391492843,0.38456001846585425,0.05578377842903137,0.1,0.055034130811691284,-94.77490776062012,1e-05,2420,-0.034510654106823344,,
5.0,27825,11,0.6346644599999999,307500,123,0.007379415,0.8974380120635033,0.0034978859138209374,0.3888400179194286,0.05408698320388794,0.1,0.05503220856189728,-94.77775737762451,1e-05,2440,-0.03477420398804881,,
5.0,28048,11,0.63552687,310000,124,0.008850871,0.9019358158111572,0.003352266533765942,0.4118200192088261,0.04812721908092499,0.1,0.0550321489572525,-94.77945770263672,1e-05,2460,-0.037006343727373193,,
5.0,28273,11,0.6372112999999999,312500,125,0.0071162847,0.9039580374956131,0.0032810899906326086,0.3898400183022022,0.04726330563426018,0.1,0.055031560361385345,-94.77957458496094,1e-05,2480,-0.03424097359953507,,
5.0,28495,11,0.6334444199999999,315000,126,0.008319736,0.8973438143730164,0.003497078377986327,0.38218001775676386,0.05164341628551483,0.1,0.05503203719854355,-94.77925003051757,1e-05,2500,-0.03457684355597756,,
5.0,28719,11,0.63564355,317500,127,0.009542527,0.9003125429153442,0.0033942212606780232,0.3997400176385418,0.049305591732263565,0.1,0.05503536015748978,-94.77708141326904,1e-05,2520,-0.03671422217919933,,
5.0,28943,11,0.63543162,320000,128,0.0070554125,0.8937830626964569,0.0036437274189665913,0.41098001902224496,0.048682838678359985,0.1,0.05503357946872711,-94.7767929840088,1e-05,2540,-0.03518673857582618,,
5.0,29167,11,0.6347481800000001,322500,129,0.008383559,0.8981810137629509,0.003481331798247993,0.3784800167148933,0.04929262772202492,0.1,0.05503207445144653,-94.77823135375976,1e-05,2560,-0.03405658326862759,,
