time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/std,eval/mean_ep_length,eval/mean_reward
30,2351,63,150000,5.0,0.6899502899999999,0.06862369509413839,580,-0.46869659423828125,0.013570000572362914,-31.09870524406433,0.05936165526509285,1e-06,0.0012584856,0.1,-0.0041570036946926335,0.055033814162015915,5.0,0.7121873705229655
31,2426,63,155000,5.0,0.68924376,0.06822608843445778,600,-0.4806962013244629,0.020250000858213754,-31.09808995246887,0.056854259222745895,1e-06,0.0012596408,0.1,-0.0044642027046119595,0.05503455176949501,,
32,2500,63,160000,5.0,0.6933497500000001,0.06590483797714114,620,-0.42505061626434326,0.014710000653285532,-31.09811053276062,0.05808388069272041,1e-06,0.0010846613,0.1,-0.003782655411873206,0.05503375455737114,,
33,2574,64,165000,5.0,0.6922367300000001,0.06278125992044807,640,-0.36165499687194824,0.018490000779274852,-31.098212575912477,0.0542081817984581,1e-06,0.0012633138,0.1,-0.004313740893797,0.05503407493233681,,
34,2649,64,170000,5.0,0.6864677399999999,0.06110620547086001,660,-0.33154594898223877,0.018780000751139597,-31.098256072998048,0.055034950375556946,1e-06,0.0015055062,0.1,-0.004158065540397435,0.055033497512340546,,
35,2724,64,175000,5.0,0.68895471,0.06121870510280132,680,-0.341640830039978,0.010390000484185292,-31.09861524581909,0.056516069918870926,1e-06,0.0012996794,0.1,-0.0037649016207803323,0.055032163858413696,,
36,2798,64,180000,5.0,0.6917737399999999,0.059402712378650906,700,-0.2929726839065552,0.010190000530565157,-31.099001712799073,0.047631628811359406,1e-06,0.0011433704,0.1,-0.0038344686861911904,0.05503155663609505,,
37,2873,64,185000,5.0,0.6913816799999999,0.05971825815737247,720,-0.31989431381225586,0.01859000075608492,-31.098925161361695,0.05387819930911064,1e-06,0.0016768886,0.1,-0.00452933623423446,0.055032551288604736,,
38,2947,64,190000,5.0,0.6882986900000002,0.05851605901494622,740,-0.2967374324798584,0.024620000993600115,-31.098701219558716,0.053639933466911316,1e-06,0.0015840696,0.1,-0.0048094620282131025,0.055032774806022644,,
39,3022,64,195000,5.0,0.6937151899999998,0.05657035123556852,760,-0.2537651062011719,0.013540000653592869,-31.09862753868103,0.05081067979335785,1e-06,0.001402467,0.1,-0.004056666174346386,0.05503285676240921,,
40,3116,64,200000,5.0,0.6921528000000001,0.05558439590036869,780,-0.22300660610198975,0.005820000297389925,-31.098426780700684,0.05449588969349861,1e-06,0.0011247575,0.1,-0.0036320009911971463,0.05503383278846741,5.0,0.7287136536018537
41,3191,64,205000,5.0,0.6932208299999999,0.053384610414505006,800,-0.1751537322998047,0.016880000750534238,-31.098329143524168,0.04986996948719025,1e-06,0.001450765,0.1,-0.0041692786908355565,0.05503333359956741,,
42,3265,64,210000,5.0,0.6954705099999999,0.05359859088435769,820,-0.18397188186645508,0.014260000615613534,-31.09842706680298,0.050563983619213104,1e-06,0.0012637905,0.1,-0.004215138363340358,0.0550333671271801,,
43,3340,64,215000,5.0,0.6925262499999998,0.05139795674011111,840,-0.12690913677215576,0.004290000202599913,-31.098343286514282,0.05229218304157257,1e-06,0.0009495965,0.1,-0.0033196798595307086,0.05503380298614502,,
44,3414,64,220000,5.0,0.6958436400000001,0.050931630544364455,860,-0.12120485305786133,0.010800000504823402,-31.098214416503907,0.0472247339785099,1e-06,0.0011280642,0.1,-0.003970423917550052,0.055033911019563675,,
45,3488,64,225000,5.0,0.6943932099999998,0.04636573243886232,880,-0.01829981803894043,0.009730000509880482,-31.09828501701355,0.05104841664433479,1e-06,0.00125264,0.1,-0.0034983056317511043,0.05503346398472786,,
46,3563,64,230000,5.0,0.6912445000000003,0.04617772763594985,900,-0.02087390422821045,0.009000000406522303,-31.098351469039915,0.04748641327023506,1e-06,0.0010751165,0.1,-0.003320074937613686,0.055033694952726364,,
47,3638,64,235000,5.0,0.6950775700000001,0.04717221319675446,920,-0.04291188716888428,0.022530000862898306,-31.09823229789734,0.05538531765341759,1e-06,0.0015137998,0.1,-0.004230867354011954,0.05503396689891815,,
48,3711,64,240000,5.0,0.69517637,0.04518769292160869,940,0.011148035526275635,0.0229300009238068,-31.098470306396486,0.04736317694187164,1e-06,0.0015038782,0.1,-0.004715532861213969,0.05503242462873459,,
49,3785,64,245000,5.0,0.6948937700000001,0.04443148165941238,960,0.016530394554138184,0.016340000656200573,-31.09899236679077,0.04369206354022026,1e-06,0.0012667297,0.1,-0.00434242102899455,0.05503138154745102,,
50,3877,64,250000,5.0,0.68973058,0.042897898610681294,980,0.04845207929611206,0.015240000669145957,-31.099294748306274,0.04420270398259163,1e-06,0.0012854759,0.1,-0.0037838927066448135,0.055030785501003265,5.0,0.7452910129290651
51,3950,64,255000,5.0,0.69402153,0.04264630064368248,1000,0.06013613939285278,0.023950000917539002,-31.09952028274536,0.04544598609209061,1e-06,0.0012706215,0.1,-0.00401300807199033,0.055030159652233124,,
52,4023,64,260000,5.0,0.6930739799999999,0.04066204527392983,1020,0.1048920750617981,0.02001000088523142,-31.099611234664916,0.04590945690870285,1e-06,0.0013189605,0.1,-0.00393025761334286,0.05503036454319954,,
53,4095,64,265000,5.0,0.6942401899999999,0.040817061327397826,1040,0.09240925312042236,0.011700000540586189,-31.099558506011963,0.04558556154370308,1e-06,0.0012774833,0.1,-0.0036080336362791245,0.055030375719070435,,
54,4168,64,270000,5.0,0.69762268,0.03897876806557179,1060,0.14491862058639526,0.020720000875880943,-31.099688119888306,0.0433923676609993,1e-06,0.0013183655,0.1,-0.004090191453021533,0.05502961948513985,,
55,4241,64,275000,5.0,0.6920313899999999,0.03854426609352231,1080,0.1581188440322876,0.01947000070591457,-31.099934816360474,0.0404345877468586,1e-06,0.0015392521,0.1,-0.0041890948836860705,0.05502919480204582,,
56,4315,64,280000,5.0,0.6968455900000001,0.038772880360484124,1100,0.14433574676513672,0.008360000413376837,-31.099928226470947,0.04099751263856888,1e-06,0.00121024,0.1,-0.0034221079322686167,0.05502969026565552,,
57,4387,64,285000,5.0,0.6973434400000003,0.0371805146895349,1120,0.18141049146652222,0.022880000909790397,-31.099590816497802,0.040517378598451614,1e-06,0.0014657978,0.1,-0.0042671481697748705,0.05503097176551819,,
58,4458,65,290000,5.0,0.6956834700000002,0.03520120051689446,1140,0.22975414991378784,0.017420000825077296,-31.099300851821898,0.0400848314166069,1e-06,0.001538871,0.1,-0.003650007905784567,0.05503103882074356,,
59,4530,65,295000,5.0,0.69681132,0.03605393113568425,1160,0.20368468761444092,0.018970000761328265,-31.099201040267943,0.04373862221837044,1e-06,0.0013959971,0.1,-0.0035283921436541376,0.055031679570674896,,
60,4621,64,300000,5.0,0.6944427799999999,0.0357469077873975,1180,0.2203100323677063,0.017220000736415386,-31.099001483917235,0.03969325125217438,1e-06,0.0015264881,0.1,-0.004035784149077983,0.05503198876976967,5.0,0.74927669267338
61,4693,64,305000,5.0,0.69653898,0.03546028967015445,1200,0.21839261054992676,0.02395000097923912,-31.09892822265625,0.04061029478907585,1e-06,0.001421001,0.1,-0.004128622391762953,0.055032096803188324,,
62,4764,65,310000,5.0,0.6974613000000001,0.03456491348333657,1220,0.24128204584121704,0.018250000746920705,-31.09879231452942,0.038156576454639435,1e-06,0.0014355266,0.1,-0.0039454209693946755,0.05503275990486145,,
63,4836,65,315000,5.0,0.7002332699999999,0.03470091017894447,1240,0.23529177904129028,0.0206300009181723,-31.098806200027465,0.040630970150232315,1e-06,0.0015309673,0.1,-0.004248982624985533,0.05503188073635101,,
64,4908,65,320000,5.0,0.6898741000000002,0.032355155283585194,1260,0.2904697060585022,0.012330000575166195,-31.098895959854126,0.042037032544612885,1e-06,0.0012695848,0.1,-0.003919308270384328,0.05503237247467041,,
65,4979,65,325000,5.0,0.6999642100000001,0.030856243735179305,1280,0.32060402631759644,0.019700000811135397,-31.098801469802858,0.037707313895225525,1e-06,0.001414563,0.1,-0.003992866482446296,0.05503237992525101,,
66,5051,65,330000,5.0,0.698633,0.032793030347675084,1300,0.28187817335128784,0.016220000656321645,-31.09892021179199,0.03648211061954498,1e-06,0.001474465,0.1,-0.0043788516838148975,0.05503176152706146,,
67,5122,65,335000,5.0,0.7009799999999999,0.03126493411138654,1320,0.3190648555755615,0.014960000682622194,-31.099062356948853,0.03579992428421974,1e-06,0.0012952304,0.1,-0.0038609981171705576,0.05503164231777191,,
68,5194,65,340000,5.0,0.7032680900000001,0.031107915090397,1340,0.318986713886261,0.01546000068075955,-31.09926061630249,0.04121999442577362,1e-06,0.0013296336,0.1,-0.0038003394523695986,0.05503065511584282,,
69,5265,65,345000,5.0,0.70213621,0.030755110317841172,1360,0.3250282406806946,0.009610000469256192,-31.099615306854247,0.0379677340388298,1e-06,0.0012942901,0.1,-0.0034075853269148484,0.05502988025546074,,
70,5355,65,350000,5.0,0.70042783,0.029029207564890386,1380,0.3705878257751465,0.012600000617094338,-31.09985182762146,0.0439123772084713,1e-06,0.0012225572,0.1,-0.0034291966323505485,0.05502936989068985,5.0,0.7592491907636161
71,5427,65,355000,5.0,0.7052938499999999,0.02879298587329686,1400,0.37131983041763306,0.016640000719344242,-31.099962329864503,0.03837180510163307,1e-06,0.0012815519,0.1,-0.0038360692964753973,0.055029336363077164,,
72,5498,65,360000,5.0,0.7030065600000001,0.028905711974948643,1420,0.3716511130332947,0.028740001203259452,-31.099939613342286,0.03513716161251068,1e-06,0.0017443727,0.1,-0.005081785305203122,0.05502946302294731,,
73,5570,65,365000,5.0,0.7064115200000001,0.028197295032441616,1440,0.3863542675971985,0.016770000772085042,-31.100004539489746,0.041355594992637634,1e-06,0.0011798486,0.1,-0.0037520051464593517,0.05502897500991821,,
74,5641,65,370000,5.0,0.70022137,0.0277967082336545,1460,0.3961106538772583,0.018700000864919276,-31.10012854576111,0.034466132521629333,1e-06,0.00154742,0.1,-0.004092608663167816,0.05502880737185478,,
75,5713,65,375000,5.0,0.6969044099999999,0.02663019210100174,1480,0.42401123046875,0.024090001058066263,-31.100093097686766,0.03657115250825882,1e-06,0.0015680781,0.1,-0.00409557165091158,0.05502919852733612,,
76,5785,65,380000,5.0,0.69957521,0.027105886284261943,1500,0.4101106524467468,0.0309500013734214,-31.10009178161621,0.035801973193883896,1e-06,0.0015446523,0.1,-0.004380369717613313,0.05502869933843613,,
77,5856,65,385000,5.0,0.70205527,0.02700326713733375,1520,0.4143691658973694,0.023200000948272646,-31.10030089378357,0.03734101355075836,1e-06,0.0015727881,0.1,-0.00415406951852118,0.055028244853019714,,
78,5928,65,390000,5.0,0.70395055,0.0255412152223289,1540,0.4480851888656616,0.01720000070286915,-31.100276098251342,0.03219328075647354,1e-06,0.0014853282,0.1,-0.0040841139418619395,0.055028773844242096,,
79,6000,65,395000,5.0,0.7026845999999999,0.026317019071429967,1560,0.43258923292160034,0.018220000764122234,-31.100328674316405,0.04019951447844505,1e-06,0.0012563916,0.1,-0.0037037660219978895,0.05502787604928017,,
80,6091,65,400000,5.0,0.7050218899999998,0.025308658806607126,1580,0.45133912563323975,0.027530001177219675,-31.100723905563356,0.034527719020843506,1e-06,0.0015946613,0.1,-0.004493243192711809,0.05502676963806152,5.0,0.7701553938130195
81,6162,65,405000,5.0,0.7071767700000002,0.02487551514990628,1600,0.46647047996520996,0.04196000162395649,-31.10112950325012,0.03594415634870529,1e-06,0.001800959,0.1,-0.004739911895481961,0.05502578243613243,,
82,6233,65,410000,5.0,0.70837599,0.023346086610108615,1620,0.4973892569541931,0.026300001167692245,-31.101475839614867,0.03486814349889755,1e-06,0.0015694556,0.1,-0.0045957039106630584,0.055024903267621994,,
83,6305,65,415000,5.0,0.70298514,0.02371437690220773,1640,0.49087125062942505,0.009820000471081584,-31.101677656173706,0.033445075154304504,1e-06,0.0012035569,0.1,-0.003901948210997581,0.05502477288246155,,
84,6377,65,420000,5.0,0.7062793899999998,0.02360641771927476,1660,0.49288278818130493,0.012590000560740009,-31.101670303344726,0.03643690422177315,1e-06,0.0011587618,0.1,-0.0034433923766737664,0.05502500385046005,,
85,6449,65,425000,5.0,0.7037323,0.023275982607156038,1680,0.5024144947528839,0.021400000877911225,-31.101296796798707,0.03490642085671425,1e-06,0.001473052,0.1,-0.0039131909723814215,0.05502676963806152,,
86,6520,65,430000,5.0,0.7081401700000002,0.023518905490636826,1700,0.49557626247406006,0.04131000186316669,-31.101111907958984,0.031116487458348274,1e-06,0.0020625503,0.1,-0.005954428749408791,0.05502582713961601,,
87,6591,65,435000,5.0,0.7128116800000001,0.021904081823304295,1720,0.5335594713687897,0.029810001238947736,-31.101336631774902,0.03609504550695419,1e-06,0.0015545832,0.1,-0.00426997527200363,0.05502568185329437,,
88,6663,66,440000,5.0,0.70715537,0.022106358893215657,1740,0.5297315418720245,0.029800001159310342,-31.101411476135254,0.03459577634930611,1e-06,0.0018261811,0.1,-0.0041947049521423715,0.05502535030245781,,
89,6734,66,445000,5.0,0.7100587300000001,0.021558357253670692,1760,0.5424080193042755,0.017570000663399695,-31.10134328842163,0.03232589364051819,1e-06,0.001496689,0.1,-0.003909604186448625,0.0550260990858078,,
90,6825,65,450000,5.0,0.7096650699999999,0.020953814471140503,1780,0.5554756820201874,0.034510001363232734,-31.101164560317994,0.029401306062936783,1e-06,0.0018783526,0.1,-0.004982988667966631,0.055026233196258545,5.0,0.7791685980944925
91,6896,65,455000,5.0,0.7083895600000001,0.02114110021851957,1800,0.5515720844268799,0.02102000095648691,-31.100972032547,0.03548493608832359,1e-06,0.0015358697,0.1,-0.0042383035528416714,0.055027201771736145,,
92,6968,66,460000,5.0,0.7064675500000002,0.02045691905543208,1820,0.5652555823326111,0.019860000764019788,-31.100888748168945,0.03131605312228203,1e-06,0.0013234223,0.1,-0.004256143913380703,0.05502660572528839,,
93,7039,66,465000,5.0,0.7118578999999999,0.020056329304352402,1840,0.573836088180542,0.02256000085384585,-31.101258840560913,0.035684797912836075,1e-06,0.0014448871,0.1,-0.004354515394339309,0.055025290697813034,,
94,7111,66,470000,5.0,0.7087796799999999,0.01991300725378096,1860,0.5810383260250092,0.023430000994121656,-31.101510496139525,0.03160807490348816,1e-06,0.0016697254,0.1,-0.004292771676696647,0.05502532795071602,,
95,7183,66,475000,5.0,0.7119966200000001,0.019663128517568112,1880,0.5839954018592834,0.04688000201364048,-31.10168023109436,0.032417140901088715,1e-06,0.0018344732,0.1,-0.005212939434746389,0.055024296045303345,,
96,7255,66,480000,5.0,0.7149330900000002,0.020044033722952007,1900,0.5757808089256287,0.029120001265546307,-31.102187089920044,0.03655610606074333,1e-06,0.0015760979,0.1,-0.00456923290422127,0.055022649466991425,,
97,7326,66,485000,5.0,0.70491091,0.019150275066494943,1920,0.5986645519733429,0.04354000186198391,-31.102790603637697,0.028377480804920197,1e-06,0.001959491,0.1,-0.00510848452064554,0.05502121150493622,,
98,7398,66,490000,5.0,0.7177933100000001,0.018715868405997753,1940,0.6062280833721161,0.019050000853603706,-31.10325547218323,0.03287995606660843,1e-06,0.0014075265,0.1,-0.0038530950611631054,0.05502026528120041,,
99,7470,66,495000,5.0,0.71674766,0.0196078690700233,1960,0.5893869698047638,0.016560000722529368,-31.10351767539978,0.03359682112932205,1e-06,0.0014828382,0.1,-0.0036494876197061023,0.0550198070704937,,
100,7561,66,500000,5.0,0.71974085,0.018702431935817002,1980,0.6064323484897614,0.033250001312699166,-31.103672971725462,0.030198093503713608,1e-06,0.0016849047,0.1,-0.004771632422338943,0.055019527673721313,5.0,0.7858083080563616
101,7632,66,505000,5.0,0.72172372,0.019235346829518676,2000,0.5983066260814667,0.024120001065311952,-31.103728637695312,0.03447740897536278,1e-06,0.0013568641,0.1,-0.004190935800403146,0.05501950532197952,,
102,7704,66,510000,5.0,0.7174215600000001,0.018916199477389456,2020,0.6057388484477997,0.024420000922400504,-31.10384543418884,0.033950965851545334,1e-06,0.0014059384,0.1,-0.004152950560243589,0.05501876771450043,,
103,7776,66,515000,5.0,0.71777817,0.01738057240843773,2040,0.6385993957519531,0.012460000625578687,-31.104105920791625,0.03560242801904678,1e-06,0.0012165535,0.1,-0.0036861911208160335,0.05501818656921387,,
104,7847,66,520000,5.0,0.71790499,0.01792910447344184,2060,0.626260370016098,0.03137000129325315,-31.104514265060423,0.03557877987623215,1e-06,0.0018884657,0.1,-0.004074203676200039,0.0550166554749012,,
105,7918,66,525000,5.0,0.7157101400000001,0.017381236613728104,2080,0.6378157138824463,0.03048000134178437,-31.10465365409851,0.029802702367305756,1e-06,0.0014091493,0.1,-0.0040717378387815015,0.05501759052276611,,
106,7990,66,530000,5.0,0.7138783500000001,0.018417766778729857,2100,0.6184449791908264,0.019840000823605805,-31.104404497146607,0.032370150089263916,1e-06,0.0014998246,0.1,-0.00405483214991186,0.0550178624689579,,
107,8061,66,535000,5.0,0.71948437,0.017632769970223307,2120,0.6353564262390137,0.03985000187531114,-31.10439384460449,0.03459592163562775,1e-06,0.0016236642,0.1,-0.004967596604863083,0.055017586797475815,,
108,8133,66,540000,5.0,0.71815747,0.016725696930661796,2140,0.6551320552825928,0.03327000149874948,-31.10451290130615,0.03162343427538872,1e-06,0.001707013,0.1,-0.004393127888205468,0.055017244070768356,,
109,8205,66,545000,5.0,0.7228974000000001,0.016816715598106383,2160,0.6526682674884796,0.03593000151333399,-31.104925756454467,0.030442537739872932,1e-06,0.0015918126,0.1,-0.004344432939400495,0.05501537770032883,,
110,8297,66,550000,5.0,0.7203317699999999,0.016263243332505225,2180,0.6652915477752686,0.027210001113126055,-31.105327167510985,0.03510001674294472,1e-06,0.0015113758,0.1,-0.004458401874295632,0.055015336722135544,5.0,0.7883726746383616
111,8369,66,555000,5.0,0.7273626600000003,0.015135620892979205,2200,0.6901206970214844,0.029080001204274595,-31.105337343215943,0.03079317696392536,1e-06,0.0015450033,0.1,-0.004328477912017168,0.0550152063369751,,
112,8440,66,560000,5.0,0.7234749900000002,0.01551875720731914,2220,0.6825976371765137,0.037480001678923146,-31.105664234161377,0.030489686876535416,1e-06,0.0015432088,0.1,-0.004170675357627154,0.05501352250576019,,
113,8512,66,565000,5.0,0.72628592,0.01590124365873635,2240,0.6747355759143829,0.038120001681381833,-31.10635766029358,0.03126605227589607,1e-06,0.001753674,0.1,-0.0048453135199686415,0.05501163750886917,,
114,8583,66,570000,5.0,0.72885272,0.01671509686857462,2260,0.6599246859550476,0.0382300015934743,-31.10694785118103,0.03136409819126129,1e-06,0.0017392657,0.1,-0.0051790370384095395,0.055010467767715454,,
115,8655,66,575000,5.0,0.7243270700000001,0.015522705186158418,2280,0.68304643034935,0.030670001228572802,-31.10740174293518,0.028676636517047882,1e-06,0.0017809625,0.1,-0.003987780938021679,0.055009353905916214,,
116,8726,66,580000,5.0,0.72811856,0.014828151632100344,2300,0.6988081336021423,0.030800001251045615,-31.10790608406067,0.031896159052848816,1e-06,0.0014999555,0.1,-0.004785462055288487,0.05500766262412071,,
117,8798,66,585000,5.0,0.7280218799999999,0.01524812364950776,2320,0.6902660727500916,0.02820000111940317,-31.108458709716796,0.03306034579873085,1e-06,0.0015010474,0.1,-0.00430643870273979,0.05500663071870804,,
118,8870,66,590000,5.0,0.7298324099999999,0.014778562118299305,2340,0.7008707821369171,0.044920001971768216,-31.108636865615846,0.02967102825641632,1e-06,0.0018537346,0.1,-0.005140981711055783,0.05500665307044983,,
119,8941,66,595000,5.0,0.7298236700000001,0.014990036743693053,2360,0.6969644129276276,0.0350100013485644,-31.108739557266237,0.03180643171072006,1e-06,0.0017384435,0.1,-0.004409037677617205,0.05500603839755058,,
120,9032,66,600000,5.0,0.7275579100000001,0.014478250346146524,2380,0.7081379890441895,0.02986000127159059,-31.109090642929075,0.035011857748031616,1e-06,0.0013437482,0.1,-0.003945862898776333,0.05500487610697746,5.0,0.7890775525043277
121,9104,66,605000,5.0,0.7328995500000002,0.014365421226248145,2400,0.7098511755466461,0.038340001796605065,-31.10948571205139,0.02920190989971161,1e-06,0.0015883143,0.1,-0.004677061791385242,0.05500396341085434,,
122,9175,66,610000,5.0,0.7341194300000001,0.01452234914060682,2420,0.7075480818748474,0.040420001649763435,-31.10982120513916,0.028414631262421608,1e-06,0.0016141072,0.1,-0.005296305879751442,0.0550030916929245,,
123,9247,66,615000,5.0,0.7311336999999999,0.01403200183995068,2440,0.7185404300689697,0.017770000834716485,-31.110035219192504,0.031797394156455994,1e-06,0.001259566,0.1,-0.0034615986863008176,0.055002860724925995,,
124,9319,66,620000,5.0,0.7385100599999999,0.013944758982397616,2460,0.7207905948162079,0.03621000145561993,-31.11010535240173,0.032027218490839005,1e-06,0.0015478487,0.1,-0.004549187902885321,0.05500265583395958,,
125,9390,66,625000,5.0,0.7268892199999999,0.013269086075015367,2480,0.7347137629985809,0.032410001268144695,-31.11014760017395,0.029810817912220955,1e-06,0.0016291641,0.1,-0.004371677162898484,0.05500275269150734,,
126,9461,66,630000,5.0,0.73462011,0.01348495831247419,2500,0.7298797070980072,0.02722000107052736,-31.110209646224977,0.03007161244750023,1e-06,0.001371777,0.1,-0.004493123550184719,0.05500228703022003,,
127,9533,66,635000,5.0,0.73607973,0.013647040277719498,2520,0.7274304628372192,0.038890001551480965,-31.110651082992554,0.028947340324521065,1e-06,0.0017329501,0.1,-0.004628821500314651,0.055000338703393936,,
